ORI,AGENCY,Govt_level,placename,CNTY,POP100,White_count,Black_count,Other_count,Hispan_allcount,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispan_Males_All,Age1524_HispanM,Age1524_HispanF,Hispan_Females_All,Other_Males_All,Age1524_OtherM,Age1524_OtherF,Other_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
MS07501,VICKSBURG,2,Vicksburg city,,20908,8437,12290,78,103,405,3869,385,4607,946,5472,1060,6859,48,7,6,55,6,1,1,10,0.10467821142414098,0.083568482743651,20908.0,28,76720
MS01401,CLARKSDALE,2,Clarksdale city,,19717,7360,12117,95,145,459,3417,411,3989,1014,5361,1137,6834,67,14,13,78,7,2,2,6,0.134328358208955,0.103033341689647,19717.0,28,13820
MS06102,PEARL,2,Pearl city,,19588,17676,1668,105,139,1285,8493,1308,9264,145,806,146,869,68,18,14,71,35,12,4,18,0.15130107147062302,0.14119170984455998,23427.0,28,55760
MS00101,NATCHEZ,2,Natchez city,,19460,9534,9764,65,97,517,4439,533,5157,708,4282,814,5514,51,7,6,46,2,1,1,5,0.116467672899302,0.103354663564088,19460.0,28,50440
MS04201,GREENWOOD,2,Greenwood city,,18906,7576,11158,101,71,420,3451,370,4145,871,5030,970,6156,31,8,4,40,10,1,0,14,0.121703853955375,0.0892641737032569,18906.0,28,29340
MS03402,LAUREL,2,Laurel city,,18827,9687,9025,40,75,477,4338,518,5381,727,4094,820,4961,29,4,5,46,4,0,2,6,0.109958506224066,0.0962646348262405,18827.0,28,39640
MS05301,STARKVILLE,2,Starkville city,,18458,12637,4904,720,197,2590,6694,1864,6066,391,2128,454,2783,103,23,16,94,43,14,3,24,0.386913654018524,0.307286515001649,18458.0,28,70240
MS01701,SOUTHAVEN,2,Southaven city,,17949,17297,449,95,108,1335,8466,1320,8897,31,188,35,262,48,6,7,60,18,3,3,22,0.15768958185683898,0.14836461728672598,19532.0,28,69280
MS03001,MOSS POINT,2,Moss Point city,,17837,6074,11661,32,70,390,2944,366,3169,1064,5549,1059,6130,34,3,3,36,6,0,1,7,0.132472826086957,0.115493846639318,17837.0,28,49240
MS02403,LONG BEACH,2,Long Beach city,,15804,14328,845,397,234,1045,7070,1021,7434,72,385,89,464,113,14,23,121,22,5,5,25,0.14780763790664805,0.137341942426688,15804.0,28,41680
MS00601,,2,Cleveland city,,15384,8211,6998,64,111,1118,3914,1149,4346,733,3151,847,3863,50,15,9,61,19,3,2,24,0.285641287685233,0.264381040036815,,28,14260
MS03002,OCEAN SPRINGS,2,Ocean Springs city,,14658,13167,895,379,217,833,6341,860,6986,83,425,72,482,98,17,17,119,19,2,2,16,0.131367292225201,0.123103349556255,14658.0,28,53520
MS00201,CORINTH,2,Corinth city,,11820,9140,2584,35,61,541,4104,531,5079,186,1165,227,1427,24,2,3,37,8,0,1,7,0.13182261208577,0.104548139397519,12479.0,28,15700
MS06701,INDIANOLA,2,Indianola city,,11809,3943,7757,44,65,226,1855,225,2104,677,3463,759,4331,31,6,6,34,7,1,1,8,0.121832884097035,0.106939163498099,12284.0,28,34740
MS04502,RIDGELAND,2,Ridgeland city,,11714,10110,1410,84,110,627,4803,820,5388,165,677,161,735,57,10,7,53,11,2,2,12,0.13054341036852,0.15219005196733498,11714.0,28,62520
MS05702,MCCOMB,2,McComb city,,11591,6170,5345,23,53,345,2757,344,3440,418,2309,500,3046,21,0,8,32,6,0,1,8,0.125136017410229,0.1,11591.0,28,43280
MS06101,BRANDON,2,Brandon city,,11077,9598,1356,57,66,672,4677,629,4971,118,609,144,747,30,3,5,36,8,0,0,6,0.143681847338037,0.126533896600282,11077.0,28,8300
MS02201,GRENADA,2,Grenada city,,10864,5447,5341,42,34,298,2435,335,3027,419,2374,494,2976,19,5,4,15,5,1,1,4,0.12238193018480498,0.11067063098777698,10943.0,28,29460
MS05501,PICAYUNE,2,Picayune city,,10633,6652,3863,44,74,418,3102,435,3604,307,1746,363,2132,32,6,9,42,3,0,0,1,0.134751773049645,0.120699223085461,10633.0,28,57160
MS04301,BROOKHAVEN,2,Brookhaven city,,10243,5598,4591,34,20,341,2535,303,3072,372,2044,434,2555,4,0,3,16,0,0,0,1,0.134516765285996,0.0986328125,9907.0,28,8820
