ORI,AGENCY,Govt_level,placename,CNTY,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
AL05301,MARION,2,Marion city,,2010,3686.0,1263.0,2363.0,71.0,247.0,602.0,233.0,661.0,241.0,1076.0,225.0,1287.0,42.0,28.0,12.0,29.0,0.4102990033222592,0.3524962178517398,4211.0,1,46768
AL00107,MIDFIELD,2,Midfield city,,2010,5365.0,880.0,4379.0,77.0,26.0,434.0,22.0,446.0,384.0,1942.0,367.0,2437.0,46.0,6.0,5.0,31.0,0.059907834101382486,0.04932735426008968,5559.0,1,48376
AL02606,MIDLAND,2,Midland City town,,2010,2344.0,1650.0,546.0,95.0,115.0,795.0,114.0,855.0,45.0,237.0,51.0,309.0,54.0,10.0,4.0,41.0,0.14465408805031446,0.13333333333333333,1819.0,1,48400
AL02906,MILLBROOK,2,Millbrook city,,2010,14640.0,10863.0,3155.0,410.0,694.0,5256.0,713.0,5607.0,279.0,1516.0,265.0,1639.0,227.0,36.0,23.0,183.0,0.13203957382039574,0.12716247547708226,6050.0,1,48712
AL05101,MONROEVILLE,2,Monroeville city,,2010,6519.0,2746.0,3631.0,51.0,130.0,1278.0,118.0,1468.0,339.0,1702.0,303.0,1929.0,21.0,4.0,1.0,30.0,0.10172143974960876,0.08038147138964577,6993.0,1,50192
AL05903,MONTEVALLO,2,Montevallo city,,2010,6323.0,4438.0,1556.0,363.0,574.0,2046.0,798.0,2392.0,157.0,628.0,354.0,928.0,203.0,48.0,36.0,160.0,0.2805474095796676,0.3336120401337793,4239.0,1,50312
AL00301,MONTGOMERY,2,Montgomery city,,2010,205764.0,76656.0,116524.0,7998.0,4504.0,36904.0,4356.0,39752.0,10279.0,53262.0,11435.0,63262.0,4539.0,998.0,672.0,3459.0,0.1220463906351615,0.1095793922318374,187106.0,1,51000
AL05806,MOODY,2,Moody city,,2010,11726.0,10348.0,912.0,247.0,611.0,5041.0,574.0,5307.0,50.0,450.0,48.0,462.0,126.0,18.0,16.0,121.0,0.1212061098988296,0.10815903523648013,4921.0,1,51096
AL00126,MORRIS,2,Morris town,,2010,1859.0,1817.0,19.0,20.0,126.0,864.0,123.0,953.0,1.0,9.0,0.0,10.0,9.0,4.0,2.0,11.0,0.14583333333333334,0.12906610703043025,1136.0,1,51456
AL04201,MOULTON,2,Moulton city,,2010,3471.0,2713.0,454.0,57.0,170.0,1237.0,140.0,1476.0,24.0,225.0,25.0,229.0,27.0,1.0,5.0,30.0,0.137429264349232,0.0948509485094851,3248.0,1,51600
AL03602,MOUNDVILLE,2,Moundville town,,2010,2427.0,1365.0,981.0,43.0,71.0,676.0,63.0,689.0,57.0,447.0,69.0,534.0,25.0,8.0,4.0,18.0,0.10502958579881656,0.09143686502177067,1348.0,1,51648
AL00103,MOUNTAIN BROOK,2,Mountain Brook city,,2010,20413.0,19848.0,210.0,198.0,997.0,9494.0,950.0,10354.0,15.0,89.0,18.0,121.0,91.0,11.0,6.0,107.0,0.10501369285864756,0.09175197991114543,19810.0,1,51696
AL02003,MUSCLE SHOALS,2,Muscle Shoals city,,2010,13146.0,10602.0,2014.0,351.0,640.0,5050.0,626.0,5552.0,148.0,931.0,139.0,1083.0,188.0,38.0,25.0,163.0,0.12673267326732673,0.1127521613832853,9611.0,1,53016
AL02605,NEWTON,2,Newton town,,2010,1511.0,1263.0,197.0,22.0,67.0,608.0,78.0,655.0,12.0,97.0,12.0,100.0,12.0,1.0,1.0,10.0,0.11019736842105264,0.11908396946564885,1580.0,1,54480
AL06302,NORTHPORT,2,Northport city,,2010,23330.0,15960.0,6278.0,957.0,1001.0,7453.0,1058.0,8507.0,475.0,2768.0,540.0,3510.0,599.0,158.0,77.0,358.0,0.13430833221521535,0.1243681673915599,17366.0,1,55200
AL04602,NOTASULGA,2,Notasulga town,,2010,965.0,627.0,321.0,8.0,31.0,300.0,38.0,327.0,20.0,146.0,24.0,175.0,4.0,2.0,2.0,4.0,0.10333333333333332,0.1162079510703364,979.0,1,55440
AL00801,ONEONTA,2,Oneonta city,,2010,6567.0,5526.0,391.0,1046.0,314.0,2569.0,241.0,2957.0,35.0,194.0,24.0,197.0,599.0,116.0,84.0,447.0,0.12222654729466716,0.08150152181264796,4844.0,1,57000
AL04302,OPELIKA,2,Opelika city,,2010,26477.0,13400.0,11513.0,1166.0,690.0,6483.0,715.0,6917.0,894.0,5223.0,970.0,6290.0,677.0,128.0,66.0,489.0,0.1064322073114299,0.10336851236085008,22122.0,1,57048
AL00512,ORANGE BEACH,2,Orange Beach city,,2010,5441.0,5132.0,31.0,144.0,255.0,2547.0,275.0,2585.0,2.0,19.0,1.0,12.0,86.0,16.0,6.0,58.0,0.10011778563015312,0.10638297872340426,2253.0,1,57144
AL04705,OWENS CROSS ROADS,2,Owens Cross Roads town,,2010,1521.0,1392.0,55.0,34.0,74.0,689.0,77.0,703.0,6.0,28.0,6.0,27.0,17.0,3.0,2.0,17.0,0.10740203193033382,0.10953058321479374,695.0,1,57504
AL01105,OXFORD,2,Oxford city,,2010,21348.0,17187.0,2682.0,1408.0,999.0,8205.0,1019.0,8982.0,199.0,1273.0,190.0,1409.0,796.0,154.0,116.0,612.0,0.12175502742230347,0.11344912046314852,9362.0,1,57576
AL02601,OZARK,2,Ozark city,,2010,14907.0,9658.0,4497.0,472.0,512.0,4668.0,501.0,4990.0,362.0,2079.0,360.0,2418.0,245.0,39.0,33.0,227.0,0.10968294772922024,0.1004008016032064,12922.0,1,57648
AL05906,PELHAM,2,Pelham city,,2010,21352.0,17344.0,1598.0,3174.0,914.0,8369.0,830.0,8975.0,96.0,759.0,84.0,839.0,1735.0,311.0,198.0,1439.0,0.10921257019954594,0.09247910863509748,9765.0,1,58848
AL05801,,2,Pell City city,,2010,12695.0,10252.0,1975.0,293.0,563.0,4835.0,581.0,5417.0,135.0,902.0,179.0,1073.0,156.0,27.0,22.0,137.0,0.11644260599793176,0.10725493815765184,,1,58896
AL05701,PHENIX CITY,2,Phenix City city,,2010,32822.0,15995.0,15285.0,1316.0,1011.0,7655.0,1103.0,8340.0,1211.0,6924.0,1359.0,8361.0,696.0,113.0,114.0,620.0,0.13207054212932726,0.13225419664268584,25312.0,1,59472
AL03302,PHIL CAMPBELL,2,Phil Campbell town,,2010,1148.0,1093.0,2.0,46.0,72.0,511.0,73.0,582.0,0.0,2.0,0.0,0.0,21.0,5.0,3.0,25.0,0.14090019569471626,0.1254295532646048,1317.0,1,59496
AL00114,PLEASANT GROVE,2,Pleasant Grove city,,2010,10110.0,5427.0,4534.0,57.0,319.0,2611.0,285.0,2816.0,332.0,2128.0,330.0,2406.0,30.0,4.0,2.0,27.0,0.12217541171964764,0.10120738636363637,8458.0,1,61008
AL00401,PRATTVILLE,2,Prattville city,,2010,33960.0,26665.0,5659.0,1039.0,1697.0,12840.0,1763.0,13825.0,453.0,2593.0,460.0,3066.0,540.0,95.0,76.0,499.0,0.13216510903426792,0.12752260397830018,19587.0,1,62328
AL05209,PRICEVILLE,2,Priceville town,,2010,2658.0,2491.0,51.0,59.0,122.0,1205.0,118.0,1286.0,2.0,28.0,2.0,23.0,36.0,4.0,7.0,23.0,0.1012448132780083,0.0917573872472784,1323.0,1,62472
AL00202,PRICHARD,2,Prichard city,,2010,22659.0,2825.0,19442.0,170.0,298.0,1356.0,339.0,1469.0,1502.0,8893.0,1523.0,10549.0,94.0,19.0,13.0,76.0,0.21976401179941,0.2307692307692308,34311.0,1,62496
AL03105,RAINBOW CITY,2,Rainbow City city,,2010,9602.0,8388.0,695.0,232.0,473.0,3974.0,527.0,4414.0,58.0,317.0,61.0,378.0,121.0,30.0,25.0,111.0,0.1190236537493709,0.11939284096057998,7673.0,1,63288
AL02807,RAINSVILLE,2,Rainsville city,,2010,4948.0,4707.0,10.0,188.0,253.0,2240.0,292.0,2467.0,2.0,6.0,0.0,4.0,93.0,15.0,12.0,95.0,0.11294642857142854,0.11836238346169435,3875.0,1,63336
AL03303,,2,Red Bay city,,2010,3158.0,2921.0,39.0,160.0,180.0,1359.0,171.0,1562.0,2.0,23.0,2.0,16.0,89.0,13.0,12.0,71.0,0.13245033112582782,0.10947503201024328,,1,63576
AL05403,REFORM,2,Reform town,,2010,1702.0,861.0,821.0,15.0,42.0,405.0,37.0,456.0,69.0,341.0,73.0,480.0,7.0,3.0,2.0,8.0,0.1037037037037037,0.08114035087719297,2105.0,1,64104
AL05601,ROANOKE,2,Roanoke city,,2010,6074.0,3499.0,2459.0,71.0,176.0,1562.0,208.0,1937.0,174.0,1088.0,200.0,1371.0,37.0,11.0,7.0,34.0,0.11267605633802814,0.10738255033557048,6362.0,1,65040
AL00505,ROBERTSDALE,2,Robertsdale city,,2010,5276.0,4500.0,283.0,488.0,258.0,2080.0,271.0,2420.0,37.0,141.0,22.0,142.0,282.0,61.0,36.0,206.0,0.12403846153846156,0.11198347107438016,2401.0,1,65208
AL03301,RUSSELLVILLE,2,Russellville city,,2010,9830.0,6730.0,907.0,2560.0,413.0,3060.0,408.0,3670.0,81.0,459.0,80.0,448.0,1447.0,302.0,180.0,1113.0,0.1349673202614379,0.1111716621253406,7812.0,1,67056
AL03402,SAMSON,2,Samson city,,2010,1940.0,1422.0,348.0,161.0,72.0,670.0,83.0,752.0,20.0,145.0,30.0,203.0,95.0,20.0,11.0,66.0,0.10746268656716418,0.11037234042553193,2190.0,1,67800
AL00205,SARALAND,2,Saraland city,,2010,13405.0,11225.0,1604.0,336.0,658.0,5524.0,598.0,5701.0,145.0,772.0,118.0,832.0,234.0,34.0,9.0,102.0,0.11911658218682115,0.1048938782669707,11751.0,1,68160
AL00207,SATSUMA,2,Satsuma city,,2010,6168.0,5473.0,489.0,67.0,311.0,2617.0,323.0,2856.0,35.0,251.0,35.0,238.0,44.0,6.0,3.0,23.0,0.1188383645395491,0.1130952380952381,5194.0,1,68352
AL03901,SCOTTSBORO,2,Scottsboro city,,2010,14770.0,13258.0,681.0,522.0,755.0,6290.0,729.0,6968.0,47.0,317.0,58.0,364.0,287.0,63.0,29.0,235.0,0.12003179650238475,0.1046211251435132,13786.0,1,68736
AL02701,SELMA,2,Selma city,,2010,20756.0,3741.0,16671.0,125.0,129.0,1640.0,138.0,2101.0,1148.0,7420.0,1435.0,9251.0,72.0,15.0,11.0,53.0,0.07865853658536585,0.06568300809138505,23755.0,1,69120
AL02001,SHEFFIELD,2,Sheffield city,,2010,9039.0,6298.0,2426.0,211.0,333.0,2944.0,363.0,3354.0,185.0,1093.0,214.0,1333.0,127.0,23.0,8.0,84.0,0.11311141304347826,0.10822898032200358,10380.0,1,69648
AL03404,SLOCOMB,2,Slocomb city,,2010,1980.0,1430.0,447.0,94.0,90.0,693.0,83.0,737.0,33.0,187.0,35.0,260.0,55.0,11.0,5.0,39.0,0.12987012987012986,0.11261872455902308,1906.0,1,71040
AL03107,SOUTHSIDE,2,Southside city,,2010,8412.0,8121.0,123.0,107.0,444.0,3968.0,437.0,4153.0,8.0,63.0,6.0,60.0,54.0,12.0,9.0,53.0,0.11189516129032258,0.10522513845412956,5580.0,1,71832
AL05804,SPRINGVILLE,2,Springville city,,2010,4080.0,3820.0,192.0,27.0,215.0,1860.0,181.0,1960.0,10.0,97.0,10.0,95.0,10.0,1.0,5.0,17.0,0.11559139784946235,0.0923469387755102,1910.0,1,72600
AL03903,STEVENSON,2,Stevenson city,,2010,2046.0,1510.0,356.0,79.0,73.0,695.0,91.0,815.0,27.0,173.0,22.0,183.0,48.0,8.0,4.0,31.0,0.10503597122302158,0.1116564417177914,2046.0,1,73080
AL06405,SUMITON,2,Sumiton city,,2010,2520.0,2349.0,101.0,20.0,147.0,1093.0,166.0,1256.0,9.0,49.0,3.0,52.0,13.0,3.0,0.0,7.0,0.1344922232387923,0.1321656050955414,2604.0,1,73848
AL06102,TALLADEGA,2,Talladega city,,2010,15676.0,7477.0,7639.0,529.0,442.0,3634.0,425.0,3843.0,619.0,3625.0,829.0,4014.0,401.0,54.0,30.0,128.0,0.12162905888827738,0.11059068436117617,18175.0,1,74592
AL02902,TALLASSEE,2,Tallassee city,,2010,4819.0,3489.0,1127.0,145.0,175.0,1620.0,225.0,1869.0,111.0,475.0,122.0,652.0,88.0,25.0,10.0,57.0,0.10802469135802467,0.12038523274478333,5112.0,1,74688
AL01602,THOMASVILLE,2,Thomasville city,,2010,4209.0,1971.0,2158.0,54.0,121.0,900.0,119.0,1071.0,156.0,907.0,212.0,1251.0,27.0,8.0,3.0,27.0,0.13444444444444445,0.1111111111111111,4301.0,1,75960
AL04202,TOWN CREEK,2,Town Creek town,,2010,1100.0,576.0,396.0,72.0,36.0,272.0,27.0,304.0,24.0,166.0,41.0,230.0,33.0,8.0,13.0,39.0,0.1323529411764706,0.08881578947368421,1379.0,1,76584
AL05207,TRINITY,2,Trinity town,,2010,2095.0,1857.0,140.0,70.0,107.0,930.0,92.0,927.0,7.0,68.0,8.0,72.0,44.0,3.0,4.0,26.0,0.1150537634408602,0.09924487594390508,1380.0,1,76872
AL05501,TROY,2,Troy city,,2010,18033.0,9919.0,7035.0,357.0,1686.0,4742.0,1879.0,5177.0,1000.0,3115.0,1246.0,3920.0,192.0,54.0,43.0,165.0,0.35554618304512864,0.3629515163221943,13051.0,1,76920
AL00121,TRUSSVILLE,2,Trussville city,,2010,19933.0,17997.0,1313.0,250.0,942.0,8582.0,945.0,9415.0,100.0,632.0,75.0,681.0,107.0,15.0,20.0,143.0,0.10976462363085528,0.10037174721189593,8266.0,1,76944
AL02002,TUSCUMBIA,2,Tuscumbia city,,2010,8423.0,6394.0,1783.0,116.0,338.0,2953.0,409.0,3441.0,121.0,793.0,146.0,990.0,66.0,10.0,8.0,50.0,0.11445987131730445,0.11886079628015113,8413.0,1,77280
AL04601,TUSKEGEE,2,Tuskegee city,,2010,9865.0,191.0,9454.0,126.0,19.0,112.0,11.0,79.0,1249.0,4130.0,1790.0,5324.0,63.0,29.0,28.0,63.0,0.16964285714285715,0.13924050632911392,12257.0,1,77304
AL00901,UNION SPRINGS,2,Union Springs city,,2010,3980.0,514.0,2859.0,676.0,20.0,244.0,11.0,270.0,201.0,1264.0,240.0,1595.0,369.0,84.0,61.0,307.0,0.08196721311475409,0.04074074074074074,3975.0,1,77880
AL05302,,2,Uniontown town,,2010,1775.0,162.0,1608.0,8.0,15.0,76.0,11.0,86.0,109.0,707.0,145.0,901.0,5.0,0.0,0.0,3.0,0.1973684210526316,0.12790697674418605,,1,77904
AL01204,VALLEY,2,Valley city,,2010,9524.0,6092.0,3143.0,162.0,388.0,2883.0,349.0,3209.0,226.0,1420.0,227.0,1723.0,82.0,9.0,10.0,80.0,0.13458203260492546,0.10875662200062323,8173.0,1,78204
AL00109,VESTAVIA HILLS,2,Vestavia Hills city,,2010,34033.0,30758.0,1279.0,835.0,1539.0,14626.0,1499.0,16132.0,92.0,578.0,90.0,701.0,444.0,62.0,39.0,391.0,0.10522357445644742,0.09292090255393007,19749.0,1,78552
AL00123,WARRIOR,2,Warrior city,,2010,3176.0,2638.0,451.0,25.0,156.0,1263.0,162.0,1375.0,30.0,212.0,34.0,239.0,17.0,1.0,2.0,8.0,0.12351543942992875,0.11781818181818182,3280.0,1,79944
AL01104,WEAVER,2,Weaver city,,2010,3038.0,2474.0,412.0,91.0,149.0,1161.0,147.0,1313.0,33.0,186.0,28.0,226.0,46.0,9.0,8.0,45.0,0.12833763996554695,0.11195734958111196,2715.0,1,80352
AL04902,WINFIELD,2,Winfield city,,2010,4717.0,4382.0,214.0,93.0,255.0,2074.0,253.0,2308.0,9.0,107.0,10.0,107.0,47.0,6.0,8.0,46.0,0.12295081967213115,0.10961871750433276,7378.0,1,82992
AL06001,YORK,2,York city,,2010,2538.0,346.0,2173.0,26.0,19.0,146.0,12.0,200.0,188.0,947.0,172.0,1226.0,20.0,3.0,2.0,6.0,0.13013698630136986,0.06,3160.0,1,84096
AK00101,ANCHORAGE,2,Anchorage municipality,,2010,291826.0,192498.0,16226.0,22061.0,14770.0,99875.0,12612.0,92623.0,1575.0,8618.0,1272.0,7608.0,10982.0,2259.0,2040.0,11079.0,0.1478848560700876,0.13616488345227426,226338.0,2,3000
AK00113,BETHEL,2,Bethel city,,2010,6080.0,1417.0,53.0,136.0,64.0,806.0,57.0,611.0,2.0,24.0,4.0,29.0,69.0,15.0,11.0,67.0,0.0794044665012407,0.09328968903436988,4674.0,2,6520
AK00114,CORDOVA,2,Cordova city,,2010,2239.0,1573.0,10.0,94.0,100.0,855.0,58.0,718.0,0.0,6.0,0.0,4.0,45.0,4.0,7.0,49.0,0.11695906432748535,0.0807799442896936,2110.0,2,17410
AK00145,CRAIG,2,Craig city,,2010,1201.0,781.0,4.0,39.0,51.0,450.0,33.0,331.0,0.0,3.0,0.0,1.0,28.0,6.0,2.0,11.0,0.11333333333333333,0.09969788519637462,1260.0,2,17740
AK00130,DILLINGHAM,2,Dillingham city,,2010,2329.0,716.0,9.0,68.0,23.0,406.0,26.0,310.0,1.0,7.0,0.0,2.0,34.0,4.0,3.0,34.0,0.056650246305418726,0.08387096774193549,2310.0,2,18950
AK00102,FAIRBANKS,2,Fairbanks city,,2010,31535.0,20853.0,2830.0,2837.0,2485.0,11306.0,1709.0,9547.0,341.0,1599.0,214.0,1231.0,1459.0,377.0,288.0,1378.0,0.2197947992216522,0.1790091128103069,30843.0,2,24230
AK00121,HAINES,2,Haines CDP,,2010,1713.0,1390.0,10.0,29.0,59.0,695.0,56.0,695.0,0.0,6.0,0.0,4.0,15.0,0.0,3.0,14.0,0.08489208633093526,0.08057553956834533,1238.0,2,31050
AK00122,HOMER,2,Homer city,,2010,5003.0,4470.0,19.0,104.0,238.0,2220.0,237.0,2250.0,1.0,11.0,3.0,8.0,45.0,7.0,6.0,59.0,0.1072072072072072,0.10533333333333332,3660.0,2,33140
AK00103,JUNEAU,2,Juneau city and borough,,2010,31275.0,21814.0,279.0,1588.0,1313.0,11275.0,1165.0,10539.0,14.0,183.0,11.0,96.0,821.0,151.0,139.0,767.0,0.11645232815964525,0.110541797134453,26751.0,2,36400
AK00123,KENAI,2,Kenai city,,2010,7100.0,5670.0,49.0,317.0,397.0,2849.0,391.0,2821.0,5.0,28.0,2.0,21.0,155.0,34.0,34.0,162.0,0.13934713934713935,0.13860333215171924,6327.0,2,38420
AK00135,KLAWOCK,2,Klawock city,,2010,755.0,290.0,2.0,21.0,14.0,154.0,7.0,136.0,0.0,2.0,0.0,0.0,14.0,3.0,0.0,7.0,0.09090909090909093,0.05147058823529412,722.0,2,40400
AK00105,KODIAK,2,Kodiak city,,2010,6130.0,2469.0,30.0,576.0,170.0,1347.0,145.0,1122.0,3.0,19.0,0.0,11.0,305.0,56.0,59.0,271.0,0.12620638455827765,0.12923351158645274,6365.0,2,40950
AK00116,KOTZEBUE,2,Kotzebue city,,2010,3201.0,512.0,29.0,43.0,30.0,287.0,23.0,225.0,1.0,8.0,2.0,21.0,22.0,7.0,4.0,21.0,0.10452961672473868,0.10222222222222224,2751.0,2,41830
AK00106,NOME,2,Nome city,,2010,3598.0,1093.0,18.0,85.0,51.0,639.0,44.0,454.0,1.0,13.0,0.0,5.0,48.0,7.0,7.0,37.0,0.07981220657276995,0.09691629955947137,3500.0,2,54920
AK00132,NORTH POLE,2,North Pole city,,2010,2117.0,1686.0,115.0,130.0,136.0,870.0,128.0,816.0,10.0,63.0,9.0,52.0,63.0,15.0,12.0,67.0,0.15632183908045974,0.1568627450980392,1456.0,2,55910
AK00117,PALMER,2,Palmer city,,2010,5937.0,4699.0,109.0,272.0,376.0,2284.0,365.0,2415.0,16.0,59.0,15.0,50.0,124.0,25.0,26.0,148.0,0.1646234676007005,0.15113871635610765,2866.0,2,58660
AK00107,PETERSBURG,2,Petersburg city,,2010,2948.0,2358.0,13.0,109.0,131.0,1228.0,125.0,1130.0,2.0,6.0,3.0,7.0,58.0,15.0,6.0,51.0,0.10667752442996743,0.11061946902654868,3207.0,2,60310
AK00150,SAINT PAUL ISLAND,2,St. Paul city,,2010,479.0,53.0,2.0,17.0,6.0,36.0,1.0,17.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,8.0,0.16666666666666666,0.05882352941176471,406.0,2,66470
AK00108,SEWARD,2,Seward city,,2010,2693.0,1844.0,83.0,98.0,156.0,1085.0,85.0,759.0,24.0,73.0,1.0,10.0,69.0,16.0,6.0,29.0,0.14377880184331798,0.11198945981554677,2699.0,2,68560
AK00109,SITKA,2,Sitka city and borough,,2010,8881.0,5798.0,47.0,437.0,286.0,2967.0,301.0,2831.0,9.0,24.0,1.0,23.0,221.0,35.0,36.0,216.0,0.09639366363329964,0.10632285411515366,8835.0,2,70540
AK00110,SKAGWAY,2,Skagway CDP,,2010,920.0,837.0,0.0,21.0,33.0,435.0,39.0,402.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,13.0,0.07586206896551724,0.09701492537313433,692.0,2,70760
AK00120,SOLDOTNA,2,Soldotna city,,2010,4163.0,3574.0,11.0,163.0,215.0,1703.0,227.0,1871.0,4.0,7.0,0.0,4.0,78.0,15.0,16.0,85.0,0.1262477980035232,0.1213254943880278,3482.0,2,71640
AK00133,UNALASKA,2,Unalaska city,,2010,4376.0,1715.0,300.0,666.0,102.0,1191.0,51.0,524.0,33.0,278.0,3.0,22.0,504.0,51.0,18.0,162.0,0.08564231738035265,0.09732824427480916,4283.0,2,80770
AK00112,VALDEZ,2,Valdez city,,2010,3976.0,3242.0,24.0,185.0,227.0,1737.0,192.0,1505.0,1.0,18.0,1.0,6.0,93.0,20.0,21.0,92.0,0.13068508923431202,0.12757475083056474,4334.0,2,82200
AK00156,WASILLA,2,Wasilla city,,2010,7831.0,6529.0,106.0,333.0,453.0,3284.0,413.0,3245.0,7.0,63.0,5.0,43.0,166.0,22.0,22.0,167.0,0.1379415347137637,0.12727272727272726,5143.0,2,83080
AK00111,WRANGELL,2,Wrangell city and borough,,2010,2369.0,1719.0,4.0,37.0,100.0,932.0,69.0,787.0,0.0,1.0,0.0,3.0,13.0,1.0,6.0,24.0,0.1072961373390558,0.08767471410419314,2479.0,2,86380
AZ01113,APACHE JUNCTION,2,Apache Junction city,,2010,35840.0,32092.0,431.0,5153.0,1483.0,15568.0,1420.0,16524.0,38.0,228.0,22.0,203.0,2608.0,391.0,396.0,2545.0,0.09525950668036999,0.0859356088114258,18100.0,4,2830
AZ00701,AVONDALE,2,Avondale city,,2010,76238.0,44272.0,7102.0,38340.0,3554.0,21955.0,3238.0,22317.0,662.0,3495.0,619.0,3607.0,19030.0,3674.0,3508.0,19310.0,0.16187656570257344,0.14509118609132052,16169.0,4,4720
AZ00201,BENSON,2,Benson city,,2010,5105.0,4481.0,51.0,1126.0,202.0,2155.0,189.0,2326.0,1.0,33.0,1.0,18.0,561.0,86.0,76.0,565.0,0.0937354988399072,0.08125537403267412,3824.0,4,5770
AZ00203,BISBEE,2,Bisbee city,,2010,5575.0,4696.0,80.0,2019.0,227.0,2311.0,206.0,2385.0,10.0,46.0,2.0,34.0,1003.0,192.0,150.0,1016.0,0.0982258762440502,0.08637316561844864,6288.0,4,6260
AZ00703,BUCKEYE,2,Buckeye town,,2010,50876.0,33424.0,3618.0,19489.0,2017.0,17814.0,1743.0,15610.0,343.0,2172.0,204.0,1446.0,10728.0,1807.0,1388.0,8761.0,0.11322555293589312,0.11165919282511212,5038.0,4,7940
AZ01313,CAMP VERDE,2,Camp Verde town,,2010,10873.0,8885.0,50.0,1779.0,510.0,4566.0,401.0,4319.0,11.0,38.0,0.0,12.0,1013.0,192.0,124.0,766.0,0.1116951379763469,0.09284556610326464,6387.0,4,9690
AZ01101,CASA GRANDE,2,Casa Grande city,,2010,48571.0,32687.0,2245.0,18932.0,1702.0,15740.0,1722.0,16947.0,195.0,1120.0,160.0,1125.0,9307.0,1654.0,1632.0,9625.0,0.10813214739517152,0.10161090458488227,19082.0,4,10530
AZ00705,CHANDLER,2,Chandler city,,2010,236123.0,173065.0,11276.0,51808.0,10926.0,85050.0,10655.0,88015.0,889.0,5626.0,837.0,5650.0,25814.0,4767.0,4362.0,25994.0,0.12846560846560848,0.12105891041299778,90533.0,4,12000
AZ01312,CHINO VALLEY,2,Chino Valley town,,2010,10817.0,9589.0,51.0,1626.0,492.0,4694.0,433.0,4895.0,4.0,26.0,4.0,25.0,876.0,152.0,110.0,750.0,0.1048146570089476,0.08845760980592443,4837.0,4,12840
AZ01301,CLARKDALE,2,Clarkdale town,,2010,4097.0,3530.0,38.0,549.0,142.0,1638.0,168.0,1892.0,5.0,15.0,7.0,23.0,267.0,32.0,47.0,282.0,0.08669108669108669,0.08879492600422834,2144.0,4,13890
AZ00806,COLORADO CITY,2,Colorado City town,,2010,4821.0,4795.0,4.0,28.0,391.0,2293.0,438.0,2502.0,0.0,2.0,1.0,2.0,13.0,4.0,3.0,15.0,0.1705189707806367,0.1750599520383693,3678.0,4,14870
AZ01103,COOLIDGE,2,Coolidge city,,2010,11825.0,7418.0,928.0,4962.0,460.0,3593.0,460.0,3825.0,82.0,453.0,92.0,475.0,2454.0,411.0,410.0,2508.0,0.12802671861953802,0.12026143790849672,6927.0,4,15500
AZ01303,COTTONWOOD,2,Cottonwood city,,2010,11265.0,9413.0,88.0,2573.0,422.0,4267.0,486.0,5146.0,10.0,48.0,7.0,40.0,1273.0,222.0,228.0,1300.0,0.09889852355284744,0.09444228527011272,5918.0,4,16410
AZ00205,DOUGLAS,2,Douglas city,,2010,17378.0,11848.0,483.0,14353.0,981.0,6256.0,790.0,5592.0,68.0,435.0,10.0,48.0,7212.0,1332.0,1074.0,7141.0,0.15680946291560102,0.14127324749642345,12822.0,4,20050
AZ00101,EAGAR,2,Eagar town,,2010,4885.0,4289.0,30.0,916.0,261.0,2121.0,281.0,2168.0,0.0,12.0,2.0,18.0,483.0,81.0,70.0,433.0,0.12305516265912304,0.12961254612546125,4025.0,4,20960
AZ00707,EL MIRAGE,2,El Mirage city,,2010,31797.0,19350.0,2090.0,15120.0,1293.0,9523.0,1237.0,9827.0,186.0,1027.0,164.0,1063.0,7521.0,1247.0,1250.0,7599.0,0.13577654100598552,0.125877683932024,5001.0,4,22220
AZ01105,ELOY,2,Eloy city,,2010,16631.0,6856.0,1685.0,9648.0,557.0,4197.0,339.0,2659.0,339.0,1366.0,61.0,319.0,6280.0,1328.0,615.0,3368.0,0.13271384322134858,0.1274915381722452,8308.0,4,22360
AZ00301,FLAGSTAFF,2,Flagstaff city,,2010,65870.0,48348.0,1278.0,12094.0,6722.0,24000.0,7679.0,24348.0,245.0,651.0,255.0,627.0,5994.0,1487.0,1732.0,6100.0,0.2800833333333333,0.315385247248234,45857.0,4,23620
AZ01107,FLORENCE,2,Florence town,,2010,25536.0,16190.0,1608.0,7978.0,1560.0,12529.0,340.0,3661.0,200.0,1421.0,35.0,187.0,6844.0,1348.0,196.0,1134.0,0.12451113416872855,0.0928708003277793,7510.0,4,23760
AZ00303,FREDONIA,2,Fredonia town,,2010,1314.0,1171.0,2.0,48.0,76.0,588.0,68.0,583.0,0.0,2.0,0.0,0.0,28.0,1.0,5.0,20.0,0.1292517006802721,0.11663807890222985,1072.0,4,25720
AZ00711,GILBERT,2,Gilbert town,,2010,208453.0,170483.0,6987.0,31074.0,10866.0,84092.0,10659.0,86391.0,583.0,3598.0,480.0,3389.0,14946.0,2507.0,2565.0,16128.0,0.12921562098653855,0.12338090773344446,29188.0,4,27400
