place_fips,STATEFP,Govt_level_x,placename,Govt_level_y,_merge
1090,8,3,Alamosa city,2,both
1090,8,3,Alamosa city,0,both
1145,8,3,Alamosa East CDP,,left_only
1420,8,3,Allenspark CDP,,left_only
1530,8,3,Alma town,2,both
2355,8,3,Antonito town,2,both
2575,8,3,Applewood CDP,,left_only
2905,8,3,Arboles CDP,,left_only
3015,8,3,Aristocrat Ranchettes CDP,,left_only
3235,8,3,Arriba town,,left_only
3455,8,3,Arvada city,2,both
3620,8,3,Aspen city,2,both
3730,8,3,Aspen Park CDP,,left_only
3840,8,3,Atwood CDP,,left_only
3950,8,3,Ault town,2,both
4000,8,3,Aurora city,2,both
4000,8,3,Aurora city,0,both
4110,8,3,Avon town,2,both
4165,8,3,Avondale CDP,,left_only
4935,8,3,Basalt town,2,both
5120,8,3,Battlement Mesa CDP,,left_only
5265,8,3,Bayfield town,2,both
6090,8,3,Bennett town,,left_only
6172,8,3,Berkley CDP,,left_only
6255,8,3,Berthoud town,2,both
6530,8,3,Bethune town,,left_only
6602,8,3,Beulah Valley CDP,,left_only
6970,8,3,Black Forest CDP,,left_only
7025,8,3,Black Hawk city,2,both
7190,8,3,Blanca town,,left_only
7410,8,3,Blue River town,2,both
7571,8,3,Bonanza town,,left_only
7795,8,3,Boone town,,left_only
7850,8,3,Boulder city,2,both
7850,8,3,Boulder city,0,both
8070,8,3,Bow Mar town,2,both
8345,8,3,Branson town,,left_only
8400,8,3,Breckenridge town,2,both
8675,8,3,Brighton city,2,both
9115,8,3,Brookside town,,left_only
9280,8,3,Broomfield city,2,both
9555,8,3,Brush city,2,both
10105,8,3,Buena Vista town,2,both
10600,8,3,Burlington city,2,both
10985,8,3,Byers CDP,,left_only
11260,8,3,Calhan town,2,both
11590,8,3,Campion CDP,,left_only
11645,8,3,Campo town,,left_only
11810,8,3,Canon City city,2,both
12045,8,3,Carbondale town,2,both
12210,8,3,Carriage Club CDP,,left_only
12325,8,3,Cascade-Chipita Park CDP,,left_only
12387,8,3,Castle Pines CDP,,left_only
12415,8,3,Castle Rock town,2,both
12442,8,3,Castlewood CDP,,left_only
12635,8,3,Cedaredge town,2,both
12855,8,3,Center town,2,both
12910,8,3,Central City city,2,both
13460,8,3,Cheraw town,,left_only
13845,8,3,Cherry Hills Village city,2,both
14175,8,3,Cheyenne Wells town,2,both
14587,8,3,Cimarron Hills CDP,,left_only
15165,8,3,Clifton CDP,,left_only
15302,8,3,Coal Creek CDP,,left_only
15330,8,3,Coal Creek town,,left_only
15550,8,3,Cokedale town,,left_only
15605,8,3,Collbran town,2,both
15935,8,3,Colorado City CDP,,left_only
16000,8,3,Colorado Springs city,2,both
16000,8,3,Colorado Springs city,0,both
16110,8,3,Columbine CDP,,left_only
16385,8,3,Columbine Valley town,2,both
16495,8,3,Commerce City city,2,both
17375,8,3,Cortez city,2,both
17375,8,3,Cortez city,0,both
17492,8,3,Cottonwood CDP,,left_only
17760,8,3,Craig city,2,both
17925,8,3,Crawford town,,left_only
17980,8,3,Creede town,2,both
18310,8,3,Crested Butte town,2,both
18420,8,3,Crestone town,,left_only
18530,8,3,Cripple Creek city,2,both
18640,8,3,Crook town,,left_only
18750,8,3,Crowley town,,left_only
19080,8,3,Dacono city,2,both
19355,8,3,De Beque town,2,both
19630,8,3,Deer Trail town,,left_only
19795,8,3,Del Norte town,2,both
19850,8,3,Delta city,2,both
20000,8,3,Denver city,2,both
20000,8,3,Denver city,9,both
20000,8,3,Denver city,0,both
20275,8,3,Derby CDP,,left_only
20440,8,3,Dillon town,2,both
20495,8,3,Dinosaur town,2,both
20770,8,3,Dolores town,2,both
21265,8,3,Dove Creek town,2,both
21390,8,3,Downieville-Lawson-Dumont CDP,,left_only
22035,8,3,Durango city,2,both
22035,8,3,Durango city,0,both
22145,8,3,Eads town,2,both
22200,8,3,Eagle town,2,both
22225,8,3,Eagle-Vail CDP,,left_only
22575,8,3,East Pleasant View CDP,,left_only
22860,8,3,Eaton town,2,both
23025,8,3,Eckley town,,left_only
23135,8,3,Edgewater city,2,both
23300,8,3,Edwards CDP,,left_only
23575,8,3,Eldora CDP,,left_only
23630,8,3,Eldorado Springs CDP,,left_only
23740,8,3,Elizabeth town,2,both
23795,8,3,El Jebel CDP,,left_only
24620,8,3,Empire town,2,both
24785,8,3,Englewood city,2,both
24950,8,3,Erie town,2,both
25115,8,3,Estes Park town,2,both
25280,8,3,Evans city,2,both
25390,8,3,Evergreen CDP,,left_only
25610,8,3,Fairplay town,2,both
26270,8,3,Federal Heights city,2,both
26600,8,3,Firestone town,2,both
26765,8,3,Flagler town,2,both
26875,8,3,Fleming town,2,both
27040,8,3,Florence city,2,both
27370,8,3,Fort Carson CDP,,left_only
27425,8,3,Fort Collins city,2,both
27425,8,3,Fort Collins city,0,both
27535,8,3,Fort Garland CDP,,left_only
27700,8,3,Fort Lupton city,2,both
27810,8,3,Fort Morgan city,2,both
27865,8,3,Fountain city,2,both
27975,8,3,Fowler town,2,both
28105,8,3,Foxfield town,,left_only
28250,8,3,Franktown CDP,,left_only
28305,8,3,Fraser town,,left_only
28360,8,3,Frederick town,2,both
28690,8,3,Frisco town,2,both
28745,8,3,Fruita city,2,both
28800,8,3,Fruitvale CDP,,left_only
29185,8,3,Garden City town,,left_only
29625,8,3,Genesee CDP,,left_only
29680,8,3,Genoa town,,left_only
29735,8,3,Georgetown town,2,both
29955,8,3,Gilcrest town,2,both
30340,8,3,Glendale city,2,both
30420,8,3,Gleneagle CDP,,left_only
30780,8,3,Glenwood Springs city,2,both
30835,8,3,Golden city,0,both
30835,8,3,Golden city,2,both
30945,8,3,Gold Hill CDP,,left_only
31550,8,3,Granada town,2,both
31605,8,3,Granby town,2,both
31660,8,3,Grand Junction city,2,both
31660,8,3,Grand Junction city,0,both
31715,8,3,Grand Lake town,2,both
31935,8,3,Grand View Estates CDP,,left_only
32155,8,3,Greeley city,2,both
32155,8,3,Greeley city,0,both
32650,8,3,Green Mountain Falls town,2,both
33035,8,3,Greenwood Village city,2,both
33310,8,3,Grover town,,left_only
33502,8,3,Gunbarrel CDP,,left_only
33640,8,3,Gunnison city,2,both
33640,8,3,Gunnison city,0,both
33695,8,3,Gypsum town,,left_only
34520,8,3,Hartman town,,left_only
34740,8,3,Haswell town,,left_only
34960,8,3,Haxtun town,2,both
35070,8,3,Hayden town,2,both
35667,8,3,Heritage Hills CDP,,left_only
36410,8,3,Highlands Ranch CDP,,left_only
36610,8,3,Hillrose town,,left_only
37215,8,3,Holly town,2,both
37270,8,3,Holyoke city,2,both
37380,8,3,Hooper town,,left_only
37545,8,3,Hotchkiss town,2,both
37600,8,3,Hot Sulphur Springs town,,left_only
37820,8,3,Hudson town,,left_only
37875,8,3,Hugo town,2,both
38370,8,3,Idaho Springs city,2,both
38535,8,3,Ignacio town,2,both
38590,8,3,Iliff town,,left_only
38810,8,3,Indian Hills CDP,,left_only
39195,8,3,Jamestown town,,left_only
39855,8,3,Johnstown town,2,both
39965,8,3,Julesburg town,2,both
40185,8,3,Keenesburg town,,left_only
40377,8,3,Ken Caryl CDP,,left_only
40515,8,3,Kersey town,2,both
40550,8,3,Keystone CDP,,left_only
40570,8,3,Kim town,,left_only
40790,8,3,Kiowa town,,left_only
41010,8,3,Kit Carson town,,left_only
41065,8,3,Kittredge CDP,,left_only
41560,8,3,Kremmling town,2,both
41835,8,3,Lafayette city,2,both
42055,8,3,La Jara town,2,both
42110,8,3,La Junta city,2,both
42330,8,3,Lake City town,,left_only
42495,8,3,Lakeside town,2,both
43000,8,3,Lakewood city,2,both
43000,8,3,Lakewood city,0,both
43110,8,3,Lamar city,2,both
43220,8,3,Laporte CDP,,left_only
43550,8,3,Larkspur town,,left_only
43605,8,3,La Salle town,2,both
43660,8,3,Las Animas city,2,both
44100,8,3,La Veta town,2,both
44320,8,3,Leadville city,2,both
44375,8,3,Leadville North CDP,,left_only
44980,8,3,Limon town,2,both
45145,8,3,Lincoln Park CDP,,left_only
45255,8,3,Littleton city,2,both
45255,8,3,Littleton city,0,both
45530,8,3,Lochbuie town,2,both
45680,8,3,Loghill Village CDP,,left_only
45695,8,3,Log Lane Village town,2,both
45955,8,3,Lone Tree city,,left_only
45970,8,3,Longmont city,2,both
46355,8,3,Louisville city,2,both
46410,8,3,Louviers CDP,,left_only
46465,8,3,Loveland city,2,both
47070,8,3,Lyons town,2,both
48060,8,3,Manassa town,2,both
48115,8,3,Mancos town,2,both
48445,8,3,Manitou Springs city,2,both
48500,8,3,Manzanola town,2,both
48555,8,3,Marble town,,left_only
49600,8,3,Mead town,,left_only
49875,8,3,Meeker town,2,both
50012,8,3,Meridian CDP,,left_only
50040,8,3,Merino town,,left_only
50480,8,3,Milliken town,2,both
50920,8,3,Minturn town,2,both
51250,8,3,Moffat town,,left_only
51635,8,3,Monte Vista city,2,both
51690,8,3,Montezuma town,,left_only
51745,8,3,Montrose city,2,both
51800,8,3,Monument town,2,both
52075,8,3,Morrison town,2,both
52350,8,3,Mountain View town,2,both
52550,8,3,Mountain Village town,,left_only
52570,8,3,Mount Crested Butte town,2,both
53120,8,3,Naturita town,2,both
53175,8,3,Nederland town,2,both
53395,8,3,New Castle town,2,both
53780,8,3,Niwot CDP,,left_only
54330,8,3,Northglenn city,2,both
54750,8,3,North Washington CDP,,left_only
54880,8,3,Norwood town,2,both
54935,8,3,Nucla town,2,both
55045,8,3,Nunn town,,left_only
55155,8,3,Oak Creek town,2,both
55540,8,3,Olathe town,2,both
55705,8,3,Olney Springs town,,left_only
55870,8,3,Ophir town,,left_only
55980,8,3,Orchard City town,0,both
56035,8,3,Orchard Mesa CDP,,left_only
56145,8,3,Ordway town,2,both
56365,8,3,Otis town,2,both
56420,8,3,Ouray city,2,both
56475,8,3,Ovid town,,left_only
56695,8,3,Padroni CDP,,left_only
56860,8,3,Pagosa Springs town,2,both
56970,8,3,Palisade town,2,both
57025,8,3,Palmer Lake town,2,both
57245,8,3,Paoli town,,left_only
57300,8,3,Paonia town,2,both
57400,8,3,Parachute town,2,both
57630,8,3,Parker town,2,both
58235,8,3,Peetz town,,left_only
58400,8,3,Penrose CDP,,left_only
58592,8,3,Perry Park CDP,,left_only
59005,8,3,Pierce town,2,both
59830,8,3,Pitkin town,,left_only
60160,8,3,Platteville town,2,both
60600,8,3,Poncha Springs town,,left_only
60655,8,3,Ponderosa Park CDP,,left_only
61315,8,3,Pritchett town,,left_only
62000,8,3,Pueblo city,2,both
62000,8,3,Pueblo city,0,both
62220,8,3,Pueblo West CDP,,left_only
62660,8,3,Ramah town,,left_only
62880,8,3,Rangely town,2,both
63045,8,3,Raymer town,,left_only
63265,8,3,Red Cliff town,,left_only
63320,8,3,Red Feather Lakes CDP,,left_only
63375,8,3,Redlands CDP,,left_only
64090,8,3,Rico town,,left_only
64200,8,3,Ridgway town,2,both
64255,8,3,Rifle city,2,both
64970,8,3,Rockvale town,,left_only
65190,8,3,Rocky Ford city,2,both
65740,8,3,Romeo town,2,both
66197,8,3,Roxborough Park CDP,,left_only
66895,8,3,Rye town,,left_only
67005,8,3,Saguache town,2,both
67142,8,3,St. Mary's CDP,,left_only
67280,8,3,Salida city,2,both
67445,8,3,Salt Creek CDP,,left_only
67830,8,3,Sanford town,2,both
68105,8,3,San Luis town,2,both
68655,8,3,Sawpit town,,left_only
68847,8,3,Security-Widefield CDP,,left_only
68875,8,3,Sedalia CDP,,left_only
68930,8,3,Sedgwick town,,left_only
69040,8,3,Seibert town,,left_only
69150,8,3,Severance town,,left_only
69645,8,3,Sheridan city,2,both
69700,8,3,Sheridan Lake town,,left_only
69810,8,3,Sherrelwood CDP,,left_only
70195,8,3,Silt town,2,both
70250,8,3,Silver Cliff town,,left_only
70360,8,3,Silver Plume town,,left_only
70525,8,3,Silverthorne town,2,both
70580,8,3,Silverton town,2,both
70635,8,3,Simla town,2,both
71755,8,3,Snowmass Village town,2,both
72395,8,3,South Fork town,2,both
72505,8,3,Southglenn CDP,,left_only
73330,8,3,Springfield town,2,both
73715,8,3,Starkville town,,left_only
73825,8,3,Steamboat Springs city,2,both
73935,8,3,Sterling city,2,both
74080,8,3,Stonegate CDP,,left_only
74375,8,3,Strasburg CDP,,left_only
74430,8,3,Stratmoor CDP,,left_only
74485,8,3,Stratton town,2,both
74815,8,3,Sugar City town,,left_only
75640,8,3,Superior town,,left_only
75970,8,3,Swink town,,left_only
76190,8,3,Tabernash CDP,,left_only
76795,8,3,Telluride town,2,both
77235,8,3,The Pinery CDP,,left_only
77290,8,3,Thornton city,2,both
77510,8,3,Timnath town,,left_only
77757,8,3,Todd Creek CDP,,left_only
78280,8,3,Towaoc CDP,,left_only
78610,8,3,Trinidad city,2,both
79100,8,3,Twin Lakes CDP,,left_only
79270,8,3,Two Buttes town,,left_only
80040,8,3,Vail town,2,both
80865,8,3,Victor city,2,both
81030,8,3,Vilas town,,left_only
81690,8,3,Vona town,,left_only
82130,8,3,Walden town,2,both
82350,8,3,Walsenburg city,2,both
82460,8,3,Walsh town,2,both
82735,8,3,Ward town,,left_only
83120,8,3,Welby CDP,,left_only
83230,8,3,Wellington town,2,both
83450,8,3,Westcliffe town,2,both
83500,8,3,Westcreek CDP,,left_only
83835,8,3,Westminster city,2,both
84042,8,3,West Pleasant View CDP,,left_only
84440,8,3,Wheat Ridge city,2,both
84770,8,3,Wiggins town,2,both
85045,8,3,Wiley town,,left_only
85155,8,3,Williamsburg town,,left_only
85485,8,3,Windsor town,2,both
85705,8,3,Winter Park town,,left_only
86090,8,3,Woodland Park city,2,both
86117,8,3,Woodmoor CDP,,left_only
86310,8,3,Wray city,2,both
86475,8,3,Yampa town,2,both
86750,8,3,Yuma city,2,both
1150,9,3,Ansonia city,2,both
2690,9,3,Bantam borough,,left_only
4790,9,3,Bethel CDP,,left_only
4945,9,3,Bethlehem Village CDP,,left_only
6050,9,3,Blue Hills CDP,,left_only
7345,9,3,Branford Center CDP,,left_only
8000,9,3,Bridgeport city,2,both
8420,9,3,Bristol city,2,both
8770,9,3,Broad Brook CDP,,left_only
10870,9,3,Canaan CDP,,left_only
12370,9,3,Canton Valley CDP,,left_only
13435,9,3,Central Manchester CDP,,left_only
13445,9,3,Central Somers CDP,,left_only
13495,9,3,Central Waterford CDP,,left_only
14200,9,3,Cheshire Village CDP,,left_only
14370,9,3,Chester Center CDP,,left_only
15420,9,3,Clinton CDP,,left_only
16120,9,3,Collinsville CDP,,left_only
16960,9,3,Conning Towers-Nautilus Park CDP,,left_only
17835,9,3,Coventry Lake CDP,,left_only
18220,9,3,Crystal Lake CDP,,left_only
18430,9,3,Danbury city,2,both
18430,9,3,Danbury city,0,both
18780,9,3,Danielson borough,2,both
18920,9,3,Darien CDP,,left_only
19200,9,3,Deep River Center CDP,,left_only
19480,9,3,Derby city,2,both
20740,9,3,Durham CDP,,left_only
21160,9,3,East Brooklyn CDP,,left_only
22420,9,3,East Hampton CDP,,left_only
22700,9,3,East Hartford CDP,,left_only
22980,9,3,East Haven CDP,,left_only
26370,9,3,Essex Village CDP,,left_only
27810,9,3,Fenwick borough,,left_only
30540,9,3,Georgetown CDP,,left_only
31270,9,3,Glastonbury Center CDP,,left_only
34180,9,3,Groton city,2,both
34180,9,3,Groton city,0,both
34460,9,3,Groton Long Point borough,2,both
35020,9,3,Guilford Center CDP,,left_only
37000,9,3,Hartford city,2,both
37000,9,3,Hartford city,0,both
37000,9,3,Hartford city,4,both
37770,9,3,Hazardville CDP,,left_only
37930,9,3,Heritage Village CDP,,left_only
38050,9,3,Higganum CDP,,left_only
39940,9,3,Jewett City borough,2,both
40150,9,3,Kensington CDP,,left_only
41410,9,3,Lake Pocotopaug CDP,,left_only
43300,9,3,Litchfield borough,,left_only
43790,9,3,Long Hill CDP,,left_only
44630,9,3,Madison Center CDP,,left_only
45120,9,3,Mansfield Center CDP,,left_only
46450,9,3,Meriden city,2,both
47290,9,3,Middletown city,2,both
47515,9,3,Milford city (balance),,left_only
49110,9,3,Moodus CDP,,left_only
49180,9,3,Moosup CDP,,left_only
49810,9,3,Mystic CDP,,left_only
49880,9,3,Naugatuck borough,2,both
50370,9,3,New Britain city,2,both
50370,9,3,New Britain city,0,both
51420,9,3,New Hartford Center CDP,,left_only
52000,9,3,New Haven city,2,both
52000,9,3,New Haven city,9,both
52000,9,3,New Haven city,0,both
52210,9,3,Newington CDP,,left_only
52280,9,3,New London city,2,both
52280,9,3,New London city,0,both
52560,9,3,New Milford CDP,,left_only
52770,9,3,New Preston CDP,,left_only
52910,9,3,Newtown borough,,left_only
53120,9,3,Niantic CDP,,left_only
53260,9,3,Noank CDP,,left_only
54660,9,3,North Granby CDP,,left_only
54730,9,3,North Grosvenor Dale CDP,,left_only
54940,9,3,North Haven CDP,,left_only
55725,9,3,Northwest Harwinton CDP,,left_only
55990,9,3,Norwalk city,2,both
56200,9,3,Norwich city,2,both
56690,9,3,Oakville CDP,,left_only
57180,9,3,Old Mystic CDP,,left_only
57390,9,3,Old Saybrook Center CDP,,left_only
57670,9,3,Orange CDP,,left_only
58520,9,3,Oxoboxo River CDP,,left_only
59140,9,3,Pawcatuck CDP,,left_only
60090,9,3,Plainfield Village CDP,,left_only
61730,9,3,Poquonock Bridge CDP,,left_only
61870,9,3,Portland CDP,,left_only
62745,9,3,Putnam District CDP,,left_only
63270,9,3,Quinebaug CDP,,left_only
63900,9,3,Ridgefield CDP,,left_only
65230,9,3,Rockville CDP,,left_only
66455,9,3,Salmon Brook CDP,,left_only
67050,9,3,Saybrook Manor CDP,,left_only
68100,9,3,Shelton city,2,both
68450,9,3,Sherwood Manor CDP,,left_only
69010,9,3,Simsbury Center CDP,,left_only
69990,9,3,South Coventry CDP,,left_only
71250,9,3,South Windham CDP,,left_only
71460,9,3,Southwood Acres CDP,,left_only
71530,9,3,South Woodstock CDP,,left_only
73000,9,3,Stamford city,2,both
73700,9,3,Stonington borough,,left_only
73980,9,3,Storrs CDP,0,both
74260,9,3,Stratford CDP,,left_only
74655,9,3,Suffield Depot CDP,,left_only
75100,9,3,Tariffville CDP,,left_only
75200,9,3,Terramuggus CDP,,left_only
75240,9,3,Terryville CDP,,left_only
75940,9,3,Thompsonville CDP,,left_only
76500,9,3,Torrington city,2,both
77270,9,3,Trumbull CDP,,left_only
78880,9,3,Wallingford Center CDP,,left_only
80000,9,3,Waterbury city,0,both
80000,9,3,Waterbury city,2,both
80630,9,3,Wauregan CDP,,left_only
80770,9,3,Weatogue CDP,,left_only
81750,9,3,Westbrook Center CDP,,left_only
82660,9,3,West Hartford CDP,,left_only
82800,9,3,West Haven city,2,both
83570,9,3,Westport CDP,,left_only
83990,9,3,West Simsbury CDP,,left_only
84970,9,3,Wethersfield CDP,,left_only
85810,9,3,Willimantic CDP,,left_only
87140,9,3,Windsor Locks CDP,,left_only
87350,9,3,Winsted CDP,,left_only
87980,9,3,Woodbury Center CDP,,left_only
88050,9,3,Woodmont borough,,left_only
1400,10,3,Arden village,,left_only
1530,10,3,Ardencroft village,,left_only
1660,10,3,Ardentown village,,left_only
4130,10,3,Bear CDP,,left_only
4650,10,3,Bellefonte town,,left_only
5690,10,3,Bethany Beach town,2,both
5820,10,3,Bethel town,2,both
6730,10,3,Blades town,2,both
7250,10,3,Bowers town,,left_only
8680,10,3,Bridgeville town,2,both
9850,10,3,Brookside CDP,,left_only
10760,10,3,Camden town,2,both
14660,10,3,Cheswold town,2,both
15310,10,3,Claymont CDP,,left_only
15440,10,3,Clayton town,2,both
18950,10,3,Dagsboro town,2,both
19730,10,3,Delaware City city,2,both
20380,10,3,Delmar town,2,both
20900,10,3,Dewey Beach town,2,both
21200,10,3,Dover city,2,both
21200,10,3,Dover city,0,both
21387,10,3,Dover Base Housing CDP,,left_only
23240,10,3,Edgemoor CDP,,left_only
24020,10,3,Ellendale town,2,both
24540,10,3,Elsmere town,2,both
25840,10,3,Farmington town,,left_only
26620,10,3,Felton town,2,both
26880,10,3,Fenwick Island town,2,both
28310,10,3,Frankford town,2,both
28440,10,3,Frederica town,2,both
29090,10,3,Georgetown town,2,both
29350,10,3,Glasgow CDP,,left_only
31430,10,3,Greenville CDP,,left_only
31560,10,3,Greenwood town,2,both
33120,10,3,Harrington city,2,both
33250,10,3,Hartly town,,left_only
33900,10,3,Henlopen Acres town,,left_only
34810,10,3,Highland Acres CDP,,left_only
35850,10,3,Hockessin CDP,,left_only
36760,10,3,Houston town,2,both
38710,10,3,Kent Acres CDP,,left_only
39100,10,3,Kenton town,,left_only
41310,10,3,Laurel town,2,both
41700,10,3,Leipsic town,,left_only
41830,10,3,Lewes city,2,both
41830,10,3,Lewes city,4,both
42870,10,3,Little Creek town,2,both
43245,10,3,Long Neck CDP,,left_only
44430,10,3,Magnolia town,2,both
47030,10,3,Middletown town,2,both
47420,10,3,Milford city,2,both
47940,10,3,Millsboro town,2,both
48200,10,3,Millville town,,left_only
48330,10,3,Milton town,2,both
50670,10,3,Newark city,2,both
50670,10,3,Newark city,99,both
50670,10,3,Newark city,0,both
50800,10,3,New Castle city,2,both
51190,10,3,Newport town,2,both
52490,10,3,North Star CDP,,left_only
53920,10,3,Ocean View town,2,both
54050,10,3,Odessa town,,left_only
56490,10,3,Pike Creek CDP,,left_only
60290,10,3,Rehoboth Beach city,2,both
61265,10,3,Rising Sun-Lebanon CDP,,left_only
61480,10,3,Riverview CDP,,left_only
61720,10,3,Rodney Village CDP,,left_only
64320,10,3,Seaford city,2,both
64840,10,3,Selbyville town,2,both
67050,10,3,Slaughter Beach town,,left_only
67310,10,3,Smyrna town,2,both
67700,10,3,South Bethany town,2,both
72510,10,3,Townsend town,,left_only
74330,10,3,Viola town,,left_only
77580,10,3,Wilmington city,2,both
77840,10,3,Wilmington Manor CDP,,left_only
80830,10,3,Woodside town,,left_only
80895,10,3,Woodside East CDP,,left_only
81350,10,3,Wyoming town,2,both
50000,11,3,Washington city,2,both
50000,11,3,Washington city,4,both
375,12,3,Alachua city,2,both
625,12,3,Alford town,2,both
950,12,3,Altamonte Springs city,2,both
1000,12,3,Altha town,2,both
1050,12,3,Altoona CDP,,left_only
1125,12,3,Alva CDP,,left_only
1315,12,3,Andover CDP,,left_only
1353,12,3,Andrews CDP,,left_only
1475,12,3,Anna Maria city,2,both
1625,12,3,Apalachicola city,2,both
1625,12,3,Apalachicola city,0,both
1675,12,3,Apollo Beach CDP,,left_only
1700,12,3,Apopka city,2,both
1750,12,3,Arcadia city,2,both
1750,12,3,Arcadia city,0,both
1775,12,3,Archer city,2,both
2187,12,3,Asbury Lake CDP,,left_only
2250,12,3,Astatula town,2,both
2275,12,3,Astor CDP,,left_only
2400,12,3,Atlantic Beach city,2,both
2500,12,3,Atlantis city,2,both
2550,12,3,Auburndale city,2,both
2681,12,3,Aventura city,,left_only
2750,12,3,Avon Park city,2,both
2850,12,3,Azalea Park CDP,,left_only
2900,12,3,Babson Park CDP,,left_only
2925,12,3,Bagdad CDP,,left_only
3250,12,3,Baldwin town,2,both
3275,12,3,Bal Harbour village,2,both
3675,12,3,Bartow city,2,both
3725,12,3,Bascom town,,left_only
3975,12,3,Bay Harbor Islands town,2,both
4070,12,3,Bay Hill CDP,,left_only
4150,12,3,Bay Lake city,,left_only
4162,12,3,Bayonet Point CDP,,left_only
4200,12,3,Bay Pines CDP,,left_only
4250,12,3,Bayport CDP,,left_only
4350,12,3,Bayshore Gardens CDP,,left_only
4650,12,3,Beacon Square CDP,,left_only
4925,12,3,Bee Ridge CDP,,left_only
4975,12,3,Bell town,,left_only
5025,12,3,Bellair-Meadowbrook Terrace CDP,,left_only
5075,12,3,Belleair town,2,both
5100,12,3,Belleair Beach city,2,both
5125,12,3,Belleair Bluffs city,2,both
5150,12,3,Belleair Shore town,,left_only
5200,12,3,Belle Glade city,2,both
5225,12,3,Belle Glade Camp CDP,,left_only
5300,12,3,Belle Isle city,,left_only
5375,12,3,Belleview city,2,both
5462,12,3,Bellview CDP,,left_only
6100,12,3,Beverly Beach town,,left_only
6125,12,3,Beverly Hills CDP,,left_only
6350,12,3,Big Coppitt Key CDP,,left_only
6425,12,3,Big Pine Key CDP,,left_only
6600,12,3,Biscayne Park village,2,both
6625,12,3,Bithlo CDP,,left_only
6667,12,3,Black Diamond CDP,,left_only
6875,12,3,Bloomingdale CDP,,left_only
6925,12,3,Blountstown city,2,both
7235,12,3,Boca Del Mar CDP,,left_only
7285,12,3,Boca Pointe CDP,,left_only
7300,12,3,Boca Raton city,2,both
7300,12,3,Boca Raton city,0,both
7375,12,3,Bokeelia CDP,,left_only
7450,12,3,Bonifay city,2,both
7525,12,3,Bonita Springs city,,left_only
7562,12,3,Bonnie Lock-Woodsetter North CDP,,left_only
7687,12,3,Boulevard Gardens CDP,,left_only
7775,12,3,Bowling Green city,2,both
7825,12,3,Boyette CDP,,left_only
7875,12,3,Boynton Beach city,2,both
7950,12,3,Bradenton city,2,both
7950,12,3,Bradenton city,0,both
7975,12,3,Bradenton Beach city,2,both
8150,12,3,Brandon CDP,,left_only
8175,12,3,Branford town,2,both
8300,12,3,Brent CDP,,left_only
8575,12,3,Briny Breezes town,2,both
8600,12,3,Bristol city,,left_only
8650,12,3,Broadview Park CDP,,left_only
8662,12,3,Broadview-Pompano Park CDP,,left_only
8700,12,3,Bronson town,,left_only
8725,12,3,Brooker town,2,both
8762,12,3,Brookridge CDP,,left_only
8800,12,3,Brooksville city,2,both
8800,12,3,Brooksville city,0,both
8880,12,3,Broward Estates CDP,,left_only
9000,12,3,Brownsville CDP,,left_only
9315,12,3,Buckhead Ridge CDP,,left_only
9350,12,3,Buckingham CDP,,left_only
9500,12,3,Bunche Park CDP,,left_only
9550,12,3,Bunnell city,2,both
9612,12,3,Burnt Store Marina CDP,,left_only
9625,12,3,Bushnell city,2,both
9630,12,3,Butler Beach CDP,,left_only
9700,12,3,Callahan town,2,both
9725,12,3,Callaway city,2,both
9875,12,3,Campbell CDP,,left_only
9900,12,3,Campbellton town,,left_only
10100,12,3,Canal Point CDP,,left_only
10250,12,3,Cape Canaveral city,2,both
10275,12,3,Cape Coral city,2,both
10425,12,3,Captiva CDP,,left_only
10650,12,3,Carol City CDP,,left_only
10725,12,3,Carrabelle city,2,both
10725,12,3,Carrabelle city,0,both
10920,12,3,Carver Ranches CDP,,left_only
10975,12,3,Caryville town,,left_only
11050,12,3,Casselberry city,2,both
11150,12,3,Cedar Grove town,2,both
11225,12,3,Cedar Key city,2,both
11285,12,3,Celebration CDP,,left_only
11325,12,3,Center Hill city,2,both
11362,12,3,Century town,2,both
11437,12,3,Century Village CDP,,left_only
11557,12,3,Chambers Estates CDP,,left_only
11597,12,3,Charleston Park CDP,,left_only
11625,12,3,Charlotte Harbor CDP,,left_only
11650,12,3,Charlotte Park CDP,,left_only
11800,12,3,Chattahoochee city,2,both
11912,12,3,Cheval CDP,,left_only
11925,12,3,Chiefland city,2,both
11975,12,3,Chipley city,2,both
12150,12,3,Chokoloskee CDP,,left_only
12250,12,3,Christmas CDP,,left_only
12262,12,3,Chula Vista CDP,,left_only
12275,12,3,Chuluota CDP,,left_only
12325,12,3,Cinco Bayou town,2,both
12412,12,3,Citrus Hills CDP,,left_only
12425,12,3,Citrus Park CDP,,left_only
12435,12,3,Citrus Ridge CDP,,left_only
12450,12,3,Citrus Springs CDP,,left_only
12875,12,3,Clearwater city,2,both
12875,12,3,Clearwater city,0,both
12925,12,3,Clermont city,2,both
12950,12,3,Cleveland CDP,,left_only
13000,12,3,Clewiston city,2,both
13050,12,3,Cloud Lake town,2,both
13150,12,3,Cocoa city,2,both
13175,12,3,Cocoa Beach city,2,both
13225,12,3,Cocoa West CDP,,left_only
13275,12,3,Coconut Creek city,2,both
13400,12,3,Coleman city,2,both
13625,12,3,Collier Manor-Cresthaven CDP,,left_only
