place_fips,STATEFP,Govt_level_x,placename,Govt_level_y,_merge
30770,35,3,Grenville village,,left_only
31330,35,3,Hagerman town,2,both
31820,35,3,Hatch village,2,both
32520,35,3,Hobbs city,2,both
32940,35,3,Holloman AFB CDP,,left_only
33290,35,3,Hope village,,left_only
33710,35,3,House village,,left_only
33762,35,3,Huerfano CDP,,left_only
33850,35,3,Hurley town,2,both
34760,35,3,Isleta Village Proper CDP,,left_only
34925,35,3,Jaconita CDP,,left_only
35040,35,3,Jal city,2,both
35110,35,3,Jarales CDP,,left_only
35250,35,3,Jemez Pueblo CDP,,left_only
35320,35,3,Jemez Springs village,2,both
36230,35,3,Kirtland CDP,,left_only
36720,35,3,La Cienega CDP,,left_only
37070,35,3,Laguna CDP,,left_only
37490,35,3,La Jara CDP,,left_only
37840,35,3,Lake Arthur town,,left_only
37875,35,3,Lake Sumner CDP,,left_only
38330,35,3,La Luz CDP,,left_only
38890,35,3,Lamy CDP,,left_only
39170,35,3,La Puebla CDP,,left_only
39380,35,3,Las Cruces city,2,both
39380,35,3,Las Cruces city,0,both
39940,35,3,Las Vegas city,2,both
39940,35,3,Las Vegas city,0,both
42040,35,3,Logan village,2,both
42180,35,3,Lordsburg city,2,both
42320,35,3,Los Alamos CDP,,left_only
42600,35,3,Los Cerrillos CDP,,left_only
42740,35,3,Los Chaves CDP,,left_only
43370,35,3,Los Lunas village,2,both
43930,35,3,Los Ranchos de Albuquerque village,,left_only
44145,35,3,Los Trujillos-Gabaldon CDP,,left_only
44420,35,3,Loving village,2,both
44490,35,3,Lovington city,2,both
46100,35,3,Madrid CDP,,left_only
46310,35,3,Magdalena village,2,both
46730,35,3,Manzano CDP,,left_only
47080,35,3,Maxwell village,,left_only
47220,35,3,Meadow Lake CDP,,left_only
47570,35,3,Melrose village,2,both
47920,35,3,Mescalero CDP,,left_only
48060,35,3,Mesilla town,2,both
48200,35,3,Mesita CDP,,left_only
48270,35,3,Mesquite CDP,,left_only
48620,35,3,Milan village,2,both
50160,35,3,Moriarty city,2,both
50300,35,3,Mosquero village,2,both
50370,35,3,Mountainair town,2,both
50790,35,3,Nageezi CDP,,left_only
50860,35,3,Nakaibito CDP,,left_only
51035,35,3,Napi HQ CDP,,left_only
51280,35,3,Naschitti CDP,,left_only
51420,35,3,Navajo CDP,,left_only
51715,35,3,Nenahnezad CDP,,left_only
51770,35,3,Newcomb CDP,,left_only
52300,35,3,North Acomita Village CDP,,left_only
52750,35,3,North Valley CDP,,left_only
53485,35,3,Ojo Amarillo CDP,,left_only
54710,35,3,Paguate CDP,,left_only
55340,35,3,Paraje CDP,,left_only
55620,35,3,Pecos village,2,both
55830,35,3,Pena Blanca CDP,,left_only
55900,35,3,Penasco CDP,,left_only
56180,35,3,Peralta CDP,,left_only
56810,35,3,Picuris Pueblo CDP,,left_only
57190,35,3,Pinehill CDP,,left_only
58070,35,3,Placitas CDP,,left_only
58630,35,3,Pojoaque CDP,,left_only
58980,35,3,Ponderosa CDP,,left_only
59260,35,3,Portales city,2,both
59260,35,3,Portales city,0,both
59950,35,3,Pueblo of Sandia Village CDP,,left_only
60000,35,3,Pueblo Pintado CDP,,left_only
60870,35,3,Questa village,2,both
61010,35,3,Radium Springs CDP,,left_only
61220,35,3,Ramah CDP,,left_only
61710,35,3,Ranchos de Taos CDP,,left_only
62060,35,3,Raton city,2,both
62200,35,3,Red River town,2,both
62340,35,3,Regina CDP,,left_only
62620,35,3,Reserve village,,left_only
62900,35,3,Rincon CDP,,left_only
63110,35,3,Rio Chiquito CDP,,left_only
63145,35,3,Rio Communities CDP,,left_only
63156,35,3,Rio Communities North CDP,,left_only
63168,35,3,Rio en Medio CDP,,left_only
63250,35,3,Rio Lucio CDP,,left_only
63460,35,3,Rio Rancho city,2,both
64230,35,3,Rock Springs CDP,,left_only
64930,35,3,Roswell city,2,both
64930,35,3,Roswell city,0,both
65070,35,3,Roy village,2,both
65210,35,3,Ruidoso village,2,both
65280,35,3,Ruidoso Downs village,2,both
65840,35,3,Salem CDP,,left_only
67450,35,3,San Felipe Pueblo CDP,,left_only
68010,35,3,San Ildefonso Pueblo CDP,1,both
68150,35,3,San Jon village,2,both
68705,35,3,San Juan CDP,,left_only
69620,35,3,Sanostee CDP,,left_only
70250,35,3,Santa Ana Pueblo CDP,,left_only
70270,35,3,Santa Clara village,,left_only
70390,35,3,Santa Clara Pueblo CDP,,left_only
70460,35,3,Santa Cruz CDP,,left_only
70500,35,3,Santa Fe city,2,both
70500,35,3,Santa Fe city,7,both
70670,35,3,Santa Rosa city,2,both
70700,35,3,Santa Teresa CDP,,left_only
70810,35,3,Santo Domingo Pueblo CDP,,left_only
71020,35,3,San Ysidro village,2,both
71440,35,3,Seama CDP,,left_only
72600,35,3,Sheep Springs CDP,,left_only
72770,35,3,Shiprock CDP,,left_only
73260,35,3,Silver City town,2,both
73260,35,3,Silver City town,0,both
73440,35,3,Skyline-Ganipa CDP,,left_only
73540,35,3,Socorro city,2,both
73540,35,3,Socorro city,0,both
73890,35,3,Sombrillo CDP,,left_only
74520,35,3,South Valley CDP,,left_only
74800,35,3,Springer town,2,both
75640,35,3,Sunland Park city,2,both
76060,35,3,Tajique CDP,,left_only
76200,35,3,Taos town,2,both
76410,35,3,Taos Pueblo CDP,,left_only
76480,35,3,Taos Ski Valley village,2,both
76620,35,3,Tatum town,2,both
77040,35,3,Tesuque CDP,,left_only
77250,35,3,Texico city,2,both
77530,35,3,Thoreau CDP,,left_only
77880,35,3,Tijeras village,,left_only
77950,35,3,Timberon CDP,,left_only
78440,35,3,Tohatchi CDP,,left_only
78685,35,3,Tome-Adelino CDP,,left_only
79070,35,3,Torreon CDP (Sandoval County),,left_only
79140,35,3,Torreon CDP (Torrance County),,left_only
79840,35,3,Truth or Consequences city,2,both
79885,35,3,Tse Bonito CDP,,left_only
79910,35,3,Tucumcari city,2,both
79980,35,3,Tularosa village,2,both
80540,35,3,Twin Lakes CDP,,left_only
81030,35,3,University Park CDP,,left_only
81177,35,3,Upper Fruitland CDP,,left_only
81520,35,3,Vadito CDP,,left_only
81590,35,3,Vado CDP,,left_only
81800,35,3,Valencia CDP,,left_only
82570,35,3,Vaughn town,2,both
83200,35,3,Virden village,,left_only
83340,35,3,Wagon Mound village,2,both
84740,35,3,White Rock CDP,,left_only
84845,35,3,White Sands CDP,,left_only
85160,35,3,Willard village,,left_only
85300,35,3,Williamsburg village,2,both
85860,35,3,Yah-ta-hey CDP,,left_only
86420,35,3,Zia Pueblo CDP,,left_only
86595,35,3,Zuni Pueblo CDP,,left_only
155,36,3,Accord CDP,,left_only
199,36,3,Adams village,2,both
232,36,3,Adams Center CDP,,left_only
276,36,3,Addison village,2,both
342,36,3,Afton village,2,both
408,36,3,Airmont village,,left_only
441,36,3,Akron village,2,both
1000,36,3,Albany city,2,both
1000,36,3,Albany city,0,both
1011,36,3,Albertson CDP,,left_only
1033,36,3,Albion village,2,both
1088,36,3,Alden village,2,both
1154,36,3,Alexander village,,left_only
1187,36,3,Alexandria Bay village,2,both
1198,36,3,Alfred village,2,both
1286,36,3,Allegany village,2,both
1440,36,3,Almond village,,left_only
1517,36,3,Altamont village,2,both
1550,36,3,Altmar village,,left_only
1572,36,3,Altona CDP,,left_only
1594,36,3,Amagansett CDP,,left_only
1682,36,3,Amenia CDP,,left_only
1737,36,3,Ames village,,left_only
2044,36,3,Amityville village,2,both
2066,36,3,Amsterdam city,2,both
2121,36,3,Andes village,,left_only
2143,36,3,Andover village,2,both
2176,36,3,Angelica village,2,both
2198,36,3,Angola village,2,both
2220,36,3,Angola on the Lake CDP,,left_only
2286,36,3,Antwerp village,2,both
2308,36,3,Apalachin CDP,,left_only
2374,36,3,Aquebogue CDP,,left_only
2407,36,3,Arcade village,2,both
2506,36,3,Ardsley village,2,both
2550,36,3,Argyle village,,left_only
2583,36,3,Arkport village,2,both
2616,36,3,Arlington CDP,1,both
2649,36,3,Armonk CDP,,left_only
2737,36,3,Asharoken village,2,both
2902,36,3,Athens village,2,both
2968,36,3,Atlantic Beach village,,left_only
3001,36,3,Attica village,2,both
3078,36,3,Auburn city,2,both
3188,36,3,Aurora village,,left_only
3254,36,3,Au Sable Forks CDP,,left_only
3320,36,3,Averill Park CDP,,left_only
3331,36,3,Avoca village,2,both
3353,36,3,Avon village,2,both
3408,36,3,Babylon village,2,both
4033,36,3,Bainbridge village,2,both
4055,36,3,Baiting Hollow CDP,,left_only
4143,36,3,Baldwin CDP,,left_only
4154,36,3,Baldwin Harbor CDP,,left_only
4198,36,3,Baldwinsville village,2,both
4253,36,3,Ballston Spa village,2,both
4286,36,3,Balmville CDP,,left_only
4396,36,3,Bardonia CDP,,left_only
4440,36,3,Barker village,2,both
4528,36,3,Barneveld village,,left_only
4550,36,3,Barnum Island CDP,,left_only
4715,36,3,Batavia city,2,both
4759,36,3,Bath village,2,both
4803,36,3,Baxter Estates village,,left_only
4891,36,3,Bay Park CDP,,left_only
4913,36,3,Bayport CDP,,left_only
4935,36,3,Bay Shore CDP,,left_only
5034,36,3,Bayville village,2,both
5039,36,3,Baywood CDP,,left_only
5100,36,3,Beacon city,2,both
5193,36,3,Beaverdam Lake-Salisbury Mills CDP,,left_only
5309,36,3,Bedford CDP,,left_only
5639,36,3,Bellerose village,2,both
5661,36,3,Bellerose Terrace CDP,,left_only
5672,36,3,Belle Terre village,,left_only
5738,36,3,Bellmore CDP,,left_only
5771,36,3,Bellport village,2,both
5815,36,3,Belmont village,2,both
5848,36,3,Bemus Point village,2,both
6046,36,3,Bergen village,,left_only
6387,36,3,Bethpage CDP,,left_only
6464,36,3,Big Flats CDP,,left_only
6480,36,3,Big Flats Airport CDP,,left_only
6574,36,3,Billington Heights CDP,,left_only
6607,36,3,Binghamton city,2,both
6794,36,3,Black River village,2,both
6849,36,3,Blasdell village,2,both
6860,36,3,Blauvelt CDP,,left_only
6945,36,3,Bloomfield village,,left_only
6959,36,3,Bloomingburg village,,left_only
7069,36,3,Blue Point CDP,,left_only
7157,36,3,Bohemia CDP,,left_only
7190,36,3,Bolivar village,2,both
7355,36,3,Boonville village,2,both
7965,36,3,Brasher Falls-Winthrop CDP,,left_only
8026,36,3,Brentwood CDP,,left_only
8059,36,3,Brewerton CDP,,left_only
8070,36,3,Brewster village,2,both
8092,36,3,Brewster Hill CDP,,left_only
8103,36,3,Briarcliff Manor village,2,both
8136,36,3,Bridgehampton CDP,,left_only
8147,36,3,Bridgeport CDP,,left_only
8169,36,3,Bridgewater village,,left_only
8257,36,3,Brighton CDP,,left_only
8323,36,3,Brightwaters village,2,both
8334,36,3,Brinckerhoff CDP,,left_only
8422,36,3,Broadalbin village,2,both
8466,36,3,Brockport village,2,both
8466,36,3,Brockport village,0,both
8488,36,3,Brocton village,2,both
8532,36,3,Bronxville village,2,both
9000,36,3,Brookhaven CDP,,left_only
10132,36,3,Brookville village,,left_only
10231,36,3,Brownville village,2,both
10286,36,3,Brushton village,,left_only
10341,36,3,Buchanan village,2,both
11000,36,3,Buffalo city,2,both
11000,36,3,Buffalo city,0,both
11132,36,3,Burdett village,,left_only
11154,36,3,Burke village,,left_only
11638,36,3,Cairo CDP,,left_only
11671,36,3,Calcium CDP,,left_only
11704,36,3,Caledonia village,2,both
11748,36,3,Callicoon CDP,,left_only
11781,36,3,Calverton CDP,,left_only
11825,36,3,Cambridge village,2,both
11847,36,3,Camden village,2,both
11902,36,3,Camillus village,,left_only
12111,36,3,Canajoharie village,2,both
12144,36,3,Canandaigua city,2,both
12177,36,3,Canaseraga village,2,both
12188,36,3,Canastota village,2,both
12210,36,3,Candor village,2,both
12254,36,3,Canisteo village,2,both
12331,36,3,Canton village,2,both
12353,36,3,Cape Vincent village,2,both
12419,36,3,Carle Place CDP,,left_only
12532,36,3,Carmel Hamlet CDP,,left_only
12683,36,3,Carthage village,2,both
12749,36,3,Cassadaga village,2,both
12771,36,3,Castile village,,left_only
12870,36,3,Castleton-on-Hudson village,2,both
12881,36,3,Castorland village,,left_only
12958,36,3,Cato village,,left_only
13002,36,3,Catskill village,2,both
13024,36,3,Cattaraugus village,2,both
13068,36,3,Cayuga village,2,both
13079,36,3,Cayuga Heights village,2,both
13145,36,3,Cazenovia village,2,both
13233,36,3,Cedarhurst village,2,both
13288,36,3,Celoron village,2,both
13376,36,3,Centereach CDP,,left_only
13420,36,3,Center Moriches CDP,,left_only
13442,36,3,Centerport CDP,,left_only
13552,36,3,Central Islip CDP,,left_only
13585,36,3,Central Square village,2,both
13596,36,3,Central Valley CDP,,left_only
13618,36,3,Centre Island village,2,both
13739,36,3,Champlain village,2,both
13805,36,3,Chappaqua CDP,,left_only
13981,36,3,Chateaugay village,,left_only
14003,36,3,Chatham village,2,both
14036,36,3,Chaumont village,2,both
15000,36,3,Cheektowaga CDP,,left_only
15187,36,3,Cherry Creek village,,left_only
15242,36,3,Cherry Valley village,2,both
15297,36,3,Chester village,2,both
15400,36,3,Chestnut Ridge village,,left_only
15561,36,3,Chittenango village,2,both
15638,36,3,Churchville village,,left_only
15836,36,3,Clarence Center CDP,,left_only
15902,36,3,Clark Mills CDP,,left_only
16050,36,3,Claverack-Red Mills CDP,,left_only
16089,36,3,Clayton village,2,both
16111,36,3,Clayville village,,left_only
16188,36,3,Cleveland village,2,both
16375,36,3,Clifton Springs village,2,both
16419,36,3,Clinton village,2,both
16452,36,3,Clintondale CDP,,left_only
16573,36,3,Clyde village,2,both
16628,36,3,Cobleskill village,2,both
16683,36,3,Coeymans CDP,,left_only
16727,36,3,Cohocton village,,left_only
16749,36,3,Cohoes city,2,both
16815,36,3,Cold Brook village,,left_only
16936,36,3,Cold Spring village,2,both
16958,36,3,Cold Spring Harbor CDP,,left_only
17332,36,3,Colonie village,,left_only
17530,36,3,Commack CDP,,left_only
17739,36,3,Congers CDP,,left_only
17882,36,3,Constableville village,,left_only
17893,36,3,Constantia CDP,,left_only
18047,36,3,Cooperstown village,2,both
18124,36,3,Copake Lake CDP,,left_only
18135,36,3,Copenhagen village,,left_only
18146,36,3,Copiague CDP,,left_only
18157,36,3,Coram CDP,,left_only
18201,36,3,Corfu village,2,both
18212,36,3,Corinth village,2,both
18256,36,3,Corning city,2,both
18333,36,3,Cornwall on Hudson village,2,both
18388,36,3,Cortland city,2,both
18388,36,3,Cortland city,0,both
18443,36,3,Cortland West CDP,,left_only
18542,36,3,Country Knolls CDP,,left_only
18597,36,3,Cove Neck village,2,both
18718,36,3,Coxsackie village,2,both
18762,36,3,Cragsmoor CDP,,left_only
19070,36,3,Croghan village,2,both
19092,36,3,Crompond CDP,,left_only
19213,36,3,Croton-on-Hudson village,2,both
19229,36,3,Crown Heights CDP,,left_only
19290,36,3,Crugers CDP,,left_only
19356,36,3,Cuba village,,left_only
19408,36,3,Cumberland Head CDP,,left_only
19466,36,3,Cutchogue CDP,,left_only
19642,36,3,Dannemora village,2,both
19664,36,3,Dansville village,2,both
19972,36,3,Deer Park CDP,,left_only
19994,36,3,Deferiet village,2,both
20082,36,3,Delanson village,,left_only
20115,36,3,Delevan village,,left_only
20126,36,3,Delhi village,2,both
20148,36,3,Delmar CDP,,left_only
20302,36,3,Depauville CDP,,left_only
20313,36,3,Depew village,2,both
20346,36,3,Deposit village,2,both
20379,36,3,Dering Harbor village,,left_only
20390,36,3,DeRuyter village,,left_only
20500,36,3,Dexter village,2,both
20687,36,3,Dix Hills CDP,,left_only
20698,36,3,Dobbs Ferry village,2,both
20731,36,3,Dolgeville village,2,both
20841,36,3,Dover Plains CDP,,left_only
20896,36,3,Dresden village,,left_only
20951,36,3,Dryden village,2,both
20989,36,3,Duane Lake CDP,,left_only
20995,36,3,Duanesburg CDP,,left_only
21050,36,3,Dundee village,2,both
21105,36,3,Dunkirk city,2,both
21523,36,3,Earlville village,2,both
21578,36,3,East Atlantic Beach CDP,,left_only
21589,36,3,East Aurora village,2,both
21809,36,3,Eastchester CDP,,left_only
21985,36,3,East Farmingdale CDP,,left_only
22065,36,3,East Garden City CDP,,left_only
22084,36,3,East Glenville CDP,,left_only
22106,36,3,East Greenbush CDP,,left_only
22183,36,3,East Hampton village,2,both
22200,36,3,East Hampton North CDP,,left_only
22260,36,3,East Hills village,2,both
22315,36,3,East Islip CDP,,left_only
22326,36,3,East Ithaca CDP,,left_only
22370,36,3,East Kingston CDP,,left_only
22447,36,3,East Marion CDP,,left_only
22480,36,3,East Massapequa CDP,,left_only
22502,36,3,East Meadow CDP,,left_only
22546,36,3,East Moriches CDP,,left_only
22557,36,3,East Nassau village,,left_only
22612,36,3,East Northport CDP,,left_only
22623,36,3,East Norwich CDP,,left_only
22733,36,3,East Patchogue CDP,,left_only
22810,36,3,Eastport CDP,,left_only
22832,36,3,East Quogue CDP,,left_only
22843,36,3,East Randolph village,,left_only
22865,36,3,East Rochester village,2,both
22876,36,3,East Rockaway village,2,both
22980,36,3,East Shoreham CDP,,left_only
23052,36,3,East Syracuse village,2,both
23217,36,3,East Williston village,2,both
23316,36,3,Eatons Neck CDP,,left_only
23404,36,3,Eden CDP,,left_only
23635,36,3,Edwards village,,left_only
23745,36,3,Elba village,,left_only
23789,36,3,Elbridge village,,left_only
23965,36,3,Ellenville village,2,both
24020,36,3,Ellicottville village,2,both
24075,36,3,Ellisburg village,,left_only
24141,36,3,Elma Center CDP,,left_only
24229,36,3,Elmira city,2,both
24251,36,3,Elmira Heights village,2,both
24273,36,3,Elmont CDP,,left_only
24295,36,3,Elmsford village,2,both
24405,36,3,Elwood CDP,,left_only
24515,36,3,Endicott village,2,both
24526,36,3,Endwell CDP,,left_only
24713,36,3,Esperance village,,left_only
24823,36,3,Evans Mills village,2,both
24867,36,3,Fabius village,,left_only
24988,36,3,Fair Haven village,2,both
25043,36,3,Fairmount CDP,,left_only
25076,36,3,Fairport village,2,both
25109,36,3,Fairview CDP (Dutchess County),,left_only
25120,36,3,Fairview CDP (Westchester County),,left_only
25164,36,3,Falconer village,2,both
25384,36,3,Farmingdale village,2,both
25384,36,3,Farmingdale village,0,both
25417,36,3,Farmingville CDP,,left_only
25428,36,3,Farnham village,,left_only
25527,36,3,Fayetteville village,2,both
25839,36,3,Fire Island CDP,,left_only
25857,36,3,Firthcliffe CDP,,left_only
25923,36,3,Fishers Island CDP,,left_only
25967,36,3,Fishkill village,2,both
26121,36,3,Flanders CDP,,left_only
26209,36,3,Fleischmanns village,,left_only
26264,36,3,Floral Park village,2,both
26319,36,3,Florida village,2,both
26352,36,3,Flower Hill village,2,both
26462,36,3,Fonda village,,left_only
26561,36,3,Forest Home CDP,,left_only
26649,36,3,Forestville village,,left_only
26704,36,3,Fort Ann village,,left_only
26759,36,3,Fort Drum CDP,,left_only
26770,36,3,Fort Edward village,2,both
26880,36,3,Fort Johnson village,,left_only
26902,36,3,Fort Montgomery CDP,,left_only
26924,36,3,Fort Plain village,2,both
26946,36,3,Fort Salonga CDP,,left_only
27188,36,3,Frankfort village,2,both
27221,36,3,Franklin village,,left_only
27309,36,3,Franklin Square CDP,,left_only
27331,36,3,Franklinville village,2,both
27419,36,3,Fredonia village,0,both
27419,36,3,Fredonia village,2,both
27485,36,3,Freeport village,2,both
27529,36,3,Freeville village,2,both
27672,36,3,Frewsburg CDP,,left_only
27694,36,3,Friendship CDP,,left_only
27815,36,3,Fulton city,2,both
27859,36,3,Fultonville village,,left_only
27969,36,3,Gainesville village,,left_only
28035,36,3,Galeville CDP,,left_only
28101,36,3,Galway village,2,both
28145,36,3,Gang Mills CDP,,left_only
28178,36,3,Garden City village,2,both
28189,36,3,Garden City Park CDP,,left_only
28200,36,3,Garden City South CDP,,left_only
28244,36,3,Gardiner CDP,,left_only
28310,36,3,Gardnertown CDP,,left_only
28431,36,3,Gasport CDP,,left_only
28458,36,3,Gates-North Gates CDP,,left_only
28618,36,3,Geneseo village,2,both
28640,36,3,Geneva city,2,both
28761,36,3,Germantown CDP,,left_only
28860,36,3,Ghent CDP,,left_only
28959,36,3,Gilbertsville village,,left_only
28997,36,3,Gilgo-Oak Beach-Captree CDP,,left_only
29014,36,3,Glasco CDP,,left_only
29113,36,3,Glen Cove city,2,both
29245,36,3,Glen Head CDP,,left_only
29322,36,3,Glen Park village,2,both
29333,36,3,Glens Falls city,2,both
29338,36,3,Glens Falls North CDP,,left_only
29421,36,3,Glenwood Landing CDP,,left_only
29443,36,3,Gloversville city,2,both
29476,36,3,Golden's Bridge CDP,,left_only
29509,36,3,Gordon Heights CDP,,left_only
29542,36,3,Goshen village,2,both
29597,36,3,Gouverneur village,2,both
29630,36,3,Gowanda village,2,both
29872,36,3,Grand View-on-Hudson village,2,both
30026,36,3,Granville village,2,both
30136,36,3,Great Bend CDP,,left_only
30169,36,3,Great Neck village,2,both
30191,36,3,Great Neck Estates village,2,both
30202,36,3,Great Neck Gardens CDP,,left_only
30213,36,3,Great Neck Plaza village,2,both
30235,36,3,Great River CDP,,left_only
30279,36,3,Greece CDP,,left_only
30411,36,3,Greene village,2,both
30521,36,3,Green Island village,2,both
30543,36,3,Greenlawn CDP,,left_only
30576,36,3,Greenport village,2,both
30581,36,3,Greenport West CDP,,left_only
30598,36,3,Greenvale CDP,,left_only
30609,36,3,Greenville CDP (Greene County),,left_only
30642,36,3,Greenville CDP (Westchester County),,left_only
30675,36,3,Greenwich village,2,both
30752,36,3,Greenwood Lake village,2,both
30961,36,3,Groton village,2,both
31291,36,3,Hagaman village,,left_only
31445,36,3,Halesite CDP,,left_only
31643,36,3,Hamburg village,2,both
31709,36,3,Hamilton village,2,both
31830,36,3,Hammond village,,left_only
31852,36,3,Hammondsport village,2,both
31896,36,3,Hampton Bays CDP,,left_only
31918,36,3,Hampton Manor CDP,,left_only
31940,36,3,Hancock village,2,both
32017,36,3,Hannibal village,,left_only
32094,36,3,Harbor Hills CDP,,left_only
32105,36,3,Harbor Isle CDP,,left_only
32325,36,3,Harriman village,2,both
32391,36,3,Harris Hill CDP,,left_only
32402,36,3,Harrison village,,left_only
32424,36,3,Harrisville village,2,both
32523,36,3,Hartsdale CDP,,left_only
32710,36,3,Hastings-on-Hudson village,2,both
32732,36,3,Hauppauge CDP,,left_only
32754,36,3,Haverstraw village,2,both
32776,36,3,Haviland CDP,,left_only
32842,36,3,Hawthorne CDP,,left_only
32963,36,3,Head of the Harbor village,2,both
33139,36,3,Hempstead village,2,both
34118,36,3,Heritage Hills CDP,,left_only
34121,36,3,Herkimer village,2,both
34165,36,3,Hermon village,,left_only
34198,36,3,Herricks CDP,,left_only
34220,36,3,Herrings village,,left_only
34264,36,3,Heuvelton village,,left_only
34286,36,3,Hewlett CDP,,left_only
34297,36,3,Hewlett Bay Park village,,left_only
34308,36,3,Hewlett Harbor village,,left_only
34319,36,3,Hewlett Neck village,,left_only
34374,36,3,Hicksville CDP,,left_only
34451,36,3,High Falls CDP,,left_only
34484,36,3,Highland CDP,,left_only
34495,36,3,Highland Falls village,2,both
34517,36,3,Highland Mills CDP,,left_only
34660,36,3,Hillburn village,,left_only
34693,36,3,Hillcrest CDP,,left_only
34786,36,3,Hillside CDP,,left_only
34803,36,3,Hillside Lake CDP,,left_only
34847,36,3,Hilton village,,left_only
34979,36,3,Hobart village,,left_only
35056,36,3,Holbrook CDP,,left_only
35111,36,3,Holland CDP,,left_only
35144,36,3,Holland Patent village,,left_only
35155,36,3,Holley village,2,both
35254,36,3,Holtsville CDP,,left_only
35276,36,3,Homer village,2,both
35364,36,3,Honeoye Falls village,,left_only
35474,36,3,Hoosick Falls village,2,both
35573,36,3,Hopewell Junction CDP,,left_only
35672,36,3,Hornell city,2,both
35694,36,3,Horseheads village,2,both
35710,36,3,Horseheads North CDP,,left_only
35771,36,3,Houghton CDP,,left_only
35969,36,3,Hudson city,2,both
35980,36,3,Hudson Falls village,2,both
36167,36,3,Hunter village,,left_only
36233,36,3,Huntington CDP,,left_only
37022,36,3,Huntington Bay village,2,both
37044,36,3,Huntington Station CDP,,left_only
37132,36,3,Hurley CDP,,left_only
37275,36,3,Ilion village,2,both
37528,36,3,Interlaken village,2,both
37583,36,3,Inwood CDP,,left_only
37737,36,3,Irondequoit CDP,,left_only
37803,36,3,Irvington village,2,both
37840,36,3,Islandia village,,left_only
37847,36,3,Island Park village,2,both
37869,36,3,Islip CDP,,left_only
38022,36,3,Islip Terrace CDP,,left_only
38077,36,3,Ithaca city,2,both
38077,36,3,Ithaca city,9,both
38253,36,3,Jamesport CDP,,left_only
38264,36,3,Jamestown city,2,both
38275,36,3,Jamestown West CDP,,left_only
38451,36,3,Jefferson Heights CDP,,left_only
38500,36,3,Jefferson Valley-Yorktown CDP,,left_only
38506,36,3,Jeffersonville village,,left_only
38539,36,3,Jericho CDP,,left_only
38748,36,3,Johnson City village,2,both
38781,36,3,Johnstown city,2,both
38825,36,3,Jordan village,2,both
38934,36,3,Kaser village,,left_only
39089,36,3,Keeseville village,2,both
39232,36,3,Kenmore village,2,both
39309,36,3,Kensington village,2,both
39397,36,3,Kerhonkson CDP,,left_only
39562,36,3,Kinderhook village,,left_only
39672,36,3,Kings Park CDP,,left_only
39694,36,3,Kings Point village,2,both
39727,36,3,Kingston city,2,both
39853,36,3,Kiryas Joel village,,left_only
40189,36,3,Lackawanna city,2,both
40200,36,3,Lacona village,,left_only
40233,36,3,La Fargeville CDP,,left_only
40398,36,3,Lake Carmel CDP,,left_only
40486,36,3,Lake Erie Beach CDP,,left_only
40508,36,3,Lake George village,2,both
40530,36,3,Lake Grove village,,left_only
40585,36,3,Lake Katrine CDP,,left_only
40607,36,3,Lakeland CDP,,left_only
40667,36,3,Lake Luzerne-Hadley CDP,,left_only
40689,36,3,Lake Mohegan CDP,,left_only
40761,36,3,Lake Placid village,2,both
40838,36,3,Lake Ronkonkoma CDP,,left_only
40937,36,3,Lake Success village,2,both
41003,36,3,Lakeview CDP,,left_only
41069,36,3,Lakewood village,2,both
41135,36,3,Lancaster village,2,both
41223,36,3,Lansing village,,left_only
41333,36,3,Larchmont village,2,both
41432,36,3,Lattingtown village,,left_only
41465,36,3,Laurel CDP,,left_only
41487,36,3,Laurel Hollow village,2,both
41520,36,3,Laurens village,,left_only
41553,36,3,Lawrence village,2,both
41784,36,3,Leeds CDP,,left_only
41872,36,3,Leicester village,,left_only
42026,36,3,Le Roy village,2,both
42081,36,3,Levittown CDP,,left_only
42147,36,3,Lewiston village,2,both
42224,36,3,Liberty village,2,both
42279,36,3,Lido Beach CDP,,left_only
42323,36,3,Lima village,,left_only
42350,36,3,Lime Lake-Machias CDP,,left_only
42378,36,3,Limestone village,,left_only
42455,36,3,Lincolndale CDP,,left_only
42488,36,3,Lincoln Park CDP,,left_only
42554,36,3,Lindenhurst village,2,both
42642,36,3,Lisle village,,left_only
42741,36,3,Little Falls city,2,both
42829,36,3,Little Valley village,2,both
42884,36,3,Liverpool village,2,both
42928,36,3,Livingston Manor CDP,,left_only
42950,36,3,Livonia village,,left_only
43005,36,3,Lloyd Harbor village,2,both
43082,36,3,Lockport city,2,both
43192,36,3,Locust Valley CDP,,left_only
43214,36,3,Lodi village,,left_only
43335,36,3,Long Beach city,2,both
43511,36,3,Lorenz Park CDP,,left_only
43720,36,3,Lowville village,2,both
43874,36,3,Lynbrook village,2,both
43885,36,3,Lyncourt CDP,,left_only
43918,36,3,Lyndonville village,2,both
43951,36,3,Lyon Mountain CDP,,left_only
43962,36,3,Lyons village,2,both
44006,36,3,Lyons Falls village,2,both
44149,36,3,Macedon village,2,both
44193,36,3,McGraw village,2,both
44424,36,3,Madison village,,left_only
44534,36,3,Mahopac CDP,,left_only
44654,36,3,Malden CDP,,left_only
44710,36,3,Malone village,2,both
44787,36,3,Malverne village,2,both
44792,36,3,Malverne Park Oaks CDP,,left_only
44831,36,3,Mamaroneck village,2,both
44853,36,3,Manchester village,2,both
