ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
MO11300,WEBSTER,1,99225,Webster County,225.0,29,1990,23753,23232,190,140,1700,11651,1550,11671,25,183,0,7,76,15,8,64,0.14591022229851502,0.132807814240425
MO11500,WRIGHT,1,99229,Wright County,229.0,29,1990,16758,16524,36,61,1042,8009,1013,8566,3,21,1,15,25,5,4,36,0.130103633412411,0.118258230212468
MOKPD00,KANSAS CITY,2,38000,Kansas City city,,29,1990,435146,282730,128003,17017,17874,139629,18379,150943,9753,59316,10810,69452,8808,1526,1398,8209,0.12801065681197998,0.121761194623136
MOSPD00,SAINT LOUIS,2,65000,St. Louis city,,29,1990,396685,198956,187805,5124,11727,93750,12748,108335,14551,83606,15930,104802,2628,527,442,2496,0.125088,0.117672035814834
MO03903,SPRINGFIELD,2,70000,Springfield city,,29,1990,140494,133454,3492,1339,13628,63120,14545,71264,446,1979,324,1548,677,210,196,662,0.215906210392902,0.20410024696901705
MO04806,INDEPENDENCE,2,35000,Independence city,,29,1990,112301,106733,1599,2213,6938,51181,7005,56848,148,816,117,811,1115,216,187,1098,0.135558117270081,0.123223332395159
MO01101,SAINT JOSEPH,2,64550,St. Joseph city,,29,1990,71852,67180,2596,1586,4608,31866,4811,36379,254,1338,218,1278,779,125,134,807,0.14460553568066298,0.13224662580059898
MO01002,COLUMBIA,2,15670,Columbia city,,29,1990,69101,58278,6810,905,9653,28148,10470,30682,763,3222,912,3637,449,166,154,456,0.342937331249112,0.34124242226712703
MO09203,SAINT CHARLES,2,64082,St. Charles city,,29,1990,54555,51945,1507,545,3806,25501,3987,26842,162,766,158,755,275,52,53,270,0.1492490490569,0.148535876611281
MO09530,FLORISSANT,2,24778,Florissant city,,29,1990,51206,48294,2060,490,3018,23350,2952,25305,197,908,215,1170,258,43,43,232,0.12925053533190595,0.11665678719620598
MO04808,LEES SUMMIT,2,41348,Lee's Summit city,,29,1990,46418,44723,800,459,2604,21296,2667,23701,49,370,76,438,224,26,37,235,0.12227648384673198,0.112526897599257
MO09204,SAINT PETERS,2,65126,St. Peters city,,29,1990,45779,43747,1012,501,2376,21811,2527,22305,76,505,78,512,235,31,42,266,0.108935858053276,0.113292983635956
MO04907,JOPLIN,2,37592,Joplin city,,29,1990,40961,38606,869,477,2896,18000,3108,20927,92,429,56,443,235,51,59,242,0.160888888888889,0.148516270846275
MO04801,BLUE SPRINGS,2,6652,Blue Springs city,,29,1990,40153,37993,964,640,2758,18749,2658,19638,80,490,71,488,313,59,68,327,0.147101178729532,0.13534983195844802
MO09573,UNIVERSITY CITY,2,75220,University City city,,29,1990,40087,19430,19231,445,1165,9093,1258,10586,1504,8717,1582,10616,196,45,46,249,0.128120532277576,0.11883619875307
MO0959A,CHESTERFIELD,2,13600,Chesterfield city,,29,1990,37991,35191,892,473,2406,17331,2200,18261,136,519,60,383,221,42,36,252,0.13882638047429502,0.120475329938119
MO02601,JEFFERSON CITY,2,37000,Jefferson City city,,29,1990,35481,31352,3544,275,2017,14988,1961,16535,552,2211,431,1369,142,35,30,133,0.134574326127569,0.118596915633505
MO01601,CAPE GIRARDEAU,2,11242,Cape Girardeau city,,29,1990,34438,30957,2765,192,3245,14479,3659,16586,352,1320,428,1451,95,34,32,97,0.224117687685614,0.220607741468709
MO04810,RAYTOWN,2,60788,Raytown city,,29,1990,30601,28887,986,441,1664,13579,1607,15596,58,463,68,531,215,43,43,226,0.1225421606893,0.103039240830982
MO09543,KIRKWOOD,2,39044,Kirkwood city,,29,1990,27291,25263,1612,188,1195,11639,1174,13776,127,727,131,892,87,17,18,101,0.102672050863476,0.0852206736353078
MO02404,GLADSTONE,2,27190,Gladstone city,,29,1990,26243,25009,268,643,1639,12144,1756,13327,23,137,24,137,306,67,68,337,0.134963768115942,0.131762587228934
MO0950H,MARYLAND HEIGHTS,2,46586,Maryland Heights city,,29,1990,25407,23545,904,291,1757,11797,1837,11955,53,410,74,503,152,27,22,139,0.14893617021276598,0.15365955667084902
MO04804,GRANDVIEW,2,28324,Grandview city,,29,1990,24967,19982,4212,381,1624,9973,1559,10220,421,2076,394,2156,206,45,42,175,0.162839667101173,0.152544031311155
MO09580,WEBSTER GROVES,2,78154,Webster Groves city,,29,1990,22987,20920,1624,218,987,9862,976,11229,113,723,120,906,101,12,19,117,0.100081119448388,0.08691780211951201
MO09528,FERGUSON,2,23986,Ferguson city,,29,1990,22286,16284,5572,240,794,7836,818,8618,444,2534,495,3055,125,17,18,115,0.10132720775906097,0.0949176142956602
MO09502,BALLWIN,2,3160,Ballwin city,,29,1990,21816,20865,348,214,1282,10268,1326,10777,20,159,35,190,95,15,18,119,0.124853915075964,0.123039806996381
MO02406,LIBERTY,2,42032,Liberty city,,29,1990,20459,19393,603,293,1648,9453,1718,10156,64,295,64,314,151,24,28,142,0.17433618956944902,0.169161087042143
MO08003,SEDALIA,2,66440,Sedalia city,,29,1990,19800,18406,1075,181,1172,8677,1185,9847,78,496,73,582,97,12,10,84,0.135069724559179,0.120341220676348
MO05007,ARNOLD,2,1972,Arnold city,,29,1990,18828,18526,26,172,1438,9167,1361,9503,2,13,2,14,77,11,12,95,0.156867023017345,0.14321793117962694
MO09201,O'FALLON,2,54074,O'Fallon city,,29,1990,18698,18065,208,307,1221,8943,1310,9354,12,117,15,98,146,18,26,161,0.136531365313653,0.140047038700021
MO01902,BELTON,2,4384,Belton city,,29,1990,18150,17070,413,426,1171,8398,1244,8923,31,204,30,221,205,25,40,221,0.139437961419386,0.139414994956853
MO06401,HANNIBAL,2,30214,Hannibal city,,29,1990,18004,16633,1132,87,1034,7740,1104,8946,87,499,87,643,41,14,8,46,0.13359173126614998,0.123407109322602
MO09556,OVERLAND,2,55550,Overland city,,29,1990,17987,16385,1140,161,869,7954,913,8527,78,486,109,661,85,13,12,76,0.109253205934121,0.10707165474375502
MO09510,BRIDGETON,2,8398,Bridgeton city,,29,1990,17779,16697,649,168,1072,8019,1025,8811,45,298,63,353,80,11,17,88,0.133682504052874,0.116331857904892
MO10106,SIKESTON,2,67790,Sikeston city,,29,1990,17641,14532,2925,95,911,6716,915,7861,212,1275,289,1661,55,17,7,40,0.135646217986897,0.11639740491031697
MO00101,KIRKSVILLE,2,39026,Kirksville city,,29,1990,17152,16563,202,156,2765,7496,3360,9158,80,113,64,95,72,26,27,84,0.368863393810032,0.36689233457086695
MO01202,POPLAR BLUFF,2,59096,Poplar Bluff city,,29,1990,16996,15299,1431,139,964,6995,1019,8403,120,663,128,774,71,9,13,68,0.137812723373838,0.121266214447221
MO09541,JENNINGS,2,37178,Jennings city,,29,1990,15905,8050,7624,143,366,3799,345,4346,588,3418,660,4221,70,7,7,73,0.0963411424058963,0.0793833410032213
MO09538,HAZELWOOD,2,31276,Hazelwood city,,29,1990,15324,13301,1613,214,940,6513,892,6945,116,723,157,902,105,15,22,109,0.144326731153078,0.128437724982001
MO05103,WARRENSBURG,2,77092,Warrensburg city,,29,1990,15244,13500,1174,207,3157,6733,2999,6894,298,570,366,620,117,55,34,90,0.468884598247438,0.435015955903684
MO09565,SAINT ANN,2,63956,St. Ann city,,29,1990,14489,13207,935,161,801,6376,873,6928,91,437,106,506,91,16,11,70,0.125627352572146,0.1260103926097
MO08101,ROLLA,2,62912,Rolla city,,29,1990,14090,12896,294,166,2635,6896,1213,6088,94,170,44,125,96,44,15,70,0.382105568445476,0.19924441524310105
MO09514,CLAYTON,2,14572,Clayton city,,29,1990,13874,12499,443,222,1517,5791,1686,6896,152,280,102,166,108,37,39,114,0.261958211017095,0.244489559164733
MO08803,MOBERLY,2,49034,Moberly city,,29,1990,12839,11686,928,111,759,5307,860,6460,70,459,78,471,55,12,7,56,0.143018654607123,0.13312693498452
MO09801,MARSHALL,2,46316,Marshall city,,29,1990,12711,11516,995,128,1009,5496,881,6082,194,534,123,468,76,34,11,52,0.18358806404657896,0.144853666557054
MO09507,BERKELEY,2,4906,Berkeley city,,29,1990,12450,4130,8158,81,197,2020,199,2159,761,3750,838,4414,34,4,8,47,0.0975247524752475,0.0921723019916628
MO09519,CREVE COEUR,2,17272,Creve Coeur city,,29,1990,12304,11337,385,124,664,5443,699,5991,41,184,59,206,53,9,13,71,0.121991548778247,0.11667501251877803
MO09406,FARMINGTON,2,23752,Farmington city,,29,1990,11598,10516,891,89,804,5364,594,5190,190,858,9,50,59,12,7,30,0.149888143176734,0.114450867052023
MO00404,MEXICO,2,47648,Mexico city,,29,1990,11290,10103,1059,47,567,4730,584,5407,63,481,75,580,23,3,3,24,0.119873150105708,0.108008137599408
MO09518,CRESTWOOD,2,17218,Crestwood city,,29,1990,11234,10967,61,102,582,5275,550,5771,2,28,4,34,50,7,9,52,0.110331753554502,0.0953041067405996
MO03505,,2,38306,Kennett city,,29,1990,10941,9663,1159,45,630,4399,651,5294,94,521,111,643,26,4,2,19,0.143214366901569,0.122969399319985
MO09504,BELLEFONTAINENEIGHBORS,2,4222,Bellefontaine Neighbors city,,29,1990,10922,9923,872,86,417,4722,406,5273,71,423,58,456,46,6,6,40,0.0883100381194409,0.0769960174473734
MO04903,CARTHAGE,2,11656,Carthage city,,29,1990,10747,10174,233,63,594,4725,592,5491,23,131,9,105,26,2,5,37,0.125714285714286,0.107812784556547
MO03608,WASHINGTON,2,77416,Washington city,,29,1990,10704,10490,78,76,673,4948,713,5609,4,43,4,36,41,4,6,35,0.136014551333872,0.12711713317882
MO07402,MARYVILLE,2,46640,Maryville city,,29,1990,10663,10263,162,82,1945,4749,2268,5560,63,92,62,72,46,27,15,36,0.409559907348916,0.407913669064748
MO09562,RICHMOND HEIGHTS,2,61706,Richmond Heights city,,29,1990,10448,8547,1570,127,436,3865,538,4758,111,728,118,859,59,13,11,68,0.11280724450194,0.11307271963009698
MO02403,EXCELSIOR SPRINGS,2,23086,Excelsior Springs city,,29,1990,10354,9832,311,92,665,4599,755,5279,79,163,61,151,46,11,13,46,0.14459665144596698,0.143019511271074
MO01403,FULTON,2,26182,Fulton city,,29,1990,10033,8776,1121,49,837,4040,1140,4768,70,568,81,553,20,7,10,29,0.207178217821782,0.239093959731544
MO05302,LEBANON,2,41168,Lebanon city,,29,1990,9983,9772,79,59,597,4430,638,5389,3,43,2,37,25,4,2,34,0.134762979683973,0.118389311560586
MO09548,MAPLEWOOD,2,45830,Maplewood city,,29,1990,9962,8148,1421,127,503,3925,509,4307,115,692,158,733,79,12,10,48,0.128152866242038,0.118179707452984
MO09572,TOWN AND COUNTRY,2,73618,Town and Country city,,29,1990,9519,8717,97,90,524,3981,507,4811,2,49,6,48,43,7,10,47,0.131625219794022,0.105383496154646
MO01602,JACKSON,2,35648,Jackson city,,29,1990,9256,9085,112,35,584,4335,607,4775,25,56,8,56,15,3,1,20,0.134717416378316,0.12712041884816802
MO07303,NEOSHO,2,51572,Neosho city,,29,1990,9254,8767,99,86,589,3965,621,4856,7,45,8,54,45,8,8,41,0.14854981084489302,0.127883031301483
MO04602,WEST PLAINS,2,78928,West Plains city,,29,1990,8913,8722,40,67,514,3946,552,4833,1,20,0,20,34,3,1,33,0.13025848960973102,0.114214773432651
MO09544,LADUE,2,39656,Ladue city,,29,1990,8847,8551,63,72,482,4163,462,4458,2,29,5,34,39,8,2,33,0.115781888061494,0.103633916554509
MO05901,CHILLICOTHE,2,13690,Chillicothe city,,29,1990,8804,8410,313,34,467,3694,530,4740,5,70,33,244,9,2,2,25,0.12642122360584698,0.11181434599156098
MO04201,CLINTON,2,14986,Clinton city,,29,1990,8703,8423,183,54,515,3874,501,4581,14,88,7,95,29,9,5,25,0.132937532266391,0.109364767518009
MO10901,NEVADA,2,51644,Nevada city,,29,1990,8597,8380,55,61,506,3722,797,4711,10,35,12,20,31,9,10,30,0.135948414830736,0.16917851836128198
MO09522,DES PERES,2,19270,Des Peres city,,29,1990,8395,8094,86,71,464,3987,475,4153,10,52,6,34,36,5,6,35,0.11637822924504597,0.114375150493619
MO09509,BRENTWOOD,2,8236,Brentwood city,,29,1990,8150,7474,333,150,286,3400,403,4188,25,150,29,183,71,14,15,79,0.0841176470588235,0.0962273161413563
MO05003,FESTUS,2,24094,Festus city,,29,1990,8105,7648,346,60,450,3498,500,4190,25,170,20,176,26,3,10,34,0.128644939965695,0.119331742243437
MO01904,HARRISONVILLE,2,30610,Harrisonville city,,29,1990,7683,7508,57,75,514,3489,526,4068,4,30,4,27,37,11,5,38,0.14732014903984,0.129301868239921
MO09555,OLIVETTE,2,54650,Olivette city,,29,1990,7573,5809,1501,57,270,2810,252,3040,141,706,111,799,34,4,2,23,0.096085409252669,0.0828947368421053
MO10404,DEXTER,2,19396,Dexter city,,29,1990,7559,7479,2,56,480,3375,498,4137,0,2,0,0,21,3,4,35,0.14222222222222194,0.12037708484409
MO09525,ELLISVILLE,2,21898,Ellisville city,,29,1990,7545,7331,65,62,461,3496,436,3891,6,30,2,35,28,4,5,34,0.131864988558352,0.112053456694937
MO09567,SAINT JOHN,2,64478,St. John city,,29,1990,7466,6861,404,110,351,3345,355,3599,31,167,47,238,53,14,7,57,0.104932735426009,0.0986385106974159
MO04906,WEBB CITY,2,78118,Webb City city,,29,1990,7449,7243,3,44,499,3323,513,3952,0,3,0,0,29,5,2,15,0.150165513090581,0.129807692307692
MO02701,BOONVILLE,2,7318,Boonville city,,29,1990,7095,5935,1023,56,850,3027,305,2945,442,699,45,328,32,15,1,24,0.28080607862570195,0.103565365025467
MO08401,BOLIVAR,2,6976,Bolivar city,,29,1990,6845,6647,44,68,789,2948,1051,3747,19,29,16,18,32,20,13,36,0.26763907734057,0.28049105951427805
MO09547,MANCHESTER,2,45668,Manchester city,,29,1990,6542,6034,226,82,449,3046,391,3057,24,117,26,111,41,10,1,41,0.147406434668418,0.127903173045469
MO00502,MONETT,2,49196,Monett city,,29,1990,6529,6429,0,25,383,2953,410,3489,0,0,0,0,9,4,3,16,0.129698611581443,0.11751218114072802
MO05501,AURORA,2,2548,Aurora city,,29,1990,6459,6342,4,52,434,2958,400,3426,1,3,0,1,32,5,4,20,0.14672075726842498,0.116754232340922
MO09569,SHREWSBURY,2,67700,Shrewsbury city,,29,1990,6416,6180,70,53,328,2691,342,3531,3,31,3,41,19,0,4,34,0.121887774061687,0.09685641461342402
MO03902,REPUBLIC,2,61238,Republic city,,29,1990,6292,6176,4,48,414,2898,421,3317,0,3,0,1,22,1,7,26,0.14285714285714302,0.126921917395237
MO04001,TRENTON,2,73816,Trenton city,,29,1990,6129,6036,10,40,325,2664,387,3405,2,5,2,5,24,7,2,16,0.121996996996997,0.11365638766519802
MO05002,DE SOTO,2,19252,De Soto city,,29,1990,5993,5847,111,21,387,2792,415,3073,11,53,9,58,11,0,0,10,0.138610315186246,0.13504718516108
MO09532,GLENDALE,2,27334,Glendale city,,29,1990,5945,5831,36,50,266,2804,258,3066,2,16,6,20,23,2,2,27,0.0948644793152639,0.0841487279843444
MO03607,UNION,2,74626,Union city,,29,1990,5909,5763,82,37,439,2745,406,3049,13,49,5,35,23,5,3,14,0.159927140255009,0.133158412594293
MO08902,RICHMOND,2,61670,Richmond city,,29,1990,5738,5433,242,31,301,2502,324,2944,21,117,15,130,16,4,2,15,0.12030375699440403,0.110054347826087
MO03606,SULLIVAN,2,71440,Sullivan city,,29,1990,5661,5616,2,21,367,2656,370,2980,1,1,1,1,9,2,2,12,0.13817771084337302,0.124161073825503
MO06103,MACON,2,45326,Macon city,,29,1990,5571,5205,330,14,300,2350,305,2865,21,156,29,174,7,1,0,7,0.127659574468085,0.106457242582897
MO09508,BRECKENRIDGE HILLS,2,8164,Breckenridge Hills village,,29,1990,5404,4277,993,68,281,2087,282,2213,63,425,88,576,37,3,9,31,0.134643028270244,0.127428829643019
MO09521,DELLWOOD,2,19018,Dellwood city,,29,1990,5245,4707,465,41,273,2302,251,2428,37,219,34,250,15,2,6,26,0.118592528236316,0.10337726523888
MO09564,ROCK HILL,2,62660,Rock Hill city,,29,1990,5217,3400,1693,62,156,1654,172,1793,138,800,126,898,32,2,3,30,0.094316807738815,0.0959286112660346
MO03506,MALDEN,2,45614,Malden city,,29,1990,5123,3833,1238,33,234,1724,250,2135,96,519,142,719,16,2,2,17,0.135730858468677,0.117096018735363
MO09553,NORTHWOODS,2,53408,Northwoods city,,29,1990,5106,546,4527,22,14,193,7,362,401,2099,387,2439,10,0,0,12,0.0725388601036269,0.0193370165745856
MO09561,PINE LAWN,2,57800,Pine Lawn city,,29,1990,5092,320,4717,30,8,167,9,163,424,2164,427,2560,19,2,2,11,0.0479041916167665,0.0552147239263804
MO09205,WENTZVILLE,2,78442,Wentzville city,,29,1990,5088,4267,719,70,249,2000,276,2300,36,324,56,405,38,2,4,32,0.1245,0.12
MO06701,CHARLESTON,2,13366,Charleston city,,29,1990,5085,3036,2027,14,158,1389,147,1654,178,915,192,1117,8,1,0,6,0.113750899928006,0.088875453446191
MO09570,SUNSET HILLS,2,71746,Sunset Hills city,,29,1990,4915,4755,55,36,263,2207,203,2573,6,28,4,27,19,2,1,17,0.119166289080199,0.0788962300816168
MO05801,BROOKFIELD,2,8650,Brookfield city,,29,1990,4888,4761,82,36,255,2159,214,2624,2,43,5,45,15,1,5,21,0.118110236220472,0.0815548780487805
MO05405,LEXINGTON,2,41870,Lexington city,,29,1990,4860,4445,350,31,412,2186,267,2279,45,184,26,173,23,9,1,8,0.18847209515096106,0.117156647652479
MO02501,CAMERON,2,10828,Cameron city,,29,1990,4831,4765,32,20,221,2154,287,2625,2,13,4,19,8,1,4,12,0.102599814298979,0.109333333333333
MO09526,EUREKA,2,22834,Eureka city,,29,1990,4683,4624,9,38,291,2164,281,2494,1,5,1,4,19,4,2,19,0.134473197781885,0.112670408981556
MO04809,OAK GROVE,2,53624,Oak Grove city,,29,1990,4565,4468,12,44,341,2159,341,2336,1,6,1,6,22,3,4,22,0.15794349235757302,0.14597602739726
MO03301,SALEM,2,65234,Salem city,,29,1990,4486,4414,1,41,273,1974,306,2467,0,0,1,1,20,3,5,21,0.138297872340426,0.124037292257803
MO09552,NORMANDY,2,52796,Normandy city,,29,1990,4480,2063,2225,32,101,989,117,1084,180,1006,210,1229,18,4,1,14,0.102123356926188,0.10793357933579302
MO06601,ELDON,2,21484,Eldon city,,29,1990,4419,4392,0,19,258,1950,256,2457,0,0,0,0,9,1,1,10,0.132307692307692,0.104192104192104
MO09701,SAINTE GENEVIEVE,2,64180,Ste. Genevieve city,,29,1990,4411,4357,11,18,262,2044,247,2328,0,4,1,7,11,1,0,7,0.12818003913894302,0.106099656357388
MO09584,WOODSON TERRACE,2,80962,Woodson Terrace city,,29,1990,4362,4152,120,37,229,1998,238,2186,5,48,5,73,18,2,1,19,0.11461461461461503,0.108874656907594
MO03604,PACIFIC,2,55910,Pacific city,,29,1990,4350,4155,128,39,328,1971,336,2211,11,70,7,58,17,3,3,22,0.16641298833079698,0.151967435549525
MO00601,LAMAR,2,40376,Lamar city,,29,1990,4168,4113,4,23,193,1837,222,2291,1,4,0,0,10,1,1,13,0.10506260206859,0.0969009166302924
MO09574,VALLEY PARK,2,75472,Valley Park city,,29,1990,4165,3916,151,54,269,1894,299,2061,7,67,15,86,24,4,5,30,0.142027455121436,0.145075206210577
MO02407,NORTH KANSAS CITY,2,53102,North Kansas City city,,29,1990,4130,3864,75,113,212,1715,244,2220,4,36,4,39,59,6,9,54,0.123615160349854,0.10990990990991
MO00702,BUTLER,2,10054,Butler city,,29,1990,4099,3958,97,18,171,1763,219,2204,8,47,7,50,7,0,1,11,0.0969937606352808,0.0993647912885662
MO05001,CRYSTAL CITY,2,17632,Crystal City city,,29,1990,4088,3705,322,26,216,1755,228,1963,16,156,30,178,12,0,2,14,0.123076923076923,0.116148751910341
MO04811,SUGAR CREEK,2,71368,Sugar Creek city,,29,1990,3982,3805,11,111,260,1939,254,1925,0,4,0,7,60,13,7,51,0.134089736977824,0.13194805194805198
MO08203,LOUISIANA,2,44174,Louisiana city,,29,1990,3967,3624,283,30,189,1684,195,1968,11,128,27,155,16,2,4,14,0.112232779097387,0.0990853658536585
MO09402,BONNE TERRE,2,7102,Bonne Terre city,,29,1990,3871,3841,11,6,268,1804,254,2043,1,8,0,3,4,0,0,2,0.148558758314856,0.12432697014194803
MO01905,PLEASANT HILL,2,58394,Pleasant Hill city,,29,1990,3827,3747,18,32,243,1781,287,1988,2,9,2,9,17,1,0,15,0.136440202133633,0.144366197183099
MO09557,PAGEDALE,2,55964,Pagedale city,,29,1990,3771,484,3227,40,19,231,16,270,283,1498,291,1745,14,0,4,26,0.0822510822510823,0.0592592592592593
MO10701,BRANSON,2,7966,Branson city,,29,1990,3706,3620,2,50,182,1629,217,2018,0,2,0,0,30,7,3,20,0.111724984653161,0.107532210109019
MO05406,ODESSA,2,54038,Odessa city,,29,1990,3695,3587,67,23,221,1661,240,1941,4,32,6,35,16,1,1,7,0.133052378085491,0.123647604327666
MO09581,WELLSTON,2,78370,Wellston city,,29,1990,3612,248,3342,5,15,117,10,134,321,1526,344,1818,2,0,1,3,0.12820512820512805,0.0746268656716418
MO11003,WARRENTON,2,77128,Warrenton city,,29,1990,3564,3458,49,31,197,1581,193,1900,1,19,2,30,12,0,3,19,0.12460468058191,0.101578947368421
MO06801,CALIFORNIA,2,10468,California city,,29,1990,3465,3420,22,4,194,1536,213,1886,0,11,0,11,2,0,1,2,0.126302083333333,0.112937433722163
MO01001,CENTRALIA,2,12898,Centralia city,,29,1990,3414,3316,58,21,192,1516,200,1821,6,30,1,28,7,1,0,14,0.12664907651715,0.109829763866008
MO09531,FRONTENAC,2,26110,Frontenac city,,29,1990,3374,3211,41,25,157,1578,158,1655,4,19,4,22,15,0,0,10,0.0994930291508238,0.0954682779456193
MO09527,FENTON,2,23950,Fenton city,,29,1990,3346,3289,3,29,232,1667,172,1648,0,2,0,1,15,4,3,14,0.139172165566887,0.104368932038835
MO09563,RIVERVIEW,2,62192,Riverview village,,29,1990,3242,2948,264,18,154,1409,150,1553,14,110,31,154,4,0,6,14,0.109297374024131,0.0965872504829362
MO09506,BEL-RIDGE,2,4366,Bel-Ridge village,,29,1990,3199,1281,1874,22,77,630,78,659,174,862,186,1022,13,1,2,9,0.12222222222222197,0.118361153262519
MO10101,CHAFFEE,2,12988,Chaffee city,,29,1990,3059,3050,2,2,180,1379,195,1673,0,1,0,1,0,0,0,2,0.13052936910804902,0.11655708308428
MO04203,WINDSOR,2,80350,Windsor city,,29,1990,3044,2980,13,26,188,1388,165,1616,0,6,0,7,9,1,3,17,0.135446685878963,0.10210396039604
MO08305,RIVERSIDE,2,62156,Riverside city,,29,1990,3010,2701,134,103,226,1364,230,1373,13,74,12,65,50,10,9,53,0.165689149560117,0.16751638747268802
MO08201,BOWLING GREEN,2,7660,Bowling Green city,,29,1990,2976,2630,304,31,162,1183,166,1471,23,137,21,169,17,2,3,14,0.13693998309382902,0.112848402447315
MO08302,PLATTE CITY,2,58178,Platte City city,,29,1990,2947,2825,74,33,205,1390,187,1451,10,42,8,35,10,2,5,23,0.147482014388489,0.128876636802205
MO09505,BEL-NOR,2,4348,Bel-Nor village,,29,1990,2935,1770,1112,25,50,760,58,1023,65,468,71,651,11,1,0,14,0.0657894736842105,0.0566959921798631
MO04501,FAYETTE,2,23842,Fayette city,,29,1990,2888,2365,492,17,331,1108,282,1268,67,231,50,261,11,3,2,6,0.29873646209386306,0.222397476340694
MO04802,BUCKNER,2,9424,Buckner city,,29,1990,2873,2821,2,26,198,1357,214,1481,0,1,0,4,7,1,1,19,0.14591009579955802,0.144496961512492
MO05006,PEVELY,2,57278,Pevely city,,29,1990,2831,2812,9,6,223,1328,246,1489,0,4,0,5,1,0,2,5,0.167921686746988,0.165211551376763
MO03702,HERMANN,2,31762,Hermann city,,29,1990,2754,2727,5,18,124,1259,129,1475,0,5,1,1,9,3,2,9,0.0984908657664813,0.0874576271186441
MO09551,MOLINE ACRES,2,49088,Moline Acres city,,29,1990,2710,814,1851,12,36,370,35,452,181,833,178,1020,6,0,0,6,0.0972972972972973,0.0774336283185841
MO11103,POTOSI,2,59330,Potosi city,,29,1990,2683,2614,53,10,167,1206,160,1413,2,24,3,29,5,0,1,5,0.13847429519071305,0.113234253361642
MO00405,VANDALIA,2,75688,Vandalia city,,29,1990,2683,2347,316,9,121,1101,126,1254,23,143,21,173,6,1,0,3,0.109900090826521,0.100478468899522
MO05803,MARCELINE,2,45866,Marceline city,,29,1990,2645,2604,9,28,111,1153,130,1471,0,6,0,3,9,0,2,19,0.0962705984388552,0.08837525492861999
MO05601,CANTON,2,11134,Canton city,,29,1990,2623,2512,83,11,366,1106,518,1415,19,40,23,43,4,4,3,7,0.330922242314647,0.366077738515901
MO01502,OSAGE BEACH,2,55244,Osage Beach city,,29,1990,2599,2549,15,15,140,1252,127,1308,0,10,0,5,5,1,2,10,0.111821086261981,0.0970948012232416
MO02408,SMITHVILLE,2,68420,Smithville city,,29,1990,2525,2486,11,12,124,1137,164,1355,0,4,1,7,6,1,1,6,0.10905892700088,0.121033210332103
MO09513,CLARKSON VALLEY,2,14176,Clarkson Valley city,,29,1990,2508,2388,30,20,150,1201,178,1206,0,14,1,16,10,0,2,10,0.124895920066611,0.14759535655057998
MO08301,PARKVILLE,2,56288,Parkville city,,29,1990,2402,2130,122,78,178,1065,223,1109,38,85,16,44,43,13,11,35,0.167136150234742,0.201082055906222
MO01405,HOLTS SUMMIT,2,32770,Holts Summit city,,29,1990,2292,2196,54,24,149,1090,162,1113,7,30,3,24,18,2,1,6,0.136697247706422,0.1455525606469
MO07002,MONTGOMERY CITY,2,49574,Montgomery City city,,29,1990,2281,2146,121,7,109,962,138,1188,5,58,6,63,3,1,1,4,0.113305613305613,0.116161616161616
MO02505,PLATTSBURG,2,58250,Plattsburg city,,29,1990,2248,1957,235,45,108,935,119,1037,10,122,17,123,26,10,3,19,0.115508021390374,0.114754098360656
MO09802,SLATER,2,68204,Slater city,,29,1990,2186,1923,229,24,102,851,109,1086,10,102,13,130,16,1,1,8,0.119858989424207,0.10036832412523
MO04807,LAKE LOTAWANA,2,39980,Lake Lotawana city,,29,1990,2141,2106,2,17,112,1062,112,1056,0,1,1,1,7,1,0,10,0.105461393596987,0.106060606060606
MO09579,WARSON WOODS,2,77182,Warson Woods city,,29,1990,2049,2016,6,15,94,992,77,1032,0,2,1,4,7,2,2,8,0.094758064516129,0.0746124031007752
MO08503,RICHLAND,2,61562,Richland city,,29,1990,2029,1981,2,24,112,890,136,1106,0,2,0,0,9,1,3,15,0.12584269662921302,0.122965641952984
MO04902,CARTERVILLE,2,11638,Carterville city,,29,1990,2013,1951,0,18,132,889,156,1070,0,0,0,0,5,1,4,13,0.14848143982002202,0.145794392523364
MO09577,VINITA PARK,2,76246,Vinita Park city,,29,1990,2001,1047,917,16,51,486,61,572,69,407,77,512,10,1,0,6,0.104938271604938,0.106643356643357
MO09539,,2,32266,Hillsdale village,,29,1990,1948,135,1798,10,4,57,5,80,172,812,163,993,3,1,3,7,0.0701754385964912,0.0625
MO04803,GRAIN VALLEY,2,28090,Grain Valley city,,29,1990,1898,1859,7,23,136,910,134,956,0,3,1,4,9,2,2,14,0.14945054945054906,0.140167364016736
MO03101,GALLATIN,2,26308,Gallatin city,,29,1990,1864,1846,1,10,105,801,106,1052,0,0,0,1,7,2,0,3,0.131086142322097,0.100760456273764
MO02405,KEARNEY,2,38072,Kearney city,,29,1990,1790,1768,3,12,136,851,129,924,0,2,0,1,5,0,1,7,0.15981198589894194,0.13961038961039002
