ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
AZ00719,PARADISE VALLEY,2,52930,Paradise Valley town,,4,1990,11671,11200,28,237,662,5619,643,5758,1,16,2,15,103,21,22,134,0.117814557750489,0.11167071899965303
AZ01311,PRESCOTT VALLEY,2,57450,Prescott Valley town,,4,1990,8858,8205,39,503,441,4231,434,4322,2,17,3,23,257,31,28,246,0.104230678326637,0.100416473854697
AZ00406,PAYSON,2,53700,Payson town,,4,1990,8377,8038,7,259,315,3865,300,4343,1,5,0,2,119,17,15,140,0.0815006468305304,0.0690766751093714
AZ00909,WINSLOW,2,83930,Winslow city,,4,1990,8190,3804,286,2176,336,2541,347,2699,27,155,14,149,1071,180,194,1105,0.13223140495867802,0.12856613560578
AZ01314,SEDONA,2,65350,Sedona city,,4,1990,7720,7231,21,405,232,3492,199,4115,1,13,4,13,226,56,30,179,0.0664375715922108,0.048359659781287985
AZ01107,FLORENCE,2,23760,Florence town,,4,1990,7510,4162,713,2359,728,3906,172,1731,144,636,18,110,1755,436,89,604,0.186379928315412,0.0993645291738879
AZ00503,SAFFORD,2,62000,Safford city,,4,1990,7359,4360,111,2781,451,2980,436,3357,11,72,9,59,1350,239,218,1431,0.15134228187919502,0.129877867143283
AZ01105,ELOY,2,22360,Eloy city,,4,1990,7211,1465,539,4862,151,1115,135,1109,55,282,55,284,2477,433,407,2385,0.13542600896861,0.121731289449955
AZ00727,SURPRISE,2,71510,Surprise town,,4,1990,7122,3048,106,3916,158,1903,135,1993,7,57,7,56,2013,385,357,1903,0.0830267997898056,0.0677370797792273
AZ01103,COOLIDGE,2,15500,Coolidge city,,4,1990,6927,3790,529,2307,257,2080,241,2318,48,270,40,297,1112,185,182,1195,0.12355769230769198,0.103968938740293
AZ01007,ORO VALLEY,2,51600,Oro Valley town,,4,1990,6670,6110,36,431,355,3143,360,3306,2,19,2,18,213,41,45,218,0.112949411390391,0.10889292196007302
AZ00308,PAGE,2,51810,Page city,,4,1990,6598,4673,35,329,281,2468,249,2342,3,19,4,16,168,29,22,161,0.11385737439222,0.106319385140905
AZ00203,BISBEE,2,6260,Bisbee city,,4,1990,6288,3909,25,2292,354,2834,291,3133,2,20,0,10,1082,177,158,1210,0.124911785462244,0.0928822215129269
AZ00715,GOODYEAR,2,28380,Goodyear city,,4,1990,6258,3837,425,1780,514,2618,258,1852,61,329,29,123,1080,226,140,700,0.19633307868602,0.139308855291577
AZ01313,CAMP VERDE,2,9690,Camp Verde town,,4,1990,6243,5517,13,293,288,2721,293,2981,0,8,0,5,146,24,27,147,0.105843439911797,0.0982891647098289
AZ00401,GLOBE,2,28030,Globe city,,4,1990,6062,3843,32,2005,321,2429,310,2640,1,13,3,21,971,147,158,1034,0.132153149444216,0.117424242424242
AZ01303,COTTONWOOD,2,16410,Cottonwood city,,4,1990,5918,5059,13,740,300,2547,298,2966,0,9,1,5,375,58,57,365,0.117785630153121,0.10047201618341198
AZ01403,SOMERTON,2,68080,Somerton city,,4,1990,5282,185,10,5044,429,2101,442,2149,0,8,2,4,2512,524,529,2532,0.20418848167539305,0.20567705909725506
AZ01001,SOUTH TUCSON,2,68850,South Tucson city,,4,1990,5093,359,114,4244,104,777,90,694,6,79,7,47,2098,409,325,2146,0.133848133848134,0.129682997118156
AZ00703,BUCKEYE,2,7940,Buckeye town,,4,1990,5038,3329,190,1389,281,1900,257,1891,10,90,16,114,691,115,122,698,0.14789473684210502,0.13590692755156
AZ00903,SHOW LOW,2,66470,Show Low city,,4,1990,5019,4529,9,299,287,2328,321,2410,1,9,0,3,153,33,16,146,0.123281786941581,0.133195020746888
AZ00707,EL MIRAGE,2,22220,El Mirage town,,4,1990,5001,917,112,3948,125,881,124,883,13,66,14,65,1993,399,357,1955,0.141884222474461,0.140430351075878
AZ01312,CHINO VALLEY,2,12840,Chino Valley town,,4,1990,4837,4558,10,199,236,2300,215,2395,0,3,0,8,105,13,19,94,0.10260869565217402,0.0897703549060543
AZ00901,HOLBROOK,2,33280,Holbrook city,,4,1990,4686,2552,134,1065,223,1400,203,1500,17,81,11,57,512,88,93,553,0.159285714285714,0.135333333333333
AZ00733,WICKENBURG,2,82740,Wickenburg town,,4,1990,4515,4165,2,281,212,2008,214,2324,0,0,0,2,141,21,24,140,0.10557768924302803,0.0920826161790017
AZ00731,TOLLESON,2,74190,Tolleson city,,4,1990,4434,996,20,3308,126,829,143,899,0,9,1,11,1673,320,283,1635,0.151990349819059,0.159065628476085
AZ01408,SAN LUIS,2,63470,San Luis city,,4,1990,4212,16,0,4196,443,1951,444,1940,0,0,0,0,2140,498,470,2056,0.22706304459251694,0.228865979381443
AZ00101,EAGAR,2,20960,Eagar town,,4,1990,4025,3327,2,524,212,1829,211,1854,0,2,0,0,266,39,35,258,0.115910333515582,0.11380798274002198
AZ00201,BENSON,2,5770,Benson city,,4,1990,3824,2950,8,831,187,1779,198,1925,2,9,2,3,404,54,70,427,0.10511523327712198,0.102857142857143
AZ00505,THATCHER,2,73420,Thatcher town,,4,1990,3763,2896,36,742,368,1703,399,1886,22,27,4,10,349,60,91,393,0.216089254257193,0.211558854718982
AZ00905,SNOWFLAKE-TAYLOR,2,67800,Snowflake town,,4,1990,3679,3061,11,210,241,1638,223,1590,0,9,0,2,112,21,22,98,0.147130647130647,0.14025157232704402
AZ01112,SUPERIOR,2,71300,Superior town,,4,1990,3468,1014,0,2432,159,1180,147,1250,0,1,0,1,1197,183,161,1235,0.134745762711864,0.1176
AZ00103,SAINT JOHNS,2,62350,St. Johns city,,4,1990,3294,2399,8,744,167,1301,157,1286,2,7,0,3,362,44,63,382,0.12836279784780902,0.122083981337481
AZ00213,WILLCOX,2,83090,Willcox city,,4,1990,3122,2114,18,962,153,1215,149,1336,2,9,1,9,499,91,74,463,0.125925925925926,0.111526946107784
AZ01501,PARKER,2,53070,Parker town,,4,1990,2897,1529,49,723,121,979,116,977,5,33,1,24,357,54,66,366,0.123595505617978,0.118730808597748
AZ00735,YOUNGTOWN,2,85400,Youngtown town,,4,1990,2542,2344,25,169,29,955,45,1469,1,9,1,16,82,16,20,87,0.0303664921465969,0.0306330837304289
