ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Pct_WYM,Pct_WYF
IN04400,LAGRANGE,1,99087,Lagrange County,87.0,18,1990,29477,28931,37,2412,14522,2257,14634,20,31,3,13,0.166092824679796,0.15422987563208998
IN04500,LAKE,1,99089,Lake County,89.0,18,1990,475594,312113,115340,22425,162520,22183,171683,8773,53200,9817,63488,0.13798301747477199,0.12920906554522
IN04600,LA PORTE,1,99091,La Porte County,91.0,18,1990,107066,95229,9522,6773,48312,5996,47974,1032,5554,706,4026,0.140192912733896,0.124984366531871
IN04700,LAWRENCE,1,99093,Lawrence County,93.0,18,1990,42836,42418,108,3025,20621,2834,21915,7,49,8,60,0.14669511662867998,0.12931781884554
IN04800,MADISON,1,99095,Madison County,95.0,18,1990,130669,119207,9823,8833,58159,8434,61575,1095,5218,829,4652,0.151876751663543,0.13697117336581402
IN05100,MARTIN,1,99101,Martin County,101.0,18,1990,10369,10316,11,728,5089,685,5232,1,7,1,5,0.143053645116919,0.130925076452599
IN05200,MIAMI,1,99103,Miami County,103.0,18,1990,36897,34467,1089,2736,17115,2464,17669,116,596,91,519,0.159859772129711,0.139453279755504
IN05300,MONROE,1,99105,Monroe County,105.0,18,1990,108978,101814,2789,15283,49635,16873,53117,558,1364,759,1471,0.30790772640274,0.317657247208991
IN05400,MONTGOMERY,1,99107,Montgomery County,107.0,18,1990,34436,33873,200,2749,16823,2130,17148,46,117,12,84,0.163407240087975,0.12421273617914601
IN05600,NEWTON,1,99111,Newton County,111.0,18,1990,13551,13305,9,897,6611,834,6825,0,2,0,7,0.135682952654666,0.12219780219780199
IN06400,PORTER,1,99127,Porter County,127.0,18,1990,128932,123444,446,9718,61794,9710,64535,62,231,50,223,0.157264459332621,0.150460990160378
IN06600,PULASKI,1,99131,Pulaski County,131.0,18,1990,12643,12431,65,840,6156,791,6353,4,33,3,32,0.1364522417154,0.124508106406422
IN06700,PUTNAM,1,99133,Putnam County,133.0,18,1990,30315,29089,813,2979,14695,2738,14501,206,679,63,147,0.20272201429057501,0.188814564512792
IN06800,RANDOLPH,1,99135,Randolph County,135.0,18,1990,27148,26811,56,1918,13046,1835,13901,6,28,1,28,0.14701824313966,0.13200489173440802
IN06900,RIPLEY,1,99137,Ripley County,137.0,18,1990,24616,24453,16,1758,12002,1740,12499,1,10,0,6,0.1464755874021,0.139211136890951
IN07000,RUSH,1,99139,Rush County,139.0,18,1990,18129,17855,137,1290,8663,1299,9238,12,70,19,72,0.148909153872792,0.140614851699502
IN07100,SAINT JOSEPH,1,99141,St. Joseph County,141.0,18,1990,247052,214455,23953,17609,104873,16937,112111,2012,11179,2191,13011,0.167907850447684,0.151073489666491
IN07500,STARKE,1,99149,Starke County,149.0,18,1990,22747,22195,72,1646,11041,1538,11405,5,35,7,38,0.14908069921202802,0.13485313459009202
IN07600,STEUBEN,1,99151,Steuben County,151.0,18,1990,27446,27010,51,2229,13518,1880,13628,12,33,6,18,0.164891256102974,0.137951276783094
IN07800,,1,99155,Switzerland County,155.0,18,1990,7738,7675,15,514,3779,464,3916,2,9,1,6,0.136014818735115,0.11848825331971401
IN07900,TIPPECANOE,1,99157,Tippecanoe County,157.0,18,1990,130598,120724,2636,19217,61505,15893,60508,556,1355,607,1305,0.312446142590033,0.262659483043565
IN08000,TIPTON,1,99159,Tipton County,159.0,18,1990,16119,15912,10,1099,7771,1027,8219,1,8,1,2,0.14142324025222,0.124954374011437
IN08200,,1,99163,Vanderburgh County,163.0,18,1990,165058,150576,12354,9749,71249,10477,79967,1019,5727,1015,6683,0.136829990596359,0.131016544324534
IN08500,WABASH,1,99169,Wabash County,169.0,18,1990,35069,34261,130,2707,16663,2632,17799,23,68,26,70,0.162455740262858,0.14787347603798
IN08700,WARRICK,1,99173,Warrick County,173.0,18,1990,44920,44154,371,3091,21782,2920,22492,31,189,35,182,0.141906161050409,0.129823937399964
IN08900,WAYNE,1,99177,Wayne County,177.0,18,1990,71951,67335,3756,4838,32170,4976,35362,340,1864,336,1931,0.150388560770905,0.14071602284938597
IN09000,WELLS,1,99179,Wells County,179.0,18,1990,25948,25591,10,1662,12488,1642,13270,1,6,0,4,0.13308776425368402,0.12373775433308198
IN09100,WHITE,1,99181,White County,181.0,18,1990,23265,22998,2,1454,11178,1399,11949,0,0,0,2,0.130076936840222,0.11708092727424901
IN04900,MARION,2,36010,Indianapolis city (remainder),,18,1990,731327,550049,164789,37061,265561,39599,288862,12845,76333,14015,89237,0.13955738982757301,0.13708622110211802
IN00201,FORT WAYNE,2,25000,Fort Wayne city,,18,1990,173072,137184,28732,9864,66238,10085,73006,2498,13583,2687,15406,0.14891753978079,0.138139331013889
IN08201,EVANSVILLE,2,22000,Evansville city,,18,1990,126272,112571,11976,7292,52478,7943,60612,978,5534,979,6497,0.13895346621441398,0.131046657427572
IN04505,GARY,2,27000,Gary city,,18,1990,116646,16403,93119,1198,9174,1160,9846,6982,42640,7927,51342,0.13058643993895802,0.117814340849076
IN07102,SOUTH BEND,2,71000,South Bend city,,18,1990,105511,78764,21838,5090,37991,4933,42230,1722,10144,1893,11905,0.133979100313232,0.116812692398769
IN04507,HAMMOND,2,31000,Hammond city,,18,1990,84236,66104,7634,4669,34571,4725,36894,599,3632,667,4111,0.135055393248677,0.12806960481379098
IN01801,MUNCIE,2,51876,Muncie city,,18,1990,71035,62964,6729,8970,29551,9917,33753,717,3051,870,3723,0.303543027308721,0.29381092051076896
IN05301,BLOOMINGTON,2,5860,Bloomington city,,18,1990,60633,54600,2401,12119,26206,13905,29065,530,1153,729,1288,0.462451347019766,0.47841045931532794
IN04802,ANDERSON,2,1468,Anderson city,,18,1990,59459,50233,8409,3810,23558,4055,26902,818,3964,798,4478,0.161728499872655,0.150732287562263
IN08401,TERRE HAUTE,2,75428,Terre Haute city,,18,1990,57483,50505,5295,5935,24479,4923,26468,588,2963,575,2452,0.24245271457167397,0.185998186489346
IN03401,KOKOMO,2,40392,Kokomo city,,18,1990,44962,39763,3970,2699,18771,2837,21489,277,1829,308,2172,0.14378562676469,0.132021034017404
IN07901,LAFAYETTE,2,40788,Lafayette city,,18,1990,43764,41481,933,3169,20183,2994,21762,79,508,76,428,0.157013328048358,0.13757926661152498
IN02001,ELKHART,2,20728,Elkhart city,,18,1990,43627,36141,6041,2507,17407,2640,19219,498,2845,559,3243,0.144022519675992,0.137364066808887
IN07101,MISHAWAKA,2,49932,Mishawaka city,,18,1990,42608,41029,665,3037,19365,3215,21989,64,302,68,376,0.156829331267751,0.14620946837054902
IN08901,RICHMOND,2,64260,Richmond city,,18,1990,38705,34557,3514,2630,16058,2879,18619,322,1721,323,1832,0.163781292813551,0.154626993930931
IN02201,NEW ALBANY,2,52326,New Albany city,,18,1990,36322,33705,2250,2278,15673,2339,18169,150,1009,198,1242,0.14534549862821397,0.12873575870989
IN04503,EAST CHICAGO,2,19486,East Chicago city,,18,1990,33892,6476,11078,855,6240,844,6641,856,5135,984,6244,0.137019230769231,0.127089293781057
IN04602,MICHIGAN CITY,2,48798,Michigan City city,,18,1990,33822,25277,7576,1742,12583,1703,13045,679,3949,654,3676,0.138440753397441,0.130548102721349
IN02702,MARION,2,46908,Marion city,,18,1990,32618,26427,4795,1852,12749,1946,14201,412,2335,395,2503,0.14526629539571698,0.13703260333779302
IN00301,COLUMBUS,2,14734,Columbus city,,18,1990,31802,30142,790,2076,14252,2168,16082,72,409,67,389,0.145663766488914,0.134809103345355
IN06402,PORTAGE,2,61092,Portage city,,18,1990,29060,26894,115,2000,13742,2082,14487,9,58,7,59,0.14553922282054998,0.143715054876786
IN04514,MERRILLVILLE,2,48528,Merrillville town,,18,1990,27257,23757,1356,1608,11935,1649,13063,81,668,75,699,0.13472978634269,0.12623440251090898
IN04902,LAWRENCE,2,42426,Lawrence city,,18,1990,26763,22921,2851,1441,11405,1512,11794,233,1342,270,1526,0.126348092941692,0.12820078005765598
IN04103,GREENWOOD,2,29898,Greenwood city,,18,1990,26265,25693,20,1804,12152,1950,13720,1,11,2,9,0.14845292955892003,0.14212827988338197
IN07902,WEST LAFAYETTE,2,82862,West Lafayette city,,18,1990,25907,22657,554,7007,12293,5016,10681,160,267,191,292,0.569999186528919,0.46961894953656
IN02901,CARMEL,2,10342,Carmel city,,18,1990,25380,24429,127,1509,11856,1502,12753,2,69,2,63,0.127277327935223,0.11777620951932902
IN06403,VALPARAISO,2,78326,Valparaiso city,,18,1990,24414,23606,138,2634,11225,2767,12648,30,73,22,69,0.234654788418708,0.218769765970905
IN02002,GOSHEN,2,28386,Goshen city,,18,1990,23797,22142,241,1926,10970,1957,11799,61,168,26,85,0.17556973564266198,0.16586151368760096
IN04508,HIGHLAND,2,33466,Highland town,,18,1990,23696,22503,55,1534,11172,1549,11993,0,19,11,37,0.137307554600788,0.129158675894272
IN01003,JEFFERSONVILLE,2,38358,Jeffersonville city,,18,1990,21841,18790,2740,1232,8792,1327,10072,214,1270,228,1494,0.14012738853503198,0.131751389992057
IN04509,HOBART,2,34114,Hobart city,,18,1990,21822,20647,48,1467,10421,1307,11046,0,13,5,35,0.14077343824968802,0.11832337497736697
IN04601,LA PORTE,2,42246,La Porte city,,18,1990,21507,20615,327,1474,9940,1370,10987,52,194,20,135,0.14828973843058302,0.12469281878583802
IN04510,MUNSTER,2,51912,Munster town,,18,1990,19949,18608,87,1124,9096,1040,9897,2,28,4,59,0.123570800351803,0.10508234818631901
IN04516,SCHERERVILLE,2,68220,Schererville town,,18,1990,19926,18792,139,1288,9638,1257,9692,29,91,3,52,0.13363768416684,0.12969459347915802
IN04202,VINCENNES,2,79208,Vincennes city,,18,1990,19859,19093,458,2754,9249,1906,9918,147,241,130,224,0.29776192020759,0.19217584190360998
IN01002,CLARKSVILLE,2,12934,Clarksville town,,18,1990,19833,18804,725,1346,8698,1397,10191,52,337,48,400,0.154748217981145,0.13708173878912802
IN04506,GRIFFITH,2,30042,Griffith town,,18,1990,17916,16353,428,1256,8398,1209,8561,29,183,43,251,0.149559418909264,0.141221819880855
IN03302,NEW CASTLE,2,52740,New Castle city,,18,1990,17753,17207,379,1227,8026,1223,9249,23,171,21,211,0.152878146025417,0.13223051140663902
IN04502,CROWN POINT,2,16138,Crown Point city,,18,1990,17728,16955,241,1044,8154,1028,9103,90,235,1,24,0.1280353200883,0.112929803361529
IN02902,NOBLESVILLE,2,54180,Noblesville city,,18,1990,17655,17244,171,1125,8340,1163,8972,6,87,11,87,0.134892086330935,0.12962550156041
IN00901,LOGANSPORT,2,44658,Logansport city,,18,1990,16812,16412,196,1067,7525,1113,8957,13,105,13,92,0.141794019933555,0.12426035502958599
IN03501,HUNTINGTON,2,35302,Huntington city,,18,1990,16389,16018,31,1237,7625,1285,8491,4,19,2,14,0.162229508196721,0.15133670945707198
IN03602,SEYMOUR,2,68832,Seymour city,,18,1990,15576,15207,118,1081,7114,1111,8136,8,62,10,62,0.151953893730672,0.13655358898721698
IN02101,CONNERSVILLE,2,14932,Connersville city,,18,1990,15550,15035,400,1153,7109,1041,7977,36,188,31,213,0.162188774792517,0.130500188040617
IN01201,FRANKFORT,2,25324,Frankfort city,,18,1990,14754,14307,30,968,6788,987,7728,4,16,2,16,0.14260459634649403,0.127717391304348
IN04504,LAKE STATION,2,41535,Lake Station city,,18,1990,13899,11951,25,950,6338,944,6529,2,15,0,16,0.14988955506468898,0.144585694593353
IN04701,BEDFORD,2,4114,Bedford city,,18,1990,13817,13622,60,853,6225,844,7440,4,28,4,32,0.137028112449799,0.113440860215054
IN05401,CRAWFORDSVILLE,2,15742,Crawfordsville city,,18,1990,13584,13189,172,1437,6488,803,6762,44,103,7,70,0.22148581997533898,0.118751848565513
IN04901,BEECH GROVE,2,4204,Beech Grove city,,18,1990,13383,13171,32,901,6123,911,7109,3,18,4,15,0.147150089825249,0.128147418764946
IN04903,SPEEDWAY,2,71828,Speedway town,,18,1990,13092,12153,713,792,5634,837,6580,72,338,79,377,0.14057507987220402,0.12720364741641302
IN04102,FRANKLIN,2,25450,Franklin city,,18,1990,12907,12566,195,1066,5749,1124,6884,15,86,23,109,0.185423551922073,0.16327716443927898
IN08502,WABASH,2,79370,Wabash city,,18,1990,12127,11749,62,846,5640,801,6199,6,34,9,32,0.15,0.129214389417648
IN00601,LEBANON,2,42624,Lebanon city,,18,1990,12059,11832,30,770,5559,808,6353,3,18,1,12,0.138514121244828,0.127184007555486
IN03901,MADISON,2,45990,Madison city,,18,1990,12006,11610,230,777,5483,750,6162,19,116,17,114,0.141710742294364,0.12171372930866602
IN05501,MARTINSVILLE,2,47448,Martinsville city,,18,1990,11677,11565,0,885,5455,866,6155,0,0,0,0,0.162236480293309,0.14069861900893602
IN03001,GREENFIELD,2,29520,Greenfield city,,18,1990,11657,11441,12,824,5465,820,6081,1,7,2,5,0.150777676120769,0.134846242394343
IN04301,WARSAW,2,80306,Warsaw city,,18,1990,10968,10423,115,702,4978,736,5628,6,63,7,54,0.141020490156689,0.130774697938877
IN04513,DYER,2,19270,Dyer town,,18,1990,10923,10337,63,695,5192,661,5466,8,38,1,25,0.133859784283513,0.120929381631906
IN03203,PLAINFIELD,2,60246,Plainfield town,,18,1990,10433,10266,46,639,4866,628,5435,3,20,4,26,0.13131935881627602,0.115547378104876
IN01902,JASPER,2,37782,Jasper city,,18,1990,10030,9952,15,652,4782,645,5211,0,9,1,6,0.136344625679632,0.12377662636730001
IN04803,ELWOOD,2,21070,Elwood city,,18,1990,9494,9337,0,668,4518,605,4905,0,0,0,0,0.14785303231518399,0.123343527013252
IN01701,AUBURN,2,2674,Auburn city,,18,1990,9379,9246,2,626,4378,590,4917,0,1,0,1,0.14298766560073098,0.11999186495830802
IN00202,NEW HAVEN,2,52992,New Haven city,,18,1990,9320,9139,24,661,4518,670,4685,2,14,1,10,0.14630367419211998,0.143009605122732
IN06401,CHESTERTON,2,12412,Chesterton town,,18,1990,9124,8852,9,565,4313,608,4725,0,3,0,6,0.130999304428472,0.128677248677249
IN09001,BLUFFTON,2,6220,Bluffton city,,18,1990,9020,8853,6,575,4111,620,4823,1,3,0,3,0.139868645098516,0.12855069458843
IN04501,CEDAR LAKE,2,11062,Cedar Lake town,,18,1990,8885,8640,2,602,4348,620,4445,0,1,0,1,0.138454461821527,0.139482564679415
IN00102,DECATUR,2,17074,Decatur city,,18,1990,8644,8003,14,602,3893,598,4373,3,10,3,5,0.154636527099923,0.136748227761262
IN05002,PLYMOUTH,2,60822,Plymouth city,,18,1990,8303,7774,17,584,3734,546,4235,3,13,1,4,0.156400642742367,0.12892561983471099
IN06201,TELL CITY,2,75248,Tell City city,,18,1990,8088,8027,7,503,3746,504,4298,2,4,0,3,0.13427656166577698,0.11726384364820801
IN05701,KENDALLVILLE,2,39402,Kendallville city,,18,1990,7773,7653,9,542,3585,548,4119,3,5,3,4,0.15118549511854998,0.13304200048555498
IN01101,BRAZIL,2,7174,Brazil city,,18,1990,7640,7499,97,533,3410,507,4113,6,42,4,55,0.15630498533724302,0.12326768781911
IN03201,BROWNSBURG,2,8416,Brownsburg town,,18,1990,7628,7552,4,499,3620,468,3943,0,2,0,2,0.137845303867403,0.11869135176261698
IN02907,FISHERS,2,23278,Fishers town,,18,1990,7508,7247,76,296,3620,351,3695,6,38,3,39,0.08176795580110499,0.0949932341001353
IN06501,MOUNT VERNON,2,51732,Mount Vernon city,,18,1990,7217,6897,262,459,3278,462,3639,24,127,17,135,0.140024405125076,0.126957955482275
IN00501,HARTFORD CITY,2,32242,Hartford City city,,18,1990,6960,6870,4,448,3277,456,3637,1,2,1,3,0.136710405859017,0.125378058839703
IN08701,BOONVILLE,2,6616,Boonville city,,18,1990,6724,6644,39,414,3089,436,3567,7,22,1,17,0.134023955972807,0.122231567143258
IN03802,PORTLAND,2,61236,Portland city,,18,1990,6483,6372,9,434,2941,424,3464,1,5,1,4,0.147568854131248,0.12240184757505801
IN04512,LOWELL,2,45144,Lowell town,,18,1990,6430,6276,0,445,3155,420,3231,0,0,0,0,0.14104595879556303,0.129990714948932
IN08501,NORTH MANCHESTER,2,54954,North Manchester town,,18,1990,6383,6204,45,696,2730,770,3509,11,23,15,25,0.254945054945055,0.21943573667711605
IN02701,GAS CITY,2,27054,Gas City city,,18,1990,6296,6175,7,452,2915,485,3325,1,5,0,2,0.15506003430531698,0.145864661654135
IN01001,CHARLESTOWN,2,12124,Charlestown city,,18,1990,5889,5701,108,415,2675,434,3058,9,57,7,51,0.15514018691588802,0.14192282537606302
IN07601,ANGOLA,2,1666,Angola city,,18,1990,5824,5625,27,830,2814,523,2848,10,20,4,7,0.294953802416489,0.18363764044943803
IN01004,SELLERSBURG,2,68670,Sellersburg town,,18,1990,5745,5678,3,389,2721,408,2983,0,0,1,3,0.142962146269754,0.13677505866577302
IN04801,ALEXANDRIA,2,910,Alexandria city,,18,1990,5709,5672,4,398,2657,425,3031,0,0,1,4,0.149792999623636,0.140217749917519
IN08801,SALEM,2,67464,Salem city,,18,1990,5619,5571,15,384,2523,387,3064,0,10,0,5,0.15219976218787196,0.126305483028721
IN05502,MOORESVILLE,2,50976,Mooresville town,,18,1990,5541,5490,5,432,2586,410,2923,1,4,0,1,0.167053364269142,0.140266849127609
IN07001,RUSHVILLE,2,66438,Rushville city,,18,1990,5533,5391,99,393,2548,370,2849,6,45,15,54,0.15423861852433302,0.12987012987013
IN02003,NAPPANEE,2,52020,Nappanee city,,18,1990,5510,5429,3,392,2651,422,2827,0,0,1,3,0.147868728781592,0.149274849663955
IN01703,GARRETT,2,26386,Garrett city,,18,1990,5349,5255,11,422,2513,402,2773,0,6,1,5,0.167926780740151,0.144969347277317
IN07201,SCOTTSBURG,2,68526,Scottsburg city,,18,1990,5334,5270,12,358,2406,363,2878,1,6,0,6,0.14879467996675,0.12612925642807502
IN04001,NORTH VERNON,2,55116,North Vernon city,,18,1990,5311,5151,93,370,2339,370,2842,5,42,6,53,0.158187259512612,0.13019000703729802
IN04607,WESTVILLE,2,83420,Westville town,,18,1990,5255,3901,1229,491,2954,175,1036,258,1202,0,30,0.16621530128639098,0.168918918918919
IN01901,HUNTINGBURG,2,35284,Huntingburg city,,18,1990,5242,5163,10,329,2423,351,2781,1,4,1,6,0.135782088320264,0.12621359223300999
IN09101,MONTICELLO,2,50760,Monticello city,,18,1990,5237,5159,0,332,2369,341,2824,0,0,0,0,0.140143520472773,0.120750708215297
IN06802,WINCHESTER,2,84752,Winchester city,,18,1990,5095,5030,10,383,2359,329,2698,0,3,0,7,0.162356930902925,0.121942179392142
IN03701,RENSSELAER,2,63792,Rensselaer city,,18,1990,5045,4941,5,323,2278,340,2720,0,2,1,3,0.141791044776119,0.125
IN04515,ST JOHN,2,66852,St. John town,,18,1990,4921,4749,2,354,2421,323,2438,0,1,1,1,0.146220570012392,0.132485643970468
IN08001,TIPTON,2,75986,Tipton city,,18,1990,4751,4673,8,306,2212,299,2489,1,6,1,2,0.138336347197107,0.120128565689032
IN05001,BREMEN,2,7318,Bremen town,,18,1990,4725,4594,0,266,2196,317,2455,0,0,0,0,0.12112932604735901,0.129124236252546
IN06901,BATESVILLE,2,3664,Batesville city,,18,1990,4720,4665,1,312,2222,331,2458,0,1,0,0,0.14041404140414002,0.134662327095199
IN07701,SULLIVAN,2,74006,Sullivan city,,18,1990,4663,4626,7,293,2073,312,2563,0,3,0,4,0.141341051616015,0.12173234490831099
IN04101,EDINBURGH,2,20404,Edinburgh town,,18,1990,4536,4495,6,347,2174,370,2334,0,2,3,4,0.15961361545538197,0.15852613538988902
IN04104,NEW WHITELAND,2,53874,New Whiteland town,,18,1990,4097,4059,0,296,2042,271,2041,0,0,0,0,0.144955925563173,0.132778049975502
IN04302,WINONA LAKE,2,84950,Winona Lake town,,18,1990,4053,3836,21,421,1883,516,2051,3,11,2,11,0.223579394583112,0.251584592881521
IN01503,GREENDALE,2,29448,Greendale town,,18,1990,3881,3838,16,285,1784,237,2068,0,6,4,10,0.1597533632287,0.11460348162475802
IN01501,AURORA,2,2782,Aurora city,,18,1990,3825,3780,2,273,1817,276,1984,2,2,0,0,0.150247660979637,0.139112903225806
IN07501,KNOX,2,40374,Knox city,,18,1990,3705,3663,1,269,1736,252,1955,0,0,0,1,0.154953917050691,0.128900255754476
IN06801,UNION CITY,2,77768,Union City city,,18,1990,3612,3498,13,268,1679,277,1867,2,10,0,3,0.159618820726623,0.14836636314943802
IN00101,BERNE,2,4888,Berne city,,18,1990,3559,3510,2,158,1567,200,1960,1,2,0,0,0.100829610721123,0.10204081632653099
IN05702,LIGONIER,2,43686,Ligonier city,,18,1990,3443,3088,2,272,1586,255,1715,1,1,0,1,0.17150063051702402,0.14868804664723
IN02904,WESTFIELD,2,82700,Westfield town,,18,1990,3304,3230,17,249,1536,283,1708,1,10,1,9,0.162109375,0.165690866510539
IN06410,,2,32818,Hebron town,,18,1990,3183,3115,3,191,1493,226,1662,0,2,0,1,0.127930341594106,0.13598074608904903
IN02703,FAIRMOUNT,2,22432,Fairmount town,,18,1990,3130,3099,3,218,1448,222,1661,0,0,0,3,0.150552486187845,0.133654425045154
IN05101,LOOGOOTEE,2,44910,Loogootee city,,18,1990,2884,2873,0,208,1356,208,1518,0,0,0,0,0.153392330383481,0.13702239789196302
IN03801,,2,19054,Dunkirk city,,18,1990,2739,2694,12,185,1294,177,1408,0,7,1,5,0.142967542503864,0.125710227272727
IN04807,CHESTERFIELD,2,12376,Chesterfield town,,18,1990,2730,2696,3,184,1262,172,1447,0,1,2,2,0.145800316957211,0.118866620594333
IN03101,CORYDON,2,15256,Corydon town,,18,1990,2661,2603,36,150,1166,145,1447,3,17,2,19,0.128644939965695,0.10020732550103698
IN00801,DELPHI,2,17614,Delphi city,,18,1990,2531,2499,1,166,1153,192,1368,0,1,0,0,0.143972246313964,0.14035087719298198
IN08402,WEST TERRE HAUTE,2,83384,West Terre Haute town,,18,1990,2495,2476,1,205,1177,200,1307,0,1,0,0,0.174171622769754,0.153022188217291
IN04605,TRAIL CREEK,2,76328,Trail Creek town,,18,1990,2463,2402,5,137,1183,129,1243,0,3,0,2,0.115807269653424,0.10378117457763499
IN06301,PETERSBURG,2,59364,Petersburg city,,18,1990,2449,2411,0,140,1125,156,1309,0,0,0,0,0.124444444444444,0.119174942704354
IN00401,FOWLER,2,25180,Fowler town,,18,1990,2333,2303,3,141,1096,152,1224,0,2,1,1,0.12864963503649599,0.124183006535948
IN02802,JASONVILLE,2,37764,Jasonville city,,18,1990,2200,2191,1,141,1006,147,1185,0,1,0,0,0.140159045725646,0.124050632911392
IN02203,GEORGETOWN,2,27324,Georgetown town,,18,1990,2092,2066,10,153,1056,157,1020,3,7,1,3,0.144886363636364,0.153921568627451
IN08902,CAMBRIDGE CITY,2,9874,Cambridge City town,,18,1990,2091,2078,0,147,960,149,1127,0,0,0,0,0.153125,0.132209405501331
IN04517,NEW CHICAGO,2,52776,New Chicago town,,18,1990,2066,1855,2,139,973,155,995,1,3,0,2,0.14285714285714302,0.155778894472362
IN04603,LONG BEACH,2,44784,Long Beach town,,18,1990,2044,2013,2,99,985,87,1034,0,1,0,1,0.10050761421319801,0.0841392649903288
IN01704,WATERLOO,2,81278,Waterloo town,,18,1990,2040,1998,4,162,994,145,1022,0,2,1,2,0.162977867203219,0.14187866927592999
IN08904,HAGERSTOWN,2,30402,Hagerstown town,,18,1990,1835,1829,0,116,849,111,986,0,0,0,0,0.136631330977621,0.11257606490872199
