ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
CA04600,SIERRA,1,99091,Sierra County,91.0,6,2010,3240.0,3022.0,6.0,269.0,138.0,1521.0,121.0,1501.0,1.0,5.0,0.0,1.0,145.0,18.0,16.0,124.0,0.09072978303747536,0.08061292471685542
CA04700,SISKIYOU,1,99093,Siskiyou County,93.0,6,2010,44900.0,38030.0,571.0,4615.0,2067.0,18929.0,1792.0,19101.0,61.0,329.0,29.0,242.0,2377.0,426.0,352.0,2238.0,0.1091975276031486,0.09381707763991412
CA04800,SOLANO,1,99095,Solano County,95.0,6,2010,413344.0,210751.0,60750.0,99356.0,14140.0,106055.0,12559.0,104696.0,4993.0,30709.0,4668.0,30041.0,51104.0,9234.0,8446.0,48252.0,0.13332704728678516,0.11995682738595552
CA04900,SONOMA,1,99097,Sonoma County,97.0,6,2010,483878.0,371412.0,7610.0,120430.0,23576.0,180681.0,21853.0,190731.0,779.0,4288.0,570.0,3322.0,62977.0,11643.0,10018.0,57453.0,0.1304841128840332,0.11457497732408473
CA05000,STANISLAUS,1,99099,Stanislaus County,99.0,6,2010,514453.0,337342.0,14721.0,215658.0,24308.0,165239.0,23043.0,172103.0,1561.0,7541.0,1260.0,7180.0,109289.0,20402.0,19198.0,106369.0,0.14710812822638722,0.1338907514685973
CA05100,SUTTER,1,99101,Sutter County,101.0,6,2010,94737.0,57749.0,1919.0,27251.0,3895.0,28199.0,3524.0,29550.0,163.0,994.0,161.0,925.0,14069.0,2607.0,2284.0,13182.0,0.13812546544203694,0.1192554991539763
CA05200,TEHAMA,1,99103,Tehama County,103.0,6,2010,63463.0,51721.0,406.0,13906.0,3165.0,25636.0,3020.0,26085.0,36.0,255.0,18.0,151.0,7189.0,1358.0,1297.0,6717.0,0.12345919800280855,0.115775349817903
CA05300,TRINITY,1,99105,Trinity County,105.0,6,2010,13786.0,12033.0,59.0,959.0,582.0,6213.0,499.0,5820.0,3.0,46.0,3.0,13.0,492.0,85.0,76.0,467.0,0.09367455335586672,0.08573883161512028
CA05400,TULARE,1,99107,Tulare County,107.0,6,2010,442179.0,265618.0,7196.0,268065.0,19829.0,131513.0,18134.0,134105.0,797.0,3812.0,634.0,3384.0,136934.0,25945.0,23653.0,131131.0,0.1507759689156205,0.13522240035792849
CA05500,TUOLUMNE,1,99109,Tuolumne County,109.0,6,2010,55365.0,48274.0,1143.0,5918.0,2734.0,24562.0,2356.0,23712.0,146.0,1045.0,20.0,98.0,3685.0,571.0,365.0,2233.0,0.11131015389626253,0.09935897435897437
CA05600,VENTURA,1,99111,Ventura County,111.0,6,2010,823318.0,565804.0,15163.0,331567.0,39901.0,280275.0,36161.0,285529.0,1470.0,8039.0,1115.0,7124.0,168264.0,32203.0,28822.0,163303.0,0.14236374988850234,0.12664562969085452
CA05700,YOLO,1,99113,Yolo County,113.0,6,2010,200849.0,126883.0,5208.0,60953.0,11804.0,61509.0,12297.0,65374.0,603.0,2701.0,601.0,2507.0,30618.0,6465.0,6435.0,30335.0,0.1919068754166057,0.18810230366812491
CA05800,YUBA,1,99115,Yuba County,115.0,6,2010,72155.0,49332.0,2361.0,18051.0,3396.0,24800.0,3195.0,24532.0,239.0,1281.0,182.0,1080.0,9184.0,1589.0,1621.0,8867.0,0.13693548387096774,0.13023805641610958
CO00100,ADAMS,1,99001,Adams County,1.0,8,2010,441603.0,323795.0,13539.0,167878.0,20331.0,161874.0,19556.0,161921.0,1122.0,7371.0,975.0,6168.0,85841.0,14241.0,13269.0,82037.0,0.12559768708995886,0.12077494580690586
CO00200,ALAMOSA,1,99003,Alamosa County,3.0,8,2010,15445.0,11549.0,172.0,7110.0,1061.0,5771.0,945.0,5778.0,45.0,117.0,17.0,55.0,3565.0,714.0,665.0,3545.0,0.18385028591232025,0.16355140186915887
CO00300,ARAPAHOE,1,99005,Arapahoe County,5.0,8,2010,572003.0,415910.0,58107.0,105522.0,25045.0,203408.0,23759.0,212502.0,4418.0,28860.0,4504.0,29247.0,53375.0,9052.0,8634.0,52147.0,0.12312691732871865,0.11180600653170324
CO00400,ARCHULETA,1,99007,Archuleta County,7.0,8,2010,12084.0,10436.0,37.0,2148.0,464.0,5271.0,439.0,5165.0,4.0,25.0,0.0,12.0,1095.0,152.0,131.0,1053.0,0.08802883703282109,0.08499515972894482
CO00500,BACA,1,99009,Baca County,9.0,8,2010,3788.0,3506.0,24.0,348.0,179.0,1733.0,147.0,1773.0,4.0,12.0,3.0,12.0,184.0,36.0,23.0,164.0,0.10328909405654932,0.0829103214890017
CO00600,,1,99011,Bent County,11.0,8,2010,6499.0,5149.0,496.0,1985.0,368.0,3256.0,196.0,1893.0,60.0,490.0,0.0,6.0,1340.0,211.0,72.0,645.0,0.11302211302211305,0.10353935552033808
CO00700,BOULDER,1,99013,Boulder County,13.0,8,2010,294567.0,256889.0,2532.0,39276.0,23688.0,128947.0,21168.0,127942.0,324.0,1485.0,225.0,1047.0,19805.0,3916.0,3580.0,19471.0,0.18370338200966288,0.1654499695174376
CO00800,CHAFFEE,1,99015,Chaffee County,15.0,8,2010,17809.0,16598.0,275.0,1678.0,862.0,8684.0,633.0,7914.0,57.0,263.0,0.0,12.0,1036.0,193.0,87.0,642.0,0.09926301243666512,0.07998483699772553
CO00900,CHEYENNE,1,99017,Cheyenne County,17.0,8,2010,1836.0,1711.0,7.0,178.0,95.0,845.0,90.0,866.0,2.0,5.0,0.0,2.0,89.0,20.0,12.0,89.0,0.1124260355029586,0.10392609699769054
CO01000,CLEAR CREEK,1,99019,Clear Creek County,19.0,8,2010,9088.0,8664.0,56.0,429.0,367.0,4523.0,313.0,4141.0,10.0,38.0,1.0,18.0,229.0,38.0,21.0,200.0,0.08114083572849877,0.07558560734122192
CO01100,CONEJOS,1,99021,Conejos County,21.0,8,2010,8256.0,6293.0,27.0,4620.0,405.0,3082.0,382.0,3211.0,5.0,18.0,0.0,9.0,2303.0,326.0,313.0,2317.0,0.13140817650876055,0.11896605418872624
CO01200,COSTILLA,1,99023,Costilla County,23.0,8,2010,3524.0,2397.0,24.0,2327.0,120.0,1217.0,108.0,1180.0,1.0,16.0,2.0,8.0,1219.0,158.0,137.0,1108.0,0.09860312243221037,0.09152542372881356
CO01300,CROWLEY,1,99025,Crowley County,25.0,8,2010,5823.0,4509.0,559.0,1686.0,369.0,3079.0,163.0,1430.0,69.0,552.0,0.0,7.0,1316.0,217.0,53.0,370.0,0.11984410522897045,0.113986013986014
CO01400,CUSTER,1,99027,Custer County,27.0,8,2010,4255.0,4055.0,44.0,200.0,147.0,2078.0,120.0,1977.0,5.0,36.0,3.0,8.0,129.0,15.0,9.0,71.0,0.07074109720885467,0.060698027314112286
CO01500,DELTA,1,99029,Delta County,29.0,8,2010,30952.0,27761.0,160.0,4345.0,1487.0,13832.0,1292.0,13929.0,25.0,132.0,5.0,28.0,2322.0,375.0,349.0,2023.0,0.10750433776749566,0.09275612032450284
CO01700,DOLORES,1,99033,Dolores County,33.0,8,2010,2064.0,1920.0,4.0,82.0,85.0,996.0,78.0,924.0,0.0,2.0,1.0,2.0,35.0,4.0,5.0,47.0,0.0853413654618474,0.08441558441558443
CO01800,DOUGLAS,1,99035,Douglas County,35.0,8,2010,285465.0,257598.0,3476.0,21392.0,13124.0,127686.0,12492.0,129912.0,257.0,1928.0,205.0,1548.0,10481.0,1551.0,1495.0,10911.0,0.10278339050483216,0.09615739885460928
CO01900,EAGLE,1,99037,Eagle County,37.0,8,2010,52197.0,43402.0,359.0,15689.0,2647.0,23067.0,2113.0,20335.0,40.0,232.0,17.0,127.0,8395.0,1436.0,1145.0,7294.0,0.11475267698443666,0.10390951561347432
CO02000,ELBERT,1,99039,Elbert County,39.0,8,2010,23086.0,21861.0,164.0,1234.0,1225.0,10945.0,1123.0,10916.0,12.0,91.0,7.0,73.0,614.0,93.0,81.0,620.0,0.11192325262677022,0.10287651154268963
CO02100,EL PASO,1,99041,El Paso County,41.0,8,2010,622263.0,496258.0,38492.0,93665.0,39055.0,247640.0,33409.0,248618.0,3841.0,20407.0,3091.0,18085.0,46888.0,8754.0,8150.0,46777.0,0.15770877079631726,0.13437884626213709
CO02200,FREMONT,1,99043,Fremont County,43.0,8,2010,46824.0,42225.0,1843.0,5770.0,2445.0,23602.0,1808.0,18623.0,135.0,1788.0,9.0,55.0,4141.0,559.0,234.0,1629.0,0.1035929158545886,0.09708425065778876
CO02300,GARFIELD,1,99045,Garfield County,45.0,8,2010,56389.0,46367.0,385.0,15978.0,2841.0,23725.0,2496.0,22642.0,41.0,252.0,17.0,133.0,8472.0,1510.0,1249.0,7506.0,0.11974710221285564,0.1102376115184171
CO02400,GILPIN,1,99047,Gilpin County,47.0,8,2010,5441.0,5157.0,28.0,267.0,221.0,2738.0,148.0,2419.0,2.0,18.0,2.0,10.0,134.0,21.0,11.0,133.0,0.08071585098612126,0.061182306738321625
CO02500,GRAND,1,99049,Grand County,49.0,8,2010,14843.0,13877.0,57.0,1116.0,769.0,7427.0,616.0,6450.0,5.0,38.0,4.0,19.0,590.0,104.0,74.0,526.0,0.10354113370135992,0.09550387596899224
CO02600,GUNNISON,1,99051,Gunnison County,51.0,8,2010,15324.0,14152.0,48.0,1255.0,1641.0,7682.0,1151.0,6470.0,23.0,34.0,7.0,14.0,678.0,159.0,121.0,577.0,0.2136162457693309,0.17789799072642967
CO02800,HUERFANO,1,99055,Huerfano County,55.0,8,2010,6711.0,5560.0,35.0,2368.0,242.0,2736.0,245.0,2824.0,1.0,19.0,2.0,16.0,1207.0,158.0,152.0,1161.0,0.08845029239766082,0.08675637393767706
CO02900,JACKSON,1,99057,Jackson County,57.0,8,2010,1394.0,1290.0,0.0,150.0,58.0,669.0,52.0,621.0,0.0,0.0,0.0,0.0,91.0,23.0,12.0,59.0,0.08669656203288491,0.08373590982286634
CO03000,JEFFERSON,1,99059,Jefferson County,59.0,8,2010,534543.0,472694.0,5667.0,76445.0,29909.0,234361.0,26419.0,238333.0,586.0,3365.0,373.0,2302.0,37742.0,6472.0,6244.0,38703.0,0.1276193564628927,0.11084910608266584
CO03100,KIOWA,1,99061,Kiowa County,61.0,8,2010,1398.0,1346.0,4.0,78.0,69.0,659.0,65.0,687.0,0.0,2.0,0.0,2.0,41.0,11.0,5.0,37.0,0.1047040971168437,0.09461426491994178
CO03200,KIT CARSON,1,99063,Kit Carson County,63.0,8,2010,8270.0,7316.0,225.0,1574.0,446.0,4039.0,346.0,3277.0,37.0,218.0,1.0,7.0,993.0,163.0,102.0,581.0,0.11042337212181233,0.10558437595361612
CO03300,LAKE,1,99065,Lake County,65.0,8,2010,7310.0,5898.0,27.0,2858.0,424.0,3160.0,314.0,2738.0,1.0,20.0,0.0,7.0,1488.0,262.0,237.0,1370.0,0.1341772151898734,0.11468224981738495
CO03400,LA PLATA,1,99067,La Plata County,67.0,8,2010,51334.0,44546.0,204.0,6056.0,3376.0,22729.0,2917.0,21817.0,33.0,134.0,11.0,70.0,3106.0,558.0,523.0,2950.0,0.14853271151392494,0.13370307558326075
CO03500,LARIMER,1,99069,Larimer County,69.0,8,2010,299630.0,271267.0,2500.0,31628.0,23527.0,134279.0,23108.0,136988.0,437.0,1487.0,314.0,1013.0,16121.0,3249.0,3209.0,15507.0,0.1752098243210033,0.1686863082897772
CO03600,LAS ANIMAS,1,99071,Las Animas County,71.0,8,2010,15507.0,12967.0,218.0,6446.0,853.0,6592.0,737.0,6375.0,44.0,186.0,8.0,32.0,3286.0,496.0,443.0,3160.0,0.1293992718446602,0.1156078431372549
