ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
WA02500,PACIFIC,1,99049,Pacific County,49.0,53,2010,20920.0,18286.0,79.0,1677.0,839.0,9087.0,729.0,9199.0,25.0,50.0,4.0,29.0,941.0,205.0,145.0,736.0,0.09232970177176186,0.07924774432003479
WA02600,PEND OREILLE,1,99051,Pend Oreille County,51.0,53,2010,13001.0,11907.0,52.0,391.0,584.0,6044.0,552.0,5863.0,6.0,33.0,3.0,19.0,196.0,33.0,33.0,195.0,0.09662475181998677,0.09414975268633806
WA02700,PIERCE,1,99053,Pierce County,53.0,53,2010,795225.0,590040.0,53998.0,72849.0,39603.0,292081.0,37921.0,297959.0,4728.0,28729.0,4202.0,25269.0,37494.0,6957.0,6316.0,35355.0,0.13558910028382534,0.12726918804265014
WA02800,SAN JUAN,1,99055,San Juan County,55.0,53,2010,15769.0,14597.0,54.0,857.0,553.0,7106.0,522.0,7491.0,4.0,31.0,3.0,23.0,446.0,80.0,59.0,411.0,0.07782155924570787,0.06968362034441329
WA02900,SKAGIT,1,99057,Skagit County,57.0,53,2010,116901.0,97448.0,774.0,19709.0,5625.0,48136.0,5341.0,49312.0,100.0,472.0,71.0,302.0,10096.0,1952.0,1760.0,9613.0,0.11685640684726607,0.10831035042180402
WA03000,SKAMANIA,1,99059,Skamania County,59.0,53,2010,11066.0,10265.0,46.0,553.0,551.0,5190.0,488.0,5075.0,3.0,26.0,3.0,20.0,296.0,42.0,37.0,257.0,0.10616570327552986,0.0961576354679803
WA03100,SNOHOMISH,1,99061,Snohomish County,61.0,53,2010,713335.0,559011.0,18168.0,64249.0,36353.0,279501.0,33589.0,279510.0,1553.0,10445.0,1215.0,7723.0,33888.0,5783.0,4916.0,30361.0,0.13006393537053534,0.12017101355944332
WA03200,SPOKANE,1,99063,Spokane County,63.0,53,2010,471221.0,420275.0,8056.0,21260.0,31176.0,206960.0,31228.0,213315.0,1014.0,4948.0,745.0,3108.0,10919.0,2341.0,2302.0,10341.0,0.15063780440664862,0.14639383071982748
WA03300,STEVENS,1,99065,Stevens County,65.0,53,2010,43531.0,38923.0,145.0,1185.0,2185.0,19483.0,1955.0,19440.0,19.0,78.0,12.0,67.0,564.0,107.0,106.0,621.0,0.11214905302058203,0.10056584362139916
WA03400,THURSTON,1,99067,Thurston County,67.0,53,2010,252264.0,207856.0,6752.0,17787.0,13150.0,101275.0,12875.0,106581.0,613.0,3823.0,519.0,2929.0,9090.0,1695.0,1614.0,8697.0,0.12984448284374228,0.1208001426145373
WA03500,WAHKIAKUM,1,99069,Wahkiakum County,69.0,53,2010,3978.0,3738.0,10.0,108.0,171.0,1889.0,116.0,1849.0,2.0,7.0,1.0,3.0,47.0,9.0,4.0,61.0,0.09052408681842243,0.06273661438615467
WA03600,WALLA WALLA,1,99071,Walla Walla County,71.0,53,2010,58781.0,49654.0,1079.0,11593.0,4172.0,24865.0,3864.0,24789.0,185.0,868.0,53.0,211.0,6014.0,1277.0,1129.0,5579.0,0.16778604464106173,0.15587558997942635
WA03700,WHATCOM,1,99073,Whatcom County,73.0,53,2010,201140.0,171816.0,1929.0,15756.0,14729.0,84847.0,14763.0,86969.0,260.0,1194.0,218.0,735.0,8168.0,1711.0,1691.0,7588.0,0.17359482362369913,0.16975014085478735
WA03800,WHITMAN,1,99075,Whitman County,75.0,53,2010,44776.0,37866.0,748.0,2040.0,7455.0,19318.0,6811.0,18548.0,213.0,415.0,151.0,333.0,1015.0,430.0,490.0,1025.0,0.3859095144424889,0.3672094026310114
WA03900,YAKIMA,1,99077,Yakima County,77.0,53,2010,243231.0,155056.0,2320.0,109470.0,10140.0,76476.0,9344.0,78580.0,252.0,1335.0,152.0,985.0,56355.0,11120.0,10027.0,53115.0,0.13259061666405147,0.11891066429116826
WV00100,BARBOUR,1,99001,Barbour County,1.0,54,2010,16589.0,16059.0,124.0,96.0,1026.0,7904.0,1095.0,8155.0,16.0,72.0,16.0,52.0,53.0,10.0,12.0,43.0,0.12980769230769232,0.1342734518700184
WV00200,BERKELEY,1,99003,Berkeley County,3.0,54,2010,104169.0,91500.0,7432.0,3961.0,5223.0,45018.0,5384.0,46482.0,551.0,3999.0,482.0,3433.0,2083.0,342.0,301.0,1878.0,0.11602025856324134,0.11582978357213546
WV00300,BOONE,1,99005,Boone County,5.0,54,2010,24629.0,24271.0,122.0,97.0,1385.0,12038.0,1278.0,12233.0,7.0,71.0,2.0,51.0,58.0,10.0,5.0,39.0,0.11505233427479647,0.10447151148532656
WV00400,BRAXTON,1,99007,Braxton County,7.0,54,2010,14523.0,14259.0,59.0,67.0,826.0,7168.0,788.0,7091.0,5.0,43.0,1.0,16.0,36.0,5.0,6.0,31.0,0.115234375,0.11112678042589197
WV00500,BROOKE,1,99009,Brooke County,9.0,54,2010,24069.0,23358.0,281.0,163.0,1460.0,11301.0,1480.0,12057.0,68.0,167.0,30.0,114.0,87.0,25.0,19.0,76.0,0.1291921068931953,0.1227502695529568
WV00600,CABELL,1,99011,Cabell County,11.0,54,2010,96319.0,88194.0,4784.0,1046.0,6539.0,42818.0,6770.0,45376.0,553.0,2508.0,478.0,2276.0,553.0,130.0,102.0,493.0,0.1527161474146387,0.14919781382228492
WV01000,FAYETTE,1,99019,Fayette County,19.0,54,2010,46039.0,43026.0,2122.0,402.0,2561.0,21516.0,2181.0,21510.0,214.0,1117.0,112.0,1005.0,223.0,42.0,30.0,179.0,0.11902770031604387,0.10139470013947
WV01100,GILMER,1,99021,Gilmer County,21.0,54,2010,8693.0,7173.0,1073.0,493.0,659.0,3839.0,560.0,3334.0,147.0,1044.0,14.0,29.0,451.0,46.0,7.0,42.0,0.1716592862724668,0.16796640671865626
WV01200,GRANT,1,99023,Grant County,23.0,54,2010,11937.0,11657.0,80.0,120.0,609.0,5767.0,627.0,5890.0,2.0,48.0,3.0,32.0,70.0,8.0,4.0,50.0,0.10560083232183112,0.1064516129032258
WV01300,GREENBRIER,1,99025,Greenbrier County,25.0,54,2010,35480.0,33565.0,981.0,422.0,1920.0,16302.0,1741.0,17263.0,103.0,529.0,43.0,452.0,224.0,42.0,25.0,198.0,0.11777695988222305,0.10085153217864798
WV01400,HAMPSHIRE,1,99027,Hampshire County,27.0,54,2010,23964.0,23301.0,240.0,242.0,1356.0,11782.0,1213.0,11519.0,31.0,144.0,24.0,96.0,120.0,28.0,26.0,122.0,0.11509081649974535,0.10530427988540672
WV01500,HANCOCK,1,99029,Hancock County,29.0,54,2010,30676.0,29365.0,712.0,314.0,1427.0,14160.0,1392.0,15205.0,43.0,384.0,35.0,328.0,170.0,29.0,18.0,144.0,0.10077683615819208,0.0915488326208484
WV01700,HARRISON,1,99033,Harrison County,33.0,54,2010,69099.0,66306.0,1121.0,883.0,3713.0,32172.0,3671.0,34134.0,129.0,634.0,91.0,487.0,439.0,76.0,72.0,444.0,0.11541091632475445,0.10754672760297652
WV01800,JACKSON,1,99035,Jackson County,35.0,54,2010,29211.0,28673.0,85.0,185.0,1745.0,14147.0,1607.0,14526.0,9.0,55.0,1.0,30.0,103.0,23.0,13.0,82.0,0.12334770622746873,0.11062921657717197
WV02000,KANAWHA,1,99039,Kanawha County,39.0,54,2010,193063.0,172036.0,14115.0,1812.0,9172.0,82319.0,9099.0,89717.0,1404.0,6984.0,1255.0,7131.0,931.0,183.0,156.0,881.0,0.11142020675664184,0.10141890611589777
WV02100,LEWIS,1,99041,Lewis County,41.0,54,2010,16372.0,16029.0,74.0,104.0,903.0,7887.0,842.0,8142.0,9.0,48.0,6.0,26.0,47.0,5.0,6.0,57.0,0.11449220235831115,0.1034143944976664
WV02400,MCDOWELL,1,99047,McDowell County,47.0,54,2010,22113.0,19710.0,2107.0,91.0,1156.0,9810.0,1103.0,9900.0,129.0,987.0,102.0,1120.0,60.0,6.0,3.0,31.0,0.11783893985728848,0.1114141414141414
WV02500,MARION,1,99049,Marion County,49.0,54,2010,56418.0,53226.0,1858.0,514.0,3556.0,25913.0,3491.0,27313.0,210.0,955.0,155.0,903.0,272.0,61.0,54.0,242.0,0.13722841816848685,0.12781459378318016
WV02600,MARSHALL,1,99051,Marshall County,51.0,54,2010,33107.0,32429.0,177.0,265.0,1895.0,15803.0,1737.0,16626.0,18.0,112.0,11.0,65.0,125.0,22.0,17.0,140.0,0.11991394039106497,0.10447491880187658
WV02700,MASON,1,99053,Mason County,53.0,54,2010,27324.0,26704.0,171.0,119.0,1478.0,12844.0,1386.0,13860.0,10.0,68.0,15.0,103.0,61.0,19.0,10.0,58.0,0.11507318592338835,0.1
WV02800,MERCER,1,99055,Mercer County,55.0,54,2010,62264.0,57009.0,3791.0,480.0,3506.0,27240.0,3514.0,29769.0,335.0,1808.0,294.0,1983.0,251.0,48.0,40.0,229.0,0.12870778267254038,0.11804225872551985
WV02900,MINERAL,1,99057,Mineral County,57.0,54,2010,28212.0,26890.0,782.0,202.0,1780.0,13307.0,1682.0,13583.0,147.0,422.0,90.0,360.0,101.0,29.0,24.0,101.0,0.13376418426392125,0.12383125966281383
WV03000,MINGO,1,99059,Mingo County,59.0,54,2010,26839.0,26048.0,473.0,119.0,1507.0,12778.0,1476.0,13270.0,21.0,215.0,21.0,258.0,59.0,8.0,6.0,60.0,0.11793707935514165,0.11122833458929918
WV03100,MONONGALIA,1,99061,Monongalia County,61.0,54,2010,96189.0,87488.0,3496.0,1692.0,13903.0,44626.0,12020.0,42862.0,552.0,2263.0,394.0,1233.0,965.0,355.0,281.0,727.0,0.31154483933133154,0.2804348840464747
WV03200,MONROE,1,99063,Monroe County,63.0,54,2010,13502.0,13162.0,91.0,83.0,688.0,6521.0,684.0,6641.0,4.0,53.0,0.0,38.0,41.0,11.0,6.0,42.0,0.10550529059960127,0.10299653666616472
WV03300,MORGAN,1,99065,Morgan County,65.0,54,2010,17541.0,17063.0,97.0,183.0,886.0,8496.0,840.0,8567.0,10.0,60.0,9.0,37.0,96.0,9.0,15.0,87.0,0.1042843691148776,0.09805065950741217
WV03400,NICHOLAS,1,99067,Nicholas County,67.0,54,2010,26233.0,25805.0,43.0,146.0,1445.0,12711.0,1457.0,13094.0,2.0,21.0,3.0,22.0,81.0,17.0,10.0,65.0,0.11368106364566125,0.1112723384756377
WV03500,OHIO,1,99069,Ohio County,69.0,54,2010,44443.0,41416.0,1636.0,362.0,2841.0,19618.0,3051.0,21798.0,164.0,838.0,137.0,798.0,188.0,52.0,35.0,174.0,0.14481598531960446,0.13996696944673825
WV03700,PLEASANTS,1,99073,Pleasants County,73.0,54,2010,7605.0,7401.0,100.0,61.0,468.0,3929.0,381.0,3472.0,15.0,96.0,0.0,4.0,33.0,7.0,5.0,28.0,0.11911427844235176,0.10973502304147466
WV03800,POCAHONTAS,1,99075,Pocahontas County,75.0,54,2010,8719.0,8528.0,60.0,68.0,428.0,4372.0,385.0,4156.0,5.0,37.0,5.0,23.0,35.0,7.0,4.0,33.0,0.09789569990850867,0.09263715110683347
WV03900,PRESTON,1,99077,Preston County,77.0,54,2010,33520.0,32724.0,361.0,229.0,1826.0,16815.0,1699.0,15909.0,20.0,268.0,14.0,93.0,134.0,18.0,17.0,95.0,0.10859351769253643,0.10679489597083412
WV04000,PUTNAM,1,99079,Putnam County,79.0,54,2010,55486.0,53684.0,490.0,484.0,2894.0,26361.0,2640.0,27323.0,39.0,267.0,32.0,223.0,256.0,49.0,32.0,228.0,0.10978339213231668,0.0966218936427186
WV04100,RALEIGH,1,99081,Raleigh County,81.0,54,2010,78859.0,69800.0,6468.0,996.0,3799.0,34275.0,3775.0,35525.0,559.0,3740.0,370.0,2728.0,691.0,98.0,48.0,305.0,0.11083880379285194,0.10626319493314568
WV04200,RANDOLPH,1,99083,Randolph County,83.0,54,2010,29405.0,28614.0,344.0,192.0,1752.0,14618.0,1594.0,13996.0,75.0,290.0,18.0,54.0,101.0,20.0,10.0,91.0,0.1198522369681215,0.11388968276650473
WV04300,RITCHIE,1,99085,Ritchie County,85.0,54,2010,10449.0,10308.0,20.0,55.0,566.0,5143.0,535.0,5165.0,2.0,13.0,0.0,7.0,27.0,7.0,3.0,28.0,0.11005249854170718,0.10358180058083252
WV04400,ROANE,1,99087,Roane County,87.0,54,2010,14926.0,14682.0,19.0,103.0,784.0,7267.0,711.0,7415.0,0.0,10.0,0.0,9.0,54.0,11.0,8.0,49.0,0.10788495940553186,0.09588671611598112
WV04600,TAYLOR,1,99091,Taylor County,91.0,54,2010,16895.0,16481.0,125.0,143.0,920.0,8314.0,828.0,8167.0,10.0,93.0,1.0,32.0,70.0,14.0,8.0,73.0,0.1106567235987491,0.10138361699522468
WV04700,TUCKER,1,99093,Tucker County,93.0,54,2010,7141.0,7051.0,11.0,41.0,400.0,3535.0,344.0,3516.0,3.0,8.0,3.0,3.0,16.0,1.0,3.0,25.0,0.11315417256011315,0.09783845278725824
WV04800,TYLER,1,99095,Tyler County,95.0,54,2010,9208.0,9112.0,14.0,49.0,493.0,4470.0,474.0,4642.0,2.0,7.0,0.0,7.0,25.0,1.0,3.0,24.0,0.11029082774049218,0.10211115898319688
WV04900,UPSHUR,1,99097,Upshur County,97.0,54,2010,24254.0,23675.0,158.0,250.0,1724.0,11651.0,1780.0,12024.0,56.0,101.0,31.0,57.0,123.0,28.0,39.0,127.0,0.14797013131920006,0.14803725881570193
WV05000,WAYNE,1,99099,Wayne County,99.0,54,2010,42481.0,41870.0,74.0,218.0,2503.0,20408.0,2419.0,21462.0,13.0,44.0,8.0,30.0,105.0,17.0,19.0,113.0,0.12264798118384948,0.11271083775976146
WV05100,WEBSTER,1,99101,Webster County,101.0,54,2010,9154.0,9027.0,14.0,48.0,518.0,4449.0,505.0,4578.0,2.0,10.0,1.0,4.0,25.0,3.0,1.0,23.0,0.11643065857496067,0.11031017911751856
WV05200,WETZEL,1,99103,Wetzel County,103.0,54,2010,16583.0,16371.0,24.0,83.0,930.0,8020.0,911.0,8351.0,5.0,15.0,3.0,9.0,48.0,6.0,5.0,35.0,0.11596009975062345,0.1090887318883966
WV05300,WIRT,1,99105,Wirt County,105.0,54,2010,5717.0,5631.0,9.0,26.0,304.0,2828.0,314.0,2803.0,0.0,5.0,0.0,4.0,10.0,0.0,1.0,16.0,0.1074964639321075,0.1120228326792722
WV05400,WOOD,1,99107,Wood County,107.0,54,2010,86956.0,83846.0,958.0,744.0,4682.0,40380.0,4800.0,43466.0,84.0,530.0,86.0,428.0,390.0,86.0,54.0,354.0,0.11594848935116395,0.1104311415819261
WV05500,WYOMING,1,99109,Wyoming County,109.0,54,2010,23796.0,23356.0,117.0,105.0,1324.0,11584.0,1277.0,11772.0,13.0,67.0,5.0,50.0,58.0,10.0,5.0,47.0,0.11429558011049724,0.10847774379884473
WI00100,ADAMS,1,99001,Adams County,1.0,55,2010,20875.0,19409.0,633.0,783.0,888.0,10080.0,819.0,9329.0,54.0,596.0,6.0,37.0,568.0,58.0,35.0,215.0,0.0880952380952381,0.0877907599957123
WI00200,ASHLAND,1,99003,Ashland County,3.0,55,2010,16157.0,13662.0,48.0,302.0,960.0,6868.0,863.0,6794.0,10.0,29.0,8.0,19.0,148.0,30.0,33.0,154.0,0.13977868375072802,0.1270238445687371
WI00300,BARRON,1,99005,Barron County,5.0,55,2010,45870.0,44076.0,407.0,862.0,2581.0,21884.0,2321.0,22192.0,61.0,249.0,32.0,158.0,431.0,78.0,66.0,431.0,0.1179400475233047,0.1045872386445566
WI00400,BAYFIELD,1,99007,Bayfield County,7.0,55,2010,15014.0,13024.0,46.0,158.0,543.0,6721.0,421.0,6303.0,7.0,34.0,3.0,12.0,85.0,18.0,13.0,73.0,0.08079154887665525,0.06679359035379978
WI00500,BROWN,1,99009,Brown County,9.0,55,2010,248007.0,214415.0,5491.0,17985.0,14075.0,105076.0,14370.0,109339.0,675.0,3314.0,414.0,2177.0,9478.0,1596.0,1384.0,8507.0,0.1339506642810918,0.1314261151098876
WI00600,BUFFALO,1,99011,Buffalo County,11.0,55,2010,13587.0,13253.0,37.0,237.0,727.0,6667.0,700.0,6586.0,4.0,23.0,3.0,14.0,156.0,36.0,12.0,81.0,0.10904454777261137,0.10628606134224113
WI00700,BURNETT,1,99013,Burnett County,13.0,55,2010,15457.0,14163.0,81.0,194.0,657.0,7183.0,599.0,6980.0,13.0,41.0,5.0,40.0,103.0,14.0,20.0,91.0,0.09146596129750802,0.08581661891117479
WI00800,CALUMET,1,99015,Calumet County,15.0,55,2010,48971.0,46187.0,246.0,1690.0,2625.0,23135.0,2381.0,23052.0,21.0,142.0,20.0,104.0,890.0,144.0,122.0,800.0,0.113464447806354,0.10328821794204407
WI00900,CHIPPEWA,1,99017,Chippewa County,17.0,55,2010,62415.0,59504.0,982.0,800.0,3547.0,30500.0,3208.0,29004.0,106.0,885.0,17.0,97.0,460.0,102.0,56.0,340.0,0.11629508196721312,0.11060543373327816
WI01000,CLARK,1,99019,Clark County,19.0,55,2010,34690.0,33338.0,80.0,1292.0,2115.0,16831.0,1880.0,16507.0,12.0,49.0,4.0,31.0,754.0,174.0,99.0,538.0,0.1256609827104747,0.11389107651299447
WI01100,COLUMBIA,1,99021,Columbia County,21.0,55,2010,56833.0,54468.0,717.0,1444.0,3043.0,27477.0,2768.0,26991.0,96.0,592.0,27.0,125.0,823.0,145.0,123.0,621.0,0.11074717036066528,0.10255270275276944
WI01200,CRAWFORD,1,99023,Crawford County,23.0,55,2010,16644.0,16080.0,296.0,150.0,888.0,8170.0,798.0,7910.0,64.0,269.0,9.0,27.0,92.0,22.0,7.0,58.0,0.10869033047735617,0.1008849557522124
WI01300,DANE,1,99025,Dane County,25.0,55,2010,488073.0,413631.0,25347.0,28925.0,32514.0,203675.0,32215.0,209956.0,2439.0,12957.0,2447.0,12390.0,15349.0,2899.0,2461.0,13576.0,0.1596366760770836,0.15343691059079045
WI01400,DODGE,1,99027,Dodge County,27.0,55,2010,88759.0,83294.0,2381.0,3522.0,5131.0,42798.0,4325.0,40496.0,393.0,2197.0,34.0,184.0,1977.0,337.0,204.0,1545.0,0.11988877984952567,0.10680067167127616
WI01500,DOOR,1,99029,Door County,29.0,55,2010,27785.0,26839.0,144.0,671.0,1276.0,13169.0,1134.0,13670.0,31.0,91.0,10.0,53.0,364.0,73.0,44.0,307.0,0.096894221277242,0.08295537673738113
WI01600,DOUGLAS,1,99031,Douglas County,31.0,55,2010,44159.0,41166.0,486.0,494.0,2837.0,20526.0,2718.0,20640.0,67.0,322.0,39.0,164.0,244.0,54.0,56.0,250.0,0.13821494689661892,0.1316860465116279
WI01700,DUNN,1,99033,Dunn County,33.0,55,2010,43857.0,41545.0,220.0,626.0,4836.0,20938.0,4613.0,20607.0,50.0,140.0,35.0,80.0,339.0,103.0,77.0,287.0,0.2309676186837329,0.2238559712718979
WI01800,EAU CLAIRE,1,99035,Eau Claire County,35.0,55,2010,98736.0,91946.0,874.0,1804.0,8897.0,44923.0,9975.0,47023.0,120.0,540.0,73.0,334.0,967.0,212.0,207.0,837.0,0.1980499966609532,0.21213023414073964
WI01900,FLORENCE,1,99037,Florence County,37.0,55,2010,4423.0,4306.0,10.0,37.0,196.0,2199.0,183.0,2107.0,3.0,7.0,1.0,3.0,19.0,4.0,4.0,18.0,0.08913142337426103,0.08685334598955861
WI02000,FOND DU LAC,1,99039,Fond du Lac County,39.0,55,2010,101633.0,95674.0,1305.0,4368.0,6102.0,46926.0,6043.0,48748.0,155.0,583.0,163.0,722.0,2337.0,499.0,374.0,2031.0,0.13003452243958574,0.12396406006400262
WI02100,FOREST,1,99041,Forest County,41.0,55,2010,9304.0,7690.0,76.0,138.0,443.0,3890.0,397.0,3800.0,47.0,55.0,16.0,21.0,71.0,28.0,19.0,67.0,0.11388174807197946,0.10447368421052633
WI02200,GRANT,1,99043,Grant County,43.0,55,2010,51208.0,49655.0,588.0,649.0,5979.0,25641.0,4182.0,24014.0,155.0,463.0,68.0,125.0,393.0,139.0,65.0,256.0,0.2331812331812332,0.1741484134255018
WI02300,GREEN,1,99045,Green County,45.0,55,2010,36842.0,35593.0,140.0,1033.0,1937.0,17610.0,1818.0,17983.0,14.0,86.0,10.0,54.0,542.0,105.0,75.0,491.0,0.10999432140829074,0.10109547906356003
WI02400,GREEN LAKE,1,99047,Green Lake County,47.0,55,2010,19051.0,18428.0,88.0,743.0,961.0,9179.0,887.0,9249.0,9.0,53.0,7.0,35.0,388.0,77.0,57.0,355.0,0.10469550059919383,0.09590225970375177
WI02500,IOWA,1,99049,Iowa County,49.0,55,2010,23687.0,23127.0,87.0,336.0,1270.0,11588.0,1134.0,11539.0,9.0,52.0,5.0,35.0,190.0,29.0,14.0,146.0,0.10959613393165343,0.098275413814022
WI02600,IRON,1,99051,Iron County,51.0,55,2010,5916.0,5790.0,3.0,35.0,244.0,2898.0,243.0,2892.0,0.0,3.0,0.0,0.0,16.0,3.0,1.0,19.0,0.0841959972394755,0.08402489626556017
WI02700,JACKSON,1,99053,Jackson County,53.0,55,2010,20449.0,18258.0,400.0,519.0,1044.0,9576.0,929.0,8682.0,52.0,381.0,8.0,19.0,351.0,69.0,19.0,168.0,0.10902255639097744,0.10700299470168163
WI02800,JEFFERSON,1,99055,Jefferson County,55.0,55,2010,83686.0,78632.0,681.0,5555.0,5563.0,38962.0,5496.0,39670.0,110.0,361.0,97.0,320.0,2929.0,507.0,435.0,2626.0,0.14278014475642933,0.13854297958154774
WI02900,JUNEAU,1,99057,Juneau County,57.0,55,2010,26664.0,25077.0,557.0,687.0,1397.0,12977.0,1252.0,12100.0,41.0,511.0,12.0,46.0,412.0,56.0,44.0,275.0,0.10765199969176237,0.10347107438016527
WI03000,KENOSHA,1,99059,Kenosha County,59.0,55,2010,166426.0,139416.0,11052.0,19592.0,9963.0,68947.0,9356.0,70469.0,1107.0,5479.0,1040.0,5573.0,10033.0,1796.0,1666.0,9559.0,0.14450229886724586,0.1327675999375612
WI03100,KEWAUNEE,1,99061,Kewaunee County,61.0,55,2010,20574.0,19955.0,69.0,463.0,1157.0,10142.0,997.0,9813.0,9.0,39.0,4.0,30.0,248.0,38.0,30.0,215.0,0.11408006310392428,0.1015999184754917
WI03200,LA CROSSE,1,99063,La Crosse County,63.0,55,2010,114638.0,105540.0,1610.0,1741.0,9313.0,51188.0,10489.0,54352.0,217.0,973.0,148.0,637.0,908.0,233.0,215.0,833.0,0.18193717277486912,0.1929827789225788
WI03300,LAFAYETTE,1,99065,Lafayette County,65.0,55,2010,16836.0,16292.0,39.0,522.0,1055.0,8259.0,906.0,8033.0,4.0,22.0,4.0,17.0,326.0,99.0,37.0,196.0,0.12773943576704205,0.11278476285323046
WI03400,LANGLADE,1,99067,Langlade County,67.0,55,2010,19977.0,19267.0,72.0,324.0,1061.0,9637.0,982.0,9630.0,20.0,52.0,2.0,20.0,183.0,29.0,23.0,141.0,0.1100965030611186,0.1019730010384216
