Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,P12BD001,P12BD002,P12BD003,P12BD004,P12BD005,P12BD006,P12BD007,P12BD008,P12BD009,P12BD010,P12BD011,P12BD012,P12BD013,P12BD014,P12BD015,P12BD016,P12BD017,P12BD018,P12BD019,P12BD020,P12BD021,P12BD022,P12BD023,P12BD024,P12BD025,P12BD026,P12BD027,P12BD028,P12BD029,P12BD030,P12BD031,P12BD032,P12BD033,P12BD034,P12BD035,P12BD036,P12BD037,P12BD038,P12BD039,P12BD040,P12BD041,P12BD042,P12BD043,P12BD044,P12BD045,P12BD046,P12BD047,P12BD048,P12BD049
3,00100,Abanda CDP,,01,2010,58,25,2,1,1,1,1,0,0,1,1,2,2,5,0,2,1,1,1,0,1,1,0,1,0,33,1,3,2,2,0,0,0,3,2,0,0,2,5,2,1,1,3,1,2,0,2,0,1
3,00124,Abbeville city,,01,2010,1113,505,34,47,39,29,17,5,13,24,32,40,30,29,27,29,40,8,18,5,8,16,6,5,4,608,43,42,45,34,14,6,7,15,41,37,40,24,50,36,34,21,13,13,11,22,20,15,25
3,00460,Adamsville city,,01,2010,2030,924,62,87,103,61,48,10,17,35,41,61,78,75,67,46,54,17,21,2,10,14,8,1,6,1106,90,95,106,61,31,11,9,31,64,92,104,80,94,74,57,16,16,4,10,22,13,11,15
3,00484,Addison town,,01,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,00676,Akron town,,01,2010,308,137,10,12,13,5,5,3,0,4,2,6,10,13,9,13,9,5,6,4,2,0,1,2,3,171,8,14,11,14,2,1,1,4,6,13,12,14,13,21,13,4,3,3,3,2,5,1,3
3,00820,Alabaster city,,01,2010,4105,1988,145,188,206,118,73,22,14,53,123,140,175,176,185,127,84,30,37,14,22,24,15,11,6,2117,161,161,189,90,43,25,21,66,125,186,218,196,189,134,130,24,46,15,24,30,19,15,10
3,00988,Albertville city,,01,2010,405,230,15,18,14,12,2,2,6,18,29,18,20,20,17,8,16,1,2,2,3,4,1,2,0,175,12,16,17,8,5,2,0,11,12,12,14,13,14,8,8,3,2,2,6,4,3,1,2
3,01132,Alexander City city,,01,2010,4757,2147,232,193,200,111,64,40,19,89,137,123,132,143,121,135,131,34,42,28,29,56,37,27,24,2610,202,185,205,122,86,35,45,126,196,170,170,174,154,194,133,53,68,39,45,68,53,45,42
3,01180,Alexandria CDP,,01,2010,400,192,12,15,18,14,9,1,1,9,12,9,11,13,8,16,21,2,5,4,4,4,3,0,1,208,12,9,11,11,3,0,1,4,17,11,12,16,22,24,16,4,1,8,8,5,7,4,2
3,01228,Aliceville city,,01,2010,1861,814,86,89,80,53,42,16,12,28,36,33,25,62,45,42,54,14,21,8,10,17,18,7,16,1047,75,53,95,57,33,15,11,38,68,69,80,70,71,71,72,18,23,14,26,24,21,18,25
3,01396,Allgood town,,01,2010,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,01660,Altoona town,,01,2010,16,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,11,0,1,0,0,2,0,0,0,0,1,0,0,0,3,2,0,1,0,1,0,0,0,0
3,01708,Andalusia city,,01,2010,2337,1088,95,102,94,77,45,16,17,42,75,61,78,64,64,77,45,21,26,14,14,27,14,9,11,1249,68,83,116,59,55,26,10,40,97,83,90,66,85,84,82,17,20,18,34,41,32,13,30
3,01756,Anderson town,,01,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,01852,Anniston city,,01,2010,11903,5444,483,490,458,286,191,85,82,210,345,361,305,280,367,429,338,116,148,76,104,125,67,58,40,6459,517,431,390,275,196,102,99,281,495,428,358,371,465,495,438,127,184,89,129,184,164,135,106
3,02116,Arab city,,01,2010,8,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,02260,Ardmore town,,01,2010,23,11,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,12,0,0,4,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,0
3,02320,Argo town,,01,2010,148,67,5,10,9,3,3,0,0,2,2,6,9,7,4,3,2,0,0,1,0,1,0,0,0,81,7,10,8,3,3,1,1,0,9,7,9,10,4,5,1,0,1,0,1,0,1,0,0
3,02428,Ariton town,,01,2010,147,75,2,6,8,4,4,0,0,2,6,3,4,12,5,6,4,4,1,0,2,0,1,1,0,72,3,5,6,2,2,1,0,3,2,6,2,8,7,4,6,2,0,1,0,3,3,2,4
3,02500,Arley town,,01,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,02836,Ashford town,,01,2010,418,186,11,12,8,8,9,2,2,10,8,6,8,7,16,14,14,6,8,0,6,14,7,0,10,232,8,11,14,6,6,7,5,8,9,9,13,17,21,16,10,5,5,4,15,20,8,6,9
3,02860,Ashland town,,01,2010,491,233,16,17,25,18,6,3,7,9,16,14,13,14,16,18,8,6,5,3,3,4,4,7,1,258,14,17,17,10,9,3,2,11,15,22,24,15,14,14,14,4,6,5,10,11,11,4,6
3,02908,Ashville city,,01,2010,450,224,10,23,20,8,5,3,8,11,8,23,10,19,11,11,14,11,11,2,5,10,1,0,0,226,10,21,16,16,6,5,2,8,13,18,12,17,15,21,15,2,11,3,1,10,2,0,2
3,02956,Athens city,,01,2010,3841,1745,112,133,156,71,65,33,22,62,145,130,114,131,158,111,95,28,37,25,26,31,30,20,10,2096,145,140,140,91,54,34,26,87,143,149,153,154,162,154,111,35,67,25,49,52,57,32,36
3,03004,Atmore city,,01,2010,5672,3560,172,135,180,89,71,43,46,211,422,484,407,318,267,260,177,49,48,35,39,47,32,18,10,2112,180,184,178,101,75,36,26,90,153,157,127,126,139,124,124,36,38,24,45,47,52,28,22
3,03028,Attalla city,,01,2010,771,368,12,22,27,14,22,9,7,9,18,21,27,29,17,32,32,14,14,8,5,11,8,6,4,403,19,30,30,20,8,5,3,10,20,18,22,36,26,26,38,9,12,3,9,24,10,16,9
3,03076,Auburn city,,01,2010,8834,4040,307,273,303,190,240,197,214,466,346,241,223,209,195,183,156,57,64,32,38,41,30,18,17,4794,283,268,312,195,252,216,234,477,426,324,292,301,286,211,210,64,87,41,68,94,61,48,44
3,03220,Autaugaville town,,01,2010,581,271,25,24,17,16,10,7,3,12,21,15,15,19,23,12,9,4,7,9,6,11,3,2,1,310,20,17,32,9,11,3,4,11,21,21,22,26,19,14,13,6,11,8,13,12,9,4,4
3,03364,Avon town,,01,2010,10,5,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
3,03508,Axis CDP,,01,2010,204,105,10,2,11,4,4,1,1,3,3,4,5,9,10,15,9,0,3,2,3,1,4,0,1,99,7,5,6,2,4,0,0,4,3,6,4,5,12,13,11,3,0,1,0,6,4,0,3
3,03556,Babbie town,,01,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,03676,Baileyton town,,01,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,03724,Bakerhill town,,01,2010,99,44,8,6,2,2,2,0,1,2,3,3,0,0,1,4,3,1,2,0,1,2,1,0,0,55,5,4,1,2,0,0,0,4,2,1,5,2,4,5,3,2,2,2,1,4,4,1,1
3,03820,Ballplay CDP,,01,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,03940,Banks town,,01,2010,44,23,0,4,1,1,0,1,1,1,0,3,0,4,1,1,1,0,2,0,1,0,1,0,0,21,0,0,3,0,0,0,1,0,3,3,1,0,3,0,2,1,1,0,2,0,1,0,0
3,04660,Bay Minette city,,01,2010,2837,1321,112,100,115,82,83,45,23,69,101,100,69,61,97,91,62,25,21,12,8,17,15,7,6,1516,111,116,144,71,138,53,29,74,105,91,77,97,86,90,79,23,22,15,22,24,18,13,18
3,04684,Bayou La Batre city,,01,2010,314,148,17,16,13,7,10,2,2,8,5,9,5,9,10,15,7,4,3,0,0,2,3,1,0,166,16,20,15,8,4,2,5,3,15,12,14,11,7,10,6,5,0,0,3,2,4,3,1
3,04852,Bear Creek town,,01,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,04900,Beatrice town,,01,2010,229,103,4,9,4,8,4,1,4,5,5,10,8,3,1,8,8,2,1,4,5,4,4,1,0,126,8,7,12,4,3,1,1,1,6,8,6,7,4,11,20,6,2,1,2,3,4,4,5
3,04948,Beaverton town,,01,2010,10,6,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3,05140,Belgreen CDP,,01,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,05164,Belk town,,01,2010,6,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,05188,Bellamy CDP,,01,2010,493,220,19,18,15,13,1,5,1,8,11,12,17,8,27,20,15,6,3,4,7,2,3,4,1,273,10,16,20,16,5,5,3,5,13,17,15,20,29,24,15,8,4,3,7,11,11,6,10
3,05212,Belle Fontaine CDP,,01,2010,10,7,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,05692,Benton town,,01,2010,9,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,05932,Berry town,,01,2010,85,48,2,2,5,3,4,0,0,2,5,3,1,2,5,4,5,0,1,2,0,0,0,1,1,37,3,1,2,3,2,2,2,0,1,0,4,3,3,1,4,0,1,0,2,1,1,0,1
3,05980,Bessemer city,,01,2010,19546,8888,759,833,772,485,264,127,146,371,598,485,479,545,532,652,628,202,241,123,148,189,127,100,82,10658,779,767,703,432,303,118,127,432,759,673,557,641,724,859,811,269,328,165,183,297,237,239,255
3,06460,Billingsley town,,01,2010,16,6,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,07000,Birmingham city,,01,2010,155791,70939,5932,5260,5270,3446,2360,1251,1133,3257,4866,4300,3981,4034,4990,5654,4976,1791,2010,1010,1235,1601,1182,789,611,84852,5708,5147,4928,3457,2526,1285,1371,3887,6118,5474,4799,5090,6077,7064,6306,2202,2423,1337,1744,2550,1995,1717,1647
3,07120,Black town,,01,2010,13,9,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3,07456,Blountsville town,,01,2010,11,7,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,07588,Blue Ridge CDP,,01,2010,36,17,0,0,0,1,1,0,1,0,1,1,2,1,1,5,2,0,0,0,0,1,0,0,0,19,0,0,1,2,0,0,0,0,2,0,1,1,1,5,2,1,1,0,0,0,0,0,2
3,07672,Blue Springs town,,01,2010,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3,07912,Boaz city,,01,2010,169,97,4,8,4,5,7,4,6,7,10,5,10,5,11,4,3,2,1,0,0,1,0,0,0,72,9,4,3,2,12,4,2,3,6,2,4,5,3,5,2,1,2,0,0,0,2,0,1
3,08104,Boligee town,,01,2010,296,121,20,15,2,7,2,0,2,7,8,4,5,5,5,10,3,3,4,4,2,4,2,2,5,175,26,10,5,7,4,5,5,11,16,7,8,8,12,9,13,5,8,1,2,5,6,0,2
3,08248,Bon Air town,,01,2010,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,08680,Boykin CDP,,01,2010,262,123,13,8,12,8,1,2,1,5,1,7,9,8,9,10,15,2,1,2,2,5,1,1,0,139,8,17,7,4,4,1,1,8,6,5,5,14,7,15,12,0,3,1,5,10,3,3,0
3,09016,Brantley town,,01,2010,314,133,6,11,10,10,5,0,1,2,5,6,8,8,18,11,4,3,2,4,3,8,4,1,3,181,8,12,12,10,5,1,0,8,7,7,16,15,16,16,4,7,4,3,6,14,5,4,1
3,09064,Brantleyville CDP,,01,2010,29,13,0,0,1,0,1,0,0,1,1,0,0,4,1,2,2,0,0,0,0,0,0,0,0,16,0,0,3,2,0,0,0,0,0,1,2,1,0,5,0,0,1,0,0,0,1,0,0
3,09136,Brent city,,01,2010,2648,1912,62,50,57,48,29,17,42,141,304,296,224,161,188,111,99,21,18,8,9,10,7,6,4,736,60,48,56,36,29,11,18,41,58,42,47,38,65,48,46,12,17,6,8,17,16,7,10
3,09208,Brewton city,,01,2010,2304,1034,62,78,85,47,49,20,17,37,63,68,65,57,66,78,64,32,30,15,21,30,27,13,10,1270,84,82,100,56,34,21,10,42,72,75,84,74,76,98,74,32,45,21,30,48,38,34,40
3,09328,Bridgeport city,,01,2010,207,103,7,8,11,7,4,3,1,3,2,5,5,5,13,10,7,3,3,1,1,2,1,0,1,104,5,12,9,3,0,0,2,5,4,10,7,7,10,3,7,1,6,4,5,2,1,0,1
3,09400,Brighton city,,01,2010,2384,1105,67,63,70,63,39,16,20,54,57,61,58,67,87,99,89,27,32,21,22,36,25,19,13,1279,63,72,57,62,38,29,13,28,63,77,70,57,92,108,95,46,43,21,38,61,63,48,35
3,09424,Brilliant town,,01,2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,09457,Bristow Cove CDP,,01,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,09500,Brook Highland CDP,,01,2010,1092,466,31,30,23,19,8,4,9,51,109,50,32,26,21,22,14,4,8,0,3,0,1,1,0,626,39,35,21,13,13,2,14,67,136,87,53,40,29,29,22,6,7,2,6,2,2,0,1
3,09736,Brookside town,,01,2010,252,100,10,9,15,9,4,0,2,1,5,4,7,8,6,2,6,6,3,0,0,0,3,0,0,152,14,20,18,5,5,1,4,5,11,14,7,9,6,10,12,5,0,2,1,0,1,1,1
3,09808,Brookwood town,,01,2010,96,41,9,2,1,2,0,0,0,3,6,5,5,2,2,1,1,1,0,0,0,0,1,0,0,55,9,4,3,0,1,0,0,2,10,13,5,2,2,1,1,0,1,0,0,0,0,1,0
3,09880,Broomtown CDP,,01,2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10240,Brundidge city,,01,2010,1306,600,44,38,46,33,17,8,8,15,41,29,29,35,45,53,50,11,24,12,11,24,14,11,2,706,41,33,36,21,20,7,7,20,45,37,33,44,53,79,59,12,21,10,15,38,32,20,23
3,10456,Bucks CDP,,01,2010,10,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3,11032,Butler town,,01,2010,505,239,35,22,19,5,6,2,3,14,20,21,13,6,12,17,9,2,3,1,1,10,6,7,5,266,17,23,14,11,6,2,9,14,23,23,16,11,15,22,12,2,3,6,4,8,5,5,15
3,11416,Calera city,,01,2010,2668,1227,136,123,123,66,32,15,8,26,121,148,130,95,76,35,43,9,11,5,10,6,7,1,1,1441,128,122,112,45,34,11,15,39,172,224,145,112,84,61,54,21,13,9,9,10,9,7,5
3,11488,Calvert CDP,,01,2010,98,58,4,3,4,8,2,0,1,1,4,1,4,5,8,1,2,0,3,1,0,3,3,0,0,40,1,1,3,3,3,0,0,0,2,3,3,6,2,4,0,0,2,1,1,3,1,0,1
3,11512,Camden city,,01,2010,1159,501,50,58,47,36,21,6,7,13,32,22,29,20,34,36,34,4,9,7,8,7,10,3,8,658,52,51,58,38,14,4,10,27,45,45,46,23,55,42,41,9,10,11,17,11,29,8,12
3,11680,Camp Hill town,,01,2010,896,387,18,28,29,21,16,5,6,15,19,16,14,20,25,44,46,9,18,7,4,16,3,5,3,509,24,30,25,33,18,4,12,20,26,30,40,25,39,38,41,20,14,11,13,13,18,9,6
3,12016,Carbon Hill city,,01,2010,165,79,7,9,5,3,2,2,0,7,2,4,2,11,5,2,3,2,3,1,2,2,1,1,3,86,6,2,10,5,2,0,1,2,8,8,2,3,4,6,9,3,5,0,4,1,0,3,2
3,12040,Cardiff town,,01,2010,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,12070,Carlisle-Rockledge CDP,,01,2010,20,9,0,0,1,2,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,11,0,3,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
3,12112,Carlton CDP,,01,2010,22,14,0,0,0,0,1,1,0,0,0,2,2,2,1,0,4,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0
3,12160,Carolina town,,01,2010,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12304,Carrollton town,,01,2010,439,188,20,23,20,16,5,6,9,9,14,14,8,6,9,9,11,0,1,2,1,2,3,0,0,251,20,20,17,8,5,7,6,17,30,20,15,13,12,13,16,5,5,3,2,4,4,5,4
3,12496,Castleberry town,,01,2010,224,104,3,3,5,2,6,2,1,5,2,4,5,8,10,9,13,4,6,1,3,3,3,6,0,120,7,10,5,3,2,1,0,3,8,5,4,8,7,8,20,6,6,1,6,4,3,1,2
3,12544,Catherine CDP,,01,2010,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,12760,Cedar Bluff town,,01,2010,181,97,5,6,8,3,2,0,1,4,10,6,6,4,4,13,11,3,3,2,0,4,0,0,2,84,7,5,8,4,5,1,1,2,3,3,3,4,11,10,5,2,0,1,3,1,0,4,1
3,13264,Center Point city,,01,2010,10635,4797,500,552,579,327,179,69,71,179,290,325,378,343,311,259,188,49,53,32,41,38,15,12,7,5838,505,518,578,323,182,73,70,225,416,555,488,500,450,351,247,71,76,34,44,45,34,36,17
3,13648,Centre city,,01,2010,347,172,8,19,16,15,6,2,2,10,12,5,9,8,17,9,9,3,7,3,2,4,2,1,3,175,15,12,12,4,2,1,6,8,10,15,8,8,12,12,9,9,4,3,4,6,9,3,3
3,13672,Centreville city,,01,2010,657,319,34,25,30,20,11,6,11,12,23,16,20,7,30,17,15,6,9,3,3,9,6,3,3,338,24,16,25,18,7,11,8,28,19,18,29,28,21,22,17,10,3,2,5,7,4,5,11
3,14008,Chatom town,,01,2010,401,182,20,20,18,6,7,0,2,9,11,9,8,14,16,9,11,1,6,1,1,4,3,3,3,219,13,17,23,14,2,6,3,8,15,16,11,10,14,15,14,5,5,2,3,9,6,3,5
3,14104,Chelsea city,,01,2010,582,266,29,16,26,17,6,0,1,3,10,34,41,28,12,13,9,3,2,2,4,7,1,1,1,316,29,23,30,14,6,1,2,8,16,47,38,22,23,12,18,4,7,3,2,3,4,4,0
3,14152,Cherokee town,,01,2010,192,90,4,3,2,4,4,1,1,4,3,5,9,4,6,7,9,3,4,1,6,2,6,1,1,102,3,5,5,4,0,1,0,2,4,2,5,5,8,6,9,3,6,6,5,9,8,3,3
3,14392,Chickasaw city,,01,2010,2049,898,154,102,111,67,26,14,18,31,57,40,50,60,42,51,36,6,8,5,6,8,4,2,0,1151,125,110,119,68,32,19,21,58,114,110,61,69,80,66,43,11,12,5,8,11,5,4,0
3,14464,Childersburg city,,01,2010,1911,814,99,79,94,51,38,16,11,42,39,62,50,51,42,33,37,11,17,4,9,14,9,5,1,1097,94,90,111,43,47,19,10,58,95,81,94,71,56,55,46,24,21,9,15,20,16,11,11
3,14728,Choccolocco CDP,,01,2010,202,97,2,6,8,7,3,0,2,5,2,2,8,7,12,14,5,0,3,3,4,2,2,0,0,105,1,7,5,2,4,1,1,2,2,8,5,7,10,13,11,2,5,4,1,7,5,2,0
3,14968,Chunchula CDP,,01,2010,109,60,5,2,6,1,2,2,0,2,5,2,0,2,7,4,3,2,3,0,6,1,0,4,1,49,3,1,0,0,1,2,0,2,3,2,3,1,6,4,4,1,4,2,0,5,4,0,1
3,15064,Citronelle city,,01,2010,789,367,24,25,40,25,20,9,3,13,18,21,13,19,22,39,24,8,13,4,4,7,8,5,3,422,22,36,28,19,12,5,12,20,24,22,20,36,44,32,24,12,9,4,5,17,9,5,5
3,15136,Clanton city,,01,2010,1642,766,82,53,59,39,22,15,11,39,59,64,43,33,48,60,49,12,18,12,15,12,10,7,4,876,83,74,59,36,21,14,14,33,63,69,60,44,63,52,58,14,16,11,16,21,14,19,22
3,15256,Clay city,,01,2010,1292,621,61,79,75,42,28,5,7,15,24,57,51,55,41,38,22,6,5,1,1,2,3,0,3,671,40,63,74,44,24,7,6,11,37,83,67,66,45,38,25,11,6,5,5,6,4,2,2
3,15304,Clayhatchee town,,01,2010,10,6,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3,15376,Clayton town,,01,2010,1920,1395,41,37,51,21,27,22,27,126,228,213,146,126,124,69,61,14,13,14,12,10,4,6,3,525,26,38,49,26,16,6,13,29,50,33,31,25,35,29,33,14,15,4,8,14,5,17,9
3,15472,Cleveland town,,01,2010,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15640,Clio city,,01,2010,510,222,23,17,13,10,12,3,1,6,13,12,14,10,19,24,17,7,5,3,4,4,3,2,0,288,25,19,11,17,6,9,1,13,19,13,13,14,20,24,25,4,8,4,8,10,4,9,12
3,16000,Coaling town,,01,2010,189,90,8,9,9,2,3,1,1,2,10,11,4,6,4,4,3,3,5,0,0,1,0,3,1,99,6,4,13,1,2,3,4,3,6,8,14,6,5,6,4,4,2,1,1,2,1,2,1
3,16080,Coats Bend CDP,,01,2010,175,87,2,9,4,4,2,1,2,4,4,4,2,8,6,9,7,3,7,3,1,3,0,1,1,88,4,8,7,3,4,1,0,2,3,4,5,7,9,5,7,5,7,1,2,3,0,0,1
3,16240,Coffee Springs town,,01,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16264,Coffeeville town,,01,2010,162,78,7,9,5,3,2,1,1,3,3,7,3,1,4,8,4,4,2,1,3,5,0,2,0,84,4,1,8,3,1,2,0,3,6,8,2,7,7,11,5,2,3,1,4,2,0,2,2
3,16312,Coker town,,01,2010,20,12,1,0,1,0,1,1,0,0,0,0,1,1,0,1,3,1,0,0,0,1,0,0,0,8,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0
3,16600,Collinsville town,,01,2010,179,83,2,3,6,4,2,1,2,2,7,5,4,7,5,8,5,5,2,0,0,7,2,3,1,96,0,7,9,2,2,2,0,4,1,4,5,7,6,6,10,4,3,5,3,5,4,2,5
3,16684,Colony town,,01,2010,233,121,4,4,14,3,2,2,2,4,4,8,5,3,11,12,8,5,7,4,4,4,5,3,3,112,4,2,5,2,2,2,0,1,7,4,4,6,10,15,7,8,9,6,2,9,4,2,1
3,16744,Columbia town,,01,2010,156,69,7,7,9,3,0,0,0,1,1,0,3,3,7,8,5,3,1,3,2,1,3,1,1,87,3,10,3,4,3,2,3,3,2,5,5,4,6,7,5,3,1,3,3,1,5,3,3
3,16768,Columbiana city,,01,2010,1055,681,31,22,15,16,18,12,7,49,95,111,64,59,57,52,23,5,11,2,10,10,4,2,6,374,30,23,27,11,4,7,4,21,34,23,21,29,19,27,27,9,12,4,10,13,7,8,4
3,16936,Concord CDP,,01,2010,10,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,17176,Coosada town,,01,2010,490,237,16,19,20,16,10,4,5,14,12,14,18,12,18,15,9,6,11,3,2,7,2,2,2,253,14,15,32,12,6,3,3,7,15,15,16,14,25,16,13,8,10,2,9,6,4,3,5
3,17368,Cordova city,,01,2010,304,144,13,15,18,10,11,1,1,3,12,6,10,7,12,5,5,2,2,0,4,2,4,0,1,160,15,10,8,7,4,4,1,11,8,12,16,12,13,4,11,0,5,2,4,5,5,2,1
3,17824,Cottonwood town,,01,2010,328,146,12,10,19,12,3,0,5,11,9,2,13,13,3,12,5,4,3,1,1,2,2,3,1,182,14,9,9,6,11,1,1,9,4,11,8,22,17,19,9,3,7,0,3,6,6,4,3
3,17968,County Line town,,01,2010,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,18040,Courtland town,,01,2010,234,109,11,9,10,10,7,2,2,4,5,7,3,3,8,9,10,6,2,1,0,0,0,0,0,125,8,8,5,4,3,2,3,6,7,7,12,11,9,14,12,5,0,3,3,0,2,0,1
