Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,P012HVD01,P012HVD02,P012HVD03,P012HVD04,P012HVD05,P012HVD06,P012HVD07,P012HVD08,P012HVD09,P012HVD10,P012HVD11,P012HVD12,P012HVD13,P012HVD14,P012HVD15,P012HVD16,P012HVD17,P012HVD18,P012HVD19,P012HVD20,P012HVD21,P012HVD22,P012HVD23,P012HVD24,P012HVD25,P012HVD26,P012HVD27,P012HVD28,P012HVD29,P012HVD30,P012HVD31,P012HVD32,P012HVD33,P012HVD34,P012HVD35,P012HVD36,P012HVD37,P012HVD38,P012HVD39,P012HVD40,P012HVD41,P012HVD42,P012HVD43,P012HVD44,P012HVD45,P012HVD46,P012HVD47,P012HVD48,P012HVD49
1,99081,Lincoln County,081,27,2000,55,27,4,4,4,2,1,0,1,0,1,3,0,3,1,1,1,0,0,0,0,0,1,0,0,28,1,3,4,3,4,0,0,1,1,3,4,0,1,2,1,0,0,0,0,0,0,0,0
1,99083,Lyon County,083,27,2000,1009,521,84,64,50,24,17,16,8,40,73,37,43,33,6,8,8,2,4,0,1,3,0,0,0,488,87,68,51,31,19,12,12,38,44,41,22,19,15,7,4,0,0,3,4,4,1,3,3
1,99085,McLeod County,085,27,2000,1268,630,92,82,71,33,23,10,13,33,67,73,46,32,24,7,8,3,2,3,3,4,0,1,0,638,103,84,67,41,22,13,13,34,74,67,35,27,18,17,10,3,3,1,1,3,0,1,1
1,99087,Mahnomen County,087,27,2000,46,25,1,6,4,1,0,1,0,3,0,2,3,0,2,0,0,0,1,0,0,0,1,0,0,21,2,5,3,1,1,1,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0
1,99089,Marshall County,089,27,2000,298,146,19,18,14,10,5,9,3,10,7,10,12,9,7,6,2,2,1,0,1,1,0,0,0,152,21,19,19,9,7,5,1,11,8,12,10,11,11,2,2,0,2,1,0,1,0,0,0
1,99091,Martin County,091,27,2000,421,205,31,21,23,12,7,4,4,12,13,18,14,17,13,2,5,1,4,0,0,1,3,0,0,216,40,19,25,18,8,4,3,11,21,16,11,14,7,8,3,1,1,3,2,0,0,0,1
1,99093,Meeker County,093,27,2000,487,274,31,21,24,16,12,13,5,15,35,22,18,22,16,10,4,1,1,0,2,5,0,0,1,213,32,20,20,18,9,5,5,14,24,6,18,14,9,4,5,0,2,2,0,3,2,1,0
1,99095,Mille Lacs County,095,27,2000,214,104,18,14,13,8,5,1,3,1,8,7,4,7,1,3,3,1,1,2,2,0,1,1,0,110,12,14,13,4,9,0,3,3,12,4,3,12,7,3,1,2,1,2,0,3,1,0,1
1,99097,Morrison County,097,27,2000,203,112,11,12,16,12,5,1,2,6,6,9,9,8,3,3,1,0,3,2,0,2,0,1,0,91,11,11,13,10,3,2,4,4,3,4,4,6,3,2,3,1,2,1,0,1,1,2,0
1,99099,Mower County,099,27,2000,1646,980,143,80,66,55,48,27,24,107,140,73,83,45,35,20,14,1,8,2,1,5,0,2,1,666,111,88,54,34,32,15,13,58,67,54,36,27,25,24,9,5,2,0,3,3,0,3,3
1,99101,Murray County,101,27,2000,135,65,9,6,7,4,6,2,1,5,2,4,3,5,5,1,2,1,2,0,0,0,0,0,0,70,10,6,7,6,2,1,3,4,5,8,2,3,4,4,1,1,1,1,0,0,0,0,1
1,99103,Nicollet County,103,27,2000,535,298,27,35,31,14,22,11,7,27,43,23,13,15,12,11,2,2,0,0,0,0,1,1,1,237,34,29,25,13,12,8,8,13,21,22,12,10,12,7,3,4,1,1,0,0,1,0,1
1,99105,Nobles County,105,27,2000,2325,1310,178,126,90,50,58,49,28,105,166,158,113,73,44,35,18,2,3,4,3,2,3,1,1,1015,177,131,97,49,31,27,17,63,115,85,67,52,38,22,14,4,13,3,1,3,2,2,2
1,99107,Norman County,107,27,2000,227,114,13,15,24,10,1,3,2,7,4,6,12,6,3,2,5,0,0,0,0,1,0,0,0,113,17,16,11,13,4,2,1,5,5,8,12,7,4,1,2,1,1,0,1,2,0,0,0
1,99109,Olmsted County,109,27,2000,2959,1640,199,145,116,58,50,40,40,124,211,188,145,104,96,56,25,7,8,3,9,10,2,4,0,1319,167,152,107,64,46,20,22,90,155,136,108,81,51,34,33,10,9,2,9,4,11,1,7
1,99111,Otter Tail County,111,27,2000,957,529,63,62,62,24,32,11,12,32,50,40,35,32,23,15,16,1,3,2,2,6,3,0,3,428,73,49,42,32,19,11,6,25,31,29,29,20,19,12,10,3,4,3,3,3,1,3,1
1,99113,Pennington County,113,27,2000,169,101,13,8,12,6,10,4,2,12,9,8,5,4,2,3,2,0,0,0,0,0,0,0,1,68,11,9,8,2,2,1,2,1,8,7,6,4,2,1,3,0,0,0,0,0,0,1,0
1,99115,Pine County,115,27,2000,465,339,10,12,15,11,5,1,4,29,51,53,44,38,27,11,5,4,6,1,5,3,2,1,1,126,13,16,22,10,3,1,2,2,8,5,7,8,5,6,7,1,2,0,2,1,5,0,0
1,99117,Pipestone County,117,27,2000,69,33,4,2,3,3,0,0,0,3,4,3,4,4,1,1,0,1,0,0,0,0,0,0,0,36,8,5,6,3,1,0,0,3,0,1,3,2,0,2,1,0,0,0,0,0,1,0,0
1,99119,Polk County,119,27,2000,1502,735,114,108,84,51,36,15,17,26,37,51,38,51,35,30,20,3,5,3,4,3,2,1,1,767,95,103,102,62,28,19,14,28,60,55,51,47,29,22,13,5,10,3,4,7,5,4,1
1,99121,Pope County,121,27,2000,57,26,4,4,7,0,0,0,2,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,31,5,4,7,2,1,1,1,1,0,1,0,0,1,2,1,2,0,0,0,0,0,2,0
1,99123,Ramsey County,123,27,2000,26979,14438,1873,1554,1258,742,589,336,353,1065,1650,1290,1155,798,582,400,275,71,118,72,74,72,70,22,19,12541,1759,1446,1160,680,479,279,294,796,1368,1002,879,729,452,303,273,87,107,67,98,118,79,49,37
1,99125,Red Lake County,125,27,2000,13,5,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1,99127,Redwood County,127,27,2000,192,100,10,19,13,5,4,2,2,5,10,9,5,3,2,3,2,1,2,0,0,0,2,0,1,92,15,11,5,8,6,2,2,3,10,8,4,3,4,4,1,2,0,0,1,1,2,0,0
1,99129,Renville County,129,27,2000,876,460,70,69,46,25,22,9,4,39,50,33,25,22,20,6,6,2,4,0,2,2,1,2,1,416,80,62,54,19,18,7,8,24,36,37,16,18,19,9,6,0,0,0,1,0,1,0,1
1,99131,Rice County,131,27,2000,3117,1746,241,188,119,77,74,41,45,124,239,196,132,102,64,32,26,7,10,4,7,7,4,3,4,1371,216,183,135,65,60,39,34,101,151,113,87,67,43,35,14,4,5,2,4,8,3,1,1
1,99133,Rock County,133,27,2000,124,56,9,3,11,3,0,0,2,2,7,3,3,2,4,1,1,2,1,0,0,0,1,1,0,68,12,13,3,4,5,0,1,4,2,3,7,5,3,2,1,0,1,0,0,1,0,1,0
1,99135,Roseau County,135,27,2000,71,32,4,4,3,0,1,2,0,0,2,2,3,2,3,2,1,0,0,0,0,1,1,0,1,39,2,5,6,3,2,1,0,1,6,2,1,2,3,0,1,0,1,1,0,1,0,0,1
1,99137,St. Louis County,137,27,2000,1597,833,100,93,105,64,47,29,16,41,56,48,65,49,39,23,24,7,9,1,4,6,4,3,0,764,70,98,87,55,47,19,17,32,63,47,54,64,36,18,19,3,8,7,3,4,4,4,5
1,99139,Scott County,139,27,2000,2381,1259,182,166,98,51,43,27,18,76,164,133,122,75,42,25,17,2,3,4,3,4,1,3,0,1122,172,141,98,45,36,18,13,75,137,122,83,61,49,26,13,6,6,3,6,3,6,1,2
1,99141,Sherburne County,141,27,2000,709,418,47,47,46,22,31,14,12,28,47,37,30,19,12,17,3,1,1,0,0,2,1,1,0,291,41,38,40,23,6,6,4,12,28,26,30,14,5,6,2,1,1,1,0,2,3,1,1
1,99143,Sibley County,143,27,2000,834,460,69,69,48,21,17,10,3,38,37,48,34,21,13,14,9,4,0,1,0,0,2,2,0,374,59,61,38,15,9,5,6,21,38,36,25,23,17,11,5,0,1,2,1,1,0,0,0
1,99145,Stearns County,145,27,2000,1827,970,137,98,95,43,47,27,23,114,117,75,53,42,40,18,11,5,6,3,8,3,2,1,2,857,129,94,75,54,47,34,19,72,86,57,55,34,40,22,11,6,5,2,4,1,2,2,6
1,99147,Steele County,147,27,2000,1266,659,109,81,66,33,25,11,16,37,63,54,46,35,37,17,10,0,4,0,1,5,2,3,4,607,98,91,64,43,19,12,10,41,57,42,33,26,12,20,9,4,7,2,2,8,1,3,3
1,99149,Stevens County,149,27,2000,90,50,5,1,4,6,5,3,2,8,1,1,3,3,4,1,1,0,0,0,1,1,0,0,0,40,3,1,3,5,6,2,5,3,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0
1,99151,Swift County,151,27,2000,320,208,24,24,14,2,5,3,5,16,22,21,25,17,11,6,5,2,3,0,1,1,0,0,1,112,15,14,13,14,3,2,2,9,11,11,8,4,3,0,3,0,0,0,0,0,0,0,0
1,99153,Todd County,153,27,2000,463,265,38,29,18,18,18,5,9,16,30,26,21,14,5,5,6,1,1,0,2,1,2,0,0,198,28,24,21,15,11,3,4,9,23,13,16,6,5,8,9,0,1,0,0,0,1,1,0
1,99155,Traverse County,155,27,2000,50,24,0,4,8,1,3,3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,26,2,1,6,5,1,2,1,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0
1,99157,Wabasha County,157,27,2000,364,194,23,20,22,10,7,8,5,11,27,12,18,9,8,6,5,0,0,0,1,0,1,1,0,170,24,20,25,10,2,2,4,11,16,21,7,5,4,10,4,1,2,0,0,2,0,0,0
1,99159,Wadena County,159,27,2000,128,67,14,12,10,2,2,0,0,6,2,2,5,3,6,1,0,0,0,0,1,1,0,0,0,61,13,5,11,6,1,1,0,2,4,5,4,0,4,1,1,0,0,0,0,1,1,0,1
1,99161,Waseca County,161,27,2000,566,302,40,32,32,14,12,4,14,27,29,28,23,10,14,10,2,1,3,0,1,0,4,2,0,264,47,40,25,11,17,8,6,16,19,20,21,5,11,4,2,3,0,1,1,2,2,3,0
1,99163,Washington County,163,27,2000,3892,2053,266,271,237,128,55,32,31,91,190,157,174,160,98,56,37,16,13,7,6,14,8,5,1,1839,263,247,239,102,57,23,24,70,142,143,151,113,81,56,50,16,8,12,11,10,7,8,6
1,99165,Watonwan County,165,27,2000,1804,910,141,122,82,35,28,23,28,69,89,93,55,52,32,22,13,1,8,8,3,4,2,0,0,894,164,124,79,48,40,22,21,51,79,75,48,47,26,24,17,2,9,2,3,4,5,3,1
1,99167,Wilkin County,167,27,2000,110,56,4,10,8,5,4,0,0,3,6,2,4,2,3,2,1,0,2,0,0,0,0,0,0,54,4,9,10,4,2,1,0,1,7,5,2,3,2,2,1,0,0,0,0,0,1,0,0
1,99169,Winona County,169,27,2000,686,354,40,34,30,18,29,13,15,26,49,22,12,13,20,13,14,1,1,0,0,2,1,0,1,332,49,30,33,15,19,9,12,23,29,24,16,20,13,11,11,3,2,3,1,3,2,1,3
1,99171,Wright County,171,27,2000,994,481,63,64,70,30,20,5,8,26,44,29,35,31,19,16,7,2,2,2,0,4,2,0,2,513,76,85,55,33,15,6,10,31,43,41,35,25,23,10,5,1,5,2,1,4,2,2,3
1,99173,Yellow Medicine County,173,27,2000,195,94,14,15,8,4,6,1,1,5,6,5,9,9,3,4,1,0,0,2,0,1,0,0,0,101,13,15,16,9,3,1,1,4,7,10,5,8,2,2,0,0,1,1,0,1,1,1,0
1,99001,Adams County,001,28,2000,273,131,15,8,9,5,5,2,3,7,6,13,12,11,13,5,4,1,1,3,2,3,3,0,0,142,20,11,7,9,1,1,2,9,15,12,9,9,10,4,6,3,3,1,1,3,2,3,1
1,99003,Alcorn County,003,28,2000,443,261,30,16,25,16,14,9,12,27,30,22,20,14,10,4,4,3,1,1,1,0,0,2,0,182,26,20,24,10,5,1,5,12,13,16,9,10,7,5,4,2,3,0,2,4,1,3,0
1,99005,Amite County,005,28,2000,113,56,6,5,7,4,1,1,0,3,4,5,2,3,5,0,6,0,2,0,1,1,0,0,0,57,5,9,4,2,0,1,0,3,4,5,7,1,3,4,2,0,0,2,0,2,2,0,1
1,99007,Attala County,007,28,2000,280,175,12,10,9,8,12,2,4,22,26,16,19,10,6,7,3,1,4,0,2,2,0,0,0,105,11,6,11,8,5,3,2,3,7,9,5,8,6,3,4,3,5,1,2,0,1,0,2
1,99009,Benton County,009,28,2000,84,41,6,9,3,2,3,1,1,1,3,3,4,0,2,1,1,0,0,0,0,0,1,0,0,43,6,10,5,2,0,0,1,4,2,3,2,1,2,3,1,0,0,0,0,0,0,1,0
1,99011,Bolivar County,011,28,2000,477,251,21,17,16,17,5,7,8,14,26,20,16,19,14,15,13,1,4,0,3,7,5,2,1,226,15,17,25,10,11,3,7,17,13,16,14,12,12,10,11,2,10,3,1,7,7,2,1
1,99013,Calhoun County,013,28,2000,318,187,17,6,19,15,14,5,6,13,24,17,17,12,6,4,4,1,0,0,2,2,0,1,2,131,20,15,12,12,4,3,3,5,11,9,13,3,4,5,3,1,2,1,1,0,0,1,3
1,99015,Carroll County,015,28,2000,79,42,2,5,3,4,1,0,0,3,5,4,5,2,2,2,1,0,1,1,0,0,0,0,1,37,1,3,0,2,2,0,1,2,2,3,3,1,5,2,1,1,2,0,1,1,2,1,1
1,99017,Chickasaw County,017,28,2000,445,255,29,19,19,13,13,7,5,28,43,22,12,12,12,9,5,0,3,0,1,1,1,1,0,190,33,27,11,9,7,1,4,19,21,12,7,11,6,9,6,0,0,1,4,2,0,0,0
1,99019,Choctaw County,019,28,2000,79,45,3,3,4,6,2,0,0,1,2,6,5,4,2,5,0,0,0,0,0,0,1,1,0,34,2,7,4,0,0,1,0,2,3,4,4,1,2,2,0,0,0,0,0,1,1,0,0
1,99021,Claiborne County,021,28,2000,94,52,3,3,4,4,2,3,3,3,9,1,2,5,3,1,2,0,0,0,1,1,0,0,2,42,6,5,4,2,4,1,1,0,1,4,6,1,3,1,0,0,1,1,0,0,0,1,0
1,99023,Clarke County,023,28,2000,120,64,3,16,1,2,2,1,2,4,3,6,7,7,2,1,2,1,1,0,0,2,0,0,1,56,1,4,10,3,2,0,0,2,8,1,4,2,6,3,4,1,0,0,1,3,1,0,0
1,99025,Clay County,025,28,2000,190,84,6,7,7,7,4,2,4,8,13,9,4,4,1,3,1,0,0,1,0,1,1,0,1,106,11,8,12,9,6,1,4,1,16,8,8,3,4,4,3,0,2,0,0,1,2,1,2
1,99027,Coahoma County,027,28,2000,276,143,16,12,17,11,8,2,6,5,16,7,12,8,9,1,2,1,2,3,2,3,0,0,0,133,18,11,14,4,2,4,4,5,7,13,11,3,14,4,5,2,4,3,0,2,2,0,1
1,99029,Copiah County,029,28,2000,332,202,19,14,11,13,8,4,10,27,29,12,19,16,7,4,2,0,1,2,0,0,0,1,3,130,19,11,8,4,6,3,3,5,18,8,14,9,3,6,3,1,3,1,1,2,1,0,1
1,99031,Covington County,031,28,2000,155,90,9,11,6,1,9,3,3,5,9,6,6,5,5,2,0,0,1,1,2,1,3,2,0,65,6,6,8,2,2,0,0,4,5,7,5,6,4,3,0,2,1,1,1,0,2,0,0
1,99033,DeSoto County,033,28,2000,2516,1554,161,139,76,68,84,42,61,143,239,175,119,92,64,32,25,9,5,2,5,4,2,4,3,962,142,111,87,52,29,17,17,55,118,93,75,38,36,34,21,5,7,3,5,5,3,5,4
1,99035,Forrest County,035,28,2000,912,513,30,38,36,35,25,19,25,62,80,44,36,25,15,12,14,1,4,1,5,2,1,1,2,399,33,24,31,17,30,14,24,38,39,29,22,16,18,7,14,8,4,3,6,7,4,6,5
1,99037,Franklin County,037,28,2000,45,27,4,1,3,0,0,1,0,1,6,2,1,4,1,0,0,2,0,0,0,0,0,1,0,18,1,0,3,0,0,0,0,1,4,1,0,2,2,1,1,0,0,0,1,1,0,0,0
1,99039,George County,039,28,2000,307,194,13,7,8,5,10,7,11,16,32,25,22,17,3,10,4,1,0,0,0,1,0,2,0,113,13,16,11,6,0,1,3,10,14,6,6,7,3,6,2,0,1,1,2,2,1,1,1
1,99041,Greene County,041,28,2000,106,77,0,5,2,1,4,2,4,10,11,9,6,8,6,1,2,0,1,0,3,1,1,0,0,29,1,0,2,1,1,0,0,1,2,3,3,2,0,4,3,0,1,2,0,0,3,0,0
1,99043,Grenada County,043,28,2000,145,82,6,9,13,11,2,4,0,3,8,3,5,2,3,3,2,1,2,0,2,1,0,0,2,63,4,3,4,2,4,3,0,1,7,6,7,3,1,5,1,3,2,1,1,3,2,0,0
1,99045,Hancock County,045,28,2000,775,375,28,34,39,24,7,3,4,6,35,32,29,31,20,19,23,4,7,9,6,5,6,1,3,400,35,35,35,26,10,4,5,9,27,27,41,36,29,22,24,5,7,5,0,8,3,5,2
1,99047,Harrison County,047,28,2000,4910,2590,251,243,176,130,186,75,95,200,238,197,203,173,127,89,58,24,26,21,26,21,17,10,4,2320,255,178,184,117,132,53,49,151,204,182,206,143,117,98,70,16,27,32,28,36,17,17,8
1,99049,Hinds County,049,28,2000,1978,1072,111,83,78,61,57,34,29,70,123,92,77,67,58,33,36,9,12,2,12,12,7,3,6,906,101,82,70,48,34,18,20,47,78,70,73,53,55,39,21,10,12,7,14,20,10,12,12
1,99051,Holmes County,051,28,2000,194,99,10,15,9,10,7,4,2,4,3,3,5,6,5,5,3,0,2,1,2,1,1,1,0,95,10,9,6,8,6,2,1,4,9,4,6,9,3,3,2,1,2,1,3,1,3,1,1
1,99053,Humphreys County,053,28,2000,168,101,8,4,2,3,7,3,2,8,17,5,12,5,7,6,8,1,0,1,0,0,0,2,0,67,8,3,3,5,6,1,0,6,6,4,7,2,3,0,5,0,3,0,1,1,1,1,1
1,99055,Issaquena County,055,28,2000,10,6,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,99057,Itawamba County,057,28,2000,226,126,11,14,12,3,6,7,4,10,3,13,14,3,6,5,3,2,0,1,0,1,4,3,1,100,8,15,8,5,3,2,2,2,10,11,4,2,7,6,4,1,1,2,2,2,1,1,1
1,99059,Jackson County,059,28,2000,2807,1620,129,123,104,58,68,42,45,127,177,170,133,152,92,70,40,17,17,7,14,12,9,8,6,1187,137,124,98,59,41,25,21,59,108,84,102,86,72,53,34,7,13,12,6,19,15,9,3
1,99061,Jasper County,061,28,2000,117,62,2,7,5,3,4,0,1,2,5,7,4,6,3,4,2,2,1,1,2,0,0,0,1,55,5,3,5,0,1,1,0,1,8,2,5,1,4,2,8,0,0,3,0,3,2,1,0
1,99063,Jefferson County,063,28,2000,64,39,2,5,3,0,3,0,2,3,5,3,2,4,3,2,1,0,1,0,0,0,0,0,0,25,0,2,3,0,2,0,0,1,3,1,1,1,2,0,1,3,2,0,1,1,1,0,0
1,99065,Jefferson Davis County,065,28,2000,107,50,4,8,4,3,0,1,0,3,2,5,4,3,4,2,0,1,1,2,1,1,0,1,0,57,8,3,6,5,5,0,2,4,4,0,6,3,3,1,1,0,1,0,1,1,1,0,2
1,99067,Jones County,067,28,2000,1271,892,45,40,33,38,61,62,46,141,165,90,67,31,29,9,14,4,3,2,2,3,3,3,1,379,42,27,34,22,15,15,4,26,53,31,26,16,23,10,9,3,4,5,2,5,2,0,5
1,99069,Kemper County,069,28,2000,76,43,6,2,7,1,3,3,0,3,2,4,3,2,1,1,2,0,2,0,0,0,0,1,0,33,4,1,2,0,1,1,1,3,1,3,4,4,1,2,0,0,1,0,1,2,1,0,0
1,99071,Lafayette County,071,28,2000,427,265,5,17,10,15,21,9,14,37,31,26,23,17,12,7,6,1,1,2,2,3,3,2,1,162,6,15,12,5,11,4,8,15,16,9,13,10,8,7,8,0,3,0,3,6,2,1,0
1,99073,Lamar County,073,28,2000,426,229,20,20,26,17,13,4,2,13,24,25,18,11,13,7,8,3,0,0,1,2,2,0,0,197,30,14,16,12,7,4,2,11,19,18,17,14,12,6,4,1,3,1,1,3,0,0,2
1,99075,Lauderdale County,075,28,2000,888,462,37,44,30,21,50,12,9,33,62,45,34,24,16,11,12,4,4,1,5,4,3,1,0,426,50,52,31,16,22,12,7,25,44,32,27,22,22,9,11,7,3,4,5,7,8,4,6
1,99077,Lawrence County,077,28,2000,89,40,2,3,3,1,2,0,0,2,1,5,3,2,5,2,1,1,1,2,2,0,0,2,0,49,7,6,1,1,0,0,0,2,1,6,1,3,3,3,5,0,3,0,1,1,1,2,2
1,99079,Leake County,079,28,2000,440,282,28,8,12,10,12,7,17,37,41,30,21,13,19,13,6,3,3,0,0,1,1,0,0,158,20,21,8,5,7,7,4,17,18,13,6,8,6,6,3,1,1,1,0,2,2,2,0
1,99081,Lee County,081,28,2000,882,487,68,61,33,24,19,3,11,31,53,52,31,27,27,15,14,3,7,2,2,1,1,2,0,395,57,46,46,17,10,4,9,18,43,32,30,15,22,16,7,1,2,5,2,3,4,3,3
1,99083,Leflore County,083,28,2000,720,465,19,23,23,14,11,17,12,55,83,57,42,39,31,13,10,3,3,2,4,4,0,0,0,255,22,28,32,14,11,10,2,16,22,17,15,13,19,6,6,2,2,1,4,5,0,7,1
1,99085,Lincoln County,085,28,2000,229,124,11,12,11,7,5,3,3,11,8,9,11,5,9,3,4,0,0,3,2,4,1,0,2,105,10,11,13,9,2,6,2,4,3,3,4,10,8,5,2,0,4,3,1,2,2,0,1
1,99087,Lowndes County,087,28,2000,684,380,48,24,29,17,15,8,9,48,46,39,30,16,10,16,8,1,4,2,1,7,1,0,1,304,39,26,17,11,14,7,11,24,32,23,16,17,21,14,6,3,7,1,3,2,4,4,2
1,99089,Madison County,089,28,2000,742,433,28,29,15,24,15,14,13,37,67,51,39,33,29,14,9,3,3,1,3,2,2,0,2,309,31,26,34,13,10,5,0,12,34,25,27,37,18,14,7,4,2,0,1,3,2,2,2
1,99091,Marion County,091,28,2000,158,83,6,5,12,7,3,2,2,10,3,3,5,3,8,4,3,1,0,2,1,1,1,1,0,75,4,9,10,2,5,1,1,2,4,4,6,4,6,3,1,1,0,1,0,4,1,5,1
1,99093,Marshall County,093,28,2000,425,240,29,22,15,12,12,5,7,15,26,26,23,10,11,5,3,1,6,2,3,1,3,2,1,185,20,18,16,6,6,6,4,4,16,15,9,18,7,10,5,1,7,1,3,5,3,2,3
1,99095,Monroe County,095,28,2000,261,137,18,12,13,9,7,3,3,6,11,12,9,8,4,8,4,1,3,2,3,0,0,1,0,124,11,11,8,7,7,0,4,3,12,8,5,12,5,4,8,2,2,3,2,8,1,0,1
1,99097,Montgomery County,097,28,2000,103,45,5,2,2,3,2,1,0,3,3,1,2,6,3,6,0,0,1,0,0,1,3,1,0,58,5,1,5,2,1,0,2,3,0,5,5,1,3,3,5,1,1,2,1,1,7,3,1
1,99099,Neshoba County,099,28,2000,332,185,25,15,8,6,6,3,5,15,24,16,19,13,4,3,2,3,4,0,3,5,5,0,1,147,17,18,11,7,6,1,1,5,15,13,9,9,5,4,7,3,2,1,3,4,4,1,1
1,99101,Newton County,101,28,2000,198,112,10,6,3,6,8,2,1,5,11,14,13,4,6,10,4,1,2,2,1,1,0,2,0,86,6,4,8,10,4,0,0,6,7,2,7,7,5,5,2,1,2,1,3,2,2,0,2
1,99103,Noxubee County,103,28,2000,141,81,6,7,7,9,9,1,1,3,6,9,6,4,2,1,5,0,0,1,0,1,2,1,0,60,6,4,3,4,4,1,2,2,6,3,5,3,2,2,4,1,1,0,1,2,2,1,1
1,99105,Oktibbeha County,105,28,2000,461,248,19,14,11,6,13,14,6,42,31,22,22,13,8,10,5,1,3,0,3,1,2,2,0,213,18,19,17,11,18,10,6,19,22,12,9,12,10,10,9,0,1,2,1,3,3,0,1
1,99107,Panola County,107,28,2000,384,230,17,17,22,12,16,8,14,18,10,23,19,19,10,4,10,1,1,3,0,0,6,0,0,154,21,27,16,10,7,1,1,4,8,9,19,6,4,7,4,0,1,0,3,2,3,0,1
1,99109,Pearl River County,109,28,2000,686,341,38,44,28,17,11,8,8,19,25,17,26,31,16,12,9,0,5,1,9,7,6,0,4,345,35,29,34,21,9,6,3,11,22,34,31,24,16,18,8,5,7,3,7,13,4,3,2
1,99111,Perry County,111,28,2000,122,62,10,6,9,6,7,2,0,2,3,4,0,6,1,1,2,1,0,0,0,0,0,1,1,60,6,2,7,5,1,1,1,4,3,4,1,5,5,1,8,2,0,0,2,0,1,1,0
1,99113,Pike County,113,28,2000,284,168,12,10,18,11,11,6,6,8,14,7,14,11,4,10,8,1,5,1,3,4,1,0,3,116,7,6,14,14,2,2,2,4,6,7,9,8,11,5,4,1,3,1,3,3,1,1,2
1,99115,Pontotoc County,115,28,2000,481,296,26,28,14,12,14,11,6,30,37,31,27,25,12,5,4,2,4,0,0,2,3,2,1,185,26,23,14,17,9,2,3,13,13,15,12,12,7,4,6,0,2,0,1,2,2,2,0
1,99117,Prentiss County,117,28,2000,176,92,9,10,8,5,4,4,0,4,5,12,7,3,0,4,2,4,3,1,0,4,1,1,1,84,6,10,7,1,4,0,0,5,4,4,5,4,5,3,6,3,1,1,8,2,3,0,2
1,99119,Quitman County,119,28,2000,55,18,2,0,5,0,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,37,2,3,3,3,0,0,1,3,2,1,6,3,4,1,1,2,0,0,1,1,0,0,0
1,99121,Rankin County,121,28,2000,1520,840,90,78,58,33,41,21,16,53,97,85,70,53,43,42,27,3,12,1,4,7,3,2,1,680,66,59,77,33,28,4,6,25,66,57,75,40,28,38,24,11,7,7,8,7,4,6,4
1,99123,Scott County,123,28,2000,1660,1065,73,67,63,25,39,27,25,87,144,111,97,90,62,65,33,15,13,5,12,1,6,3,2,595,71,61,44,24,20,15,10,33,50,42,46,42,40,27,25,5,11,9,5,3,6,2,4
1,99125,Sharkey County,125,28,2000,86,42,5,7,7,2,3,0,0,1,3,1,1,5,2,2,1,0,1,0,0,1,0,0,0,44,5,9,3,5,1,0,1,1,4,5,4,3,1,0,1,0,1,0,0,0,0,0,0
1,99127,Simpson County,127,28,2000,318,165,10,15,16,14,8,5,2,13,21,10,9,12,15,5,2,0,4,0,1,1,0,1,1,153,9,11,23,10,4,4,3,9,11,8,14,14,9,5,2,2,5,1,2,3,1,1,2
1,99129,Smith County,129,28,2000,96,36,7,3,0,1,0,1,1,3,6,1,3,3,1,1,1,0,0,0,0,1,3,0,0,60,9,3,3,3,2,0,0,5,4,4,2,9,0,3,4,3,0,1,0,4,0,1,0
1,99131,Stone County,131,28,2000,170,91,6,7,8,8,9,0,1,7,19,6,6,5,5,2,1,0,0,1,0,0,0,0,0,79,9,3,6,2,9,2,1,7,5,5,9,3,7,2,0,0,1,2,1,0,3,1,1
1,99133,Sunflower County,133,28,2000,448,260,22,28,25,13,8,5,6,15,27,19,31,23,17,4,7,0,1,0,2,2,1,3,1,188,31,23,16,9,8,3,3,6,12,19,17,9,6,8,4,0,1,4,1,3,2,2,1
1,99135,Tallahatchie County,135,28,2000,137,71,4,6,10,2,3,4,2,2,3,5,7,4,2,4,4,0,1,0,2,3,2,1,0,66,7,4,4,7,3,0,1,2,2,4,6,4,2,8,4,1,1,1,0,1,3,1,0
1,99137,Tate County,137,28,2000,223,122,17,14,10,8,8,4,4,3,8,9,14,10,3,2,3,1,0,0,1,2,1,0,0,101,7,10,18,4,5,1,1,4,9,12,7,5,3,5,4,1,0,1,0,2,2,0,0
