Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Hispanic_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispanic_Males_All,Age1524_HispanicM,Age1524_HispanicF,Hispanic_Females_All,Pct_WYM,Pct_WYF
1,99121,Marion County,121,17,2010,39437.0,36734.0,1557.0,542.0,2333.0,17833.0,2202.0,18901.0,122.0,761.0,128.0,796.0,307.0,58.0,44.0,235.0,0.13082487523131273,0.11650177239299508
1,99123,Marshall County,123,17,2010,12640.0,12271.0,44.0,314.0,667.0,6048.0,702.0,6223.0,8.0,27.0,3.0,17.0,148.0,30.0,24.0,166.0,0.11028439153439154,0.11280732765547163
1,99125,Mason County,125,17,2010,14666.0,14382.0,54.0,117.0,850.0,7046.0,761.0,7336.0,3.0,38.0,4.0,16.0,63.0,8.0,8.0,54.0,0.12063582174283281,0.1037350054525627
1,99127,Massac County,127,17,2010,15429.0,14033.0,904.0,290.0,788.0,6705.0,777.0,7328.0,55.0,440.0,61.0,464.0,158.0,34.0,23.0,132.0,0.11752423564504101,0.10603165938864628
1,99129,Menard County,129,17,2010,12705.0,12383.0,76.0,121.0,727.0,6031.0,694.0,6352.0,8.0,38.0,5.0,38.0,63.0,8.0,7.0,58.0,0.12054385674017576,0.10925692695214106
1,99131,Mercer County,131,17,2010,16434.0,16153.0,47.0,307.0,896.0,7968.0,829.0,8185.0,6.0,30.0,1.0,17.0,142.0,21.0,28.0,165.0,0.11244979919678715,0.10128283445326818
1,99133,Monroe County,133,17,2010,32957.0,32287.0,69.0,450.0,1888.0,15960.0,1780.0,16327.0,8.0,38.0,4.0,31.0,210.0,45.0,31.0,240.0,0.11829573934837093,0.10902186562136339
1,99135,Montgomery County,135,17,2010,30104.0,28632.0,952.0,459.0,1829.0,14597.0,1539.0,14035.0,167.0,889.0,9.0,63.0,304.0,49.0,24.0,155.0,0.1252997191203672,0.10965443534022087
1,99137,Morgan County,137,17,2010,35547.0,32321.0,2122.0,712.0,2237.0,15800.0,2139.0,16521.0,325.0,1463.0,161.0,659.0,424.0,108.0,76.0,288.0,0.14158227848101265,0.12947158162338843
1,99139,Moultrie County,139,17,2010,14846.0,14622.0,41.0,129.0,862.0,7094.0,844.0,7528.0,2.0,26.0,1.0,15.0,61.0,11.0,8.0,68.0,0.12151113617141246,0.11211477151965994
1,99141,Ogle County,141,17,2010,53497.0,49867.0,483.0,4741.0,3103.0,24597.0,2931.0,25270.0,56.0,285.0,34.0,198.0,2450.0,463.0,412.0,2291.0,0.12615359596698783,0.11598733676296002
1,99143,Peoria County,143,17,2010,186494.0,138800.0,33030.0,7102.0,9024.0,67246.0,9139.0,71554.0,2985.0,15472.0,3378.0,17558.0,3643.0,664.0,641.0,3459.0,0.13419385539660353,0.12772172065852364
1,99145,Perry County,145,17,2010,22350.0,19656.0,1866.0,599.0,1292.0,9864.0,1110.0,9792.0,469.0,1646.0,33.0,220.0,490.0,103.0,15.0,109.0,0.13098134630981345,0.1133578431372549
1,99147,Piatt County,147,17,2010,16729.0,16393.0,58.0,167.0,926.0,8099.0,854.0,8294.0,5.0,36.0,1.0,22.0,87.0,14.0,12.0,80.0,0.11433510309914804,0.10296599951772366
1,99149,Pike County,149,17,2010,16430.0,15928.0,275.0,172.0,918.0,7813.0,929.0,8115.0,48.0,258.0,8.0,17.0,106.0,18.0,8.0,66.0,0.11749648022526558,0.11447935921133703
1,99151,Pope County,151,17,2010,4470.0,4098.0,269.0,64.0,235.0,2102.0,180.0,1996.0,155.0,196.0,56.0,73.0,41.0,20.0,8.0,23.0,0.11179828734538534,0.09018036072144289
1,99153,Pulaski County,153,17,2010,6161.0,3965.0,1994.0,97.0,205.0,1917.0,245.0,2048.0,149.0,942.0,139.0,1052.0,45.0,2.0,12.0,52.0,0.10693792383933229,0.11962890625
1,99155,Putnam County,155,17,2010,6006.0,5803.0,32.0,252.0,310.0,2923.0,300.0,2880.0,2.0,24.0,2.0,8.0,131.0,28.0,19.0,121.0,0.10605542251111871,0.10416666666666667
1,99157,Randolph County,157,17,2010,33476.0,29318.0,3263.0,867.0,1702.0,14996.0,1578.0,14322.0,355.0,2793.0,88.0,470.0,666.0,128.0,38.0,201.0,0.11349693251533742,0.11018014243820695
1,99159,Richland County,159,17,2010,16233.0,15795.0,78.0,205.0,981.0,7743.0,884.0,8052.0,9.0,55.0,6.0,23.0,94.0,17.0,27.0,111.0,0.12669507942657884,0.10978638847491307
1,99161,Rock Island County,161,17,2010,147546.0,120382.0,13289.0,17118.0,7262.0,58423.0,7432.0,61959.0,1089.0,6819.0,1060.0,6470.0,8729.0,1427.0,1394.0,8389.0,0.12430036115913254,0.11995028970770993
1,99163,St. Clair County,163,17,2010,270056.0,174458.0,82302.0,8785.0,10811.0,85751.0,10220.0,88707.0,6768.0,37948.0,7161.0,44354.0,4522.0,805.0,741.0,4263.0,0.12607433149467645,0.11521074999718173
1,99165,Saline County,165,17,2010,24913.0,23178.0,995.0,340.0,1450.0,11201.0,1333.0,11977.0,250.0,603.0,52.0,392.0,169.0,32.0,17.0,171.0,0.12945272743505043,0.11129665191617266
1,99167,Sangamon County,167,17,2010,197465.0,165103.0,23335.0,3480.0,9712.0,79334.0,9393.0,85769.0,2067.0,11019.0,2169.0,12316.0,1688.0,292.0,319.0,1792.0,0.12241913933496357,0.10951509286572071
1,99169,Schuyler County,169,17,2010,7544.0,7205.0,243.0,90.0,379.0,3685.0,390.0,3520.0,10.0,192.0,7.0,51.0,52.0,8.0,7.0,38.0,0.1028493894165536,0.11079545454545454
1,99171,Scott County,171,17,2010,5355.0,5279.0,9.0,43.0,303.0,2580.0,282.0,2699.0,1.0,6.0,2.0,3.0,19.0,9.0,6.0,24.0,0.11744186046511627,0.10448314190440904
1,99173,Shelby County,173,17,2010,22363.0,22045.0,50.0,180.0,1319.0,10964.0,1235.0,11081.0,7.0,33.0,3.0,17.0,88.0,16.0,17.0,92.0,0.12030280919372492,0.11145203501489036
1,99175,Stark County,175,17,2010,5994.0,5855.0,28.0,59.0,325.0,2852.0,333.0,3003.0,3.0,17.0,2.0,11.0,25.0,3.0,1.0,34.0,0.11395511921458626,0.1108891108891109
1,99177,Stephenson County,177,17,2010,47711.0,41291.0,4275.0,1406.0,2404.0,20029.0,2264.0,21262.0,324.0,2091.0,389.0,2184.0,715.0,137.0,132.0,691.0,0.12002596235458585,0.10648104599755433
1,99179,Tazewell County,179,17,2010,135394.0,130225.0,1374.0,2514.0,7603.0,63832.0,7287.0,66393.0,115.0,962.0,55.0,412.0,1386.0,229.0,213.0,1128.0,0.11910953753603208,0.10975554651845827
1,99181,Union County,181,17,2010,17808.0,16880.0,156.0,863.0,1034.0,8375.0,1010.0,8505.0,7.0,102.0,5.0,54.0,481.0,95.0,67.0,382.0,0.12346268656716418,0.11875367430922987
1,99183,Vermilion County,183,17,2010,81625.0,67323.0,10571.0,3441.0,4047.0,33074.0,3825.0,34249.0,906.0,5566.0,861.0,5005.0,1887.0,303.0,243.0,1554.0,0.12236197617463869,0.11168209290782212
1,99185,Wabash County,185,17,2010,11947.0,11576.0,77.0,158.0,708.0,5641.0,662.0,5935.0,14.0,42.0,9.0,35.0,82.0,24.0,8.0,76.0,0.12550966140755185,0.11154170176916596
1,99187,Warren County,187,17,2010,17707.0,16165.0,303.0,1490.0,1250.0,7759.0,1278.0,8406.0,30.0,181.0,27.0,122.0,813.0,143.0,130.0,677.0,0.16110323495295786,0.15203426124197003
1,99189,Washington County,189,17,2010,14716.0,14376.0,101.0,197.0,870.0,7186.0,831.0,7190.0,14.0,57.0,8.0,44.0,107.0,24.0,14.0,90.0,0.12106874478151962,0.11557719054242002
1,99191,Wayne County,191,17,2010,16760.0,16427.0,42.0,176.0,968.0,8070.0,880.0,8357.0,6.0,30.0,3.0,12.0,94.0,14.0,15.0,82.0,0.11995043370508054,0.10530094531530454
1,99193,White County,193,17,2010,14665.0,14393.0,56.0,158.0,741.0,6928.0,787.0,7465.0,7.0,45.0,1.0,11.0,93.0,14.0,22.0,65.0,0.10695727482678984,0.10542531815137307
1,99195,Whiteside County,195,17,2010,58498.0,53923.0,781.0,6455.0,3208.0,26324.0,3010.0,27599.0,94.0,438.0,61.0,343.0,3310.0,552.0,509.0,3145.0,0.12186597781492174,0.10906192253342513
1,99197,Will County,197,17,2010,677560.0,514664.0,75743.0,105817.0,32710.0,255681.0,30220.0,258983.0,6829.0,37085.0,6206.0,38658.0,54544.0,9302.0,8471.0,51273.0,0.1279328538295767,0.11668719568465884
1,99199,Williamson County,199,17,2010,66357.0,61542.0,2540.0,1301.0,3600.0,30101.0,3743.0,31441.0,251.0,1574.0,178.0,966.0,741.0,140.0,98.0,560.0,0.11959735556958241,0.11904837632390827
1,99201,Winnebago County,201,17,2010,295266.0,228652.0,36108.0,32177.0,13564.0,111754.0,13170.0,116898.0,3015.0,17280.0,3215.0,18828.0,16531.0,2766.0,2692.0,15646.0,0.1213737315890259,0.11266232099779294
1,99203,Woodford County,203,17,2010,38664.0,37643.0,187.0,527.0,2434.0,18578.0,2291.0,19065.0,31.0,107.0,21.0,80.0,267.0,49.0,45.0,260.0,0.13101517924426742,0.12016784683975872
1,99001,Adams County,1,18,2010,34387.0,33349.0,107.0,1412.0,2296.0,16479.0,2155.0,16870.0,12.0,63.0,4.0,44.0,722.0,121.0,105.0,690.0,0.13932884276958554,0.12774155305275636
1,99003,Allen County,3,18,2010,355329.0,281653.0,41618.0,23093.0,18598.0,137261.0,18525.0,144392.0,3452.0,19779.0,3730.0,21839.0,11860.0,2007.0,1851.0,11233.0,0.13549369449443033,0.1282965815280625
1,99005,Bartholomew County,5,18,2010,76794.0,68824.0,1420.0,4762.0,4274.0,33639.0,4121.0,35185.0,106.0,803.0,90.0,617.0,2693.0,458.0,315.0,2069.0,0.12705490650732781,0.1171237743356544
1,99007,Benton County,7,18,2010,8854.0,8489.0,42.0,431.0,521.0,4187.0,439.0,4302.0,7.0,29.0,4.0,13.0,227.0,40.0,36.0,204.0,0.12443276809171244,0.10204556020455602
1,99009,Blackford County,9,18,2010,12766.0,12470.0,49.0,117.0,766.0,6134.0,729.0,6336.0,8.0,40.0,4.0,9.0,63.0,10.0,6.0,54.0,0.12487773068144767,0.11505681818181818
1,99011,Boone County,11,18,2010,56640.0,53953.0,495.0,1270.0,3175.0,26543.0,2999.0,27410.0,40.0,265.0,32.0,230.0,670.0,100.0,69.0,600.0,0.11961722488038277,0.10941262313024444
1,99013,Brown County,13,18,2010,15242.0,14874.0,53.0,178.0,746.0,7406.0,752.0,7468.0,7.0,31.0,1.0,22.0,91.0,12.0,10.0,87.0,0.1007291385363219,0.10069630423138726
1,99015,Carroll County,15,18,2010,20155.0,19500.0,48.0,711.0,1229.0,9743.0,1078.0,9757.0,3.0,27.0,4.0,21.0,401.0,77.0,42.0,310.0,0.1261418454274864,0.1104847801578354
1,99017,Cass County,17,18,2010,38966.0,34385.0,578.0,4897.0,2179.0,16968.0,1937.0,17417.0,96.0,382.0,29.0,196.0,2625.0,482.0,382.0,2272.0,0.12841819896275342,0.11121318252282253
1,99019,Clark County,19,18,2010,110232.0,95961.0,7661.0,5350.0,5573.0,46698.0,5588.0,49263.0,586.0,3835.0,520.0,3826.0,3008.0,571.0,401.0,2342.0,0.1193412994132511,0.11343198749568642
1,99021,Clay County,21,18,2010,26890.0,26303.0,87.0,307.0,1674.0,12924.0,1630.0,13379.0,9.0,55.0,5.0,32.0,169.0,32.0,25.0,138.0,0.12952646239554316,0.12183272292398535
1,99023,Clinton County,23,18,2010,33224.0,30232.0,142.0,4395.0,1886.0,14855.0,1841.0,15377.0,21.0,101.0,4.0,41.0,2371.0,393.0,333.0,2024.0,0.12696061932009425,0.11972426351043766
1,99025,Crawford County,25,18,2010,10713.0,10438.0,24.0,126.0,619.0,5296.0,631.0,5142.0,2.0,15.0,1.0,9.0,64.0,13.0,12.0,62.0,0.11688066465256798,0.12271489692726566
1,99027,Daviess County,27,18,2010,31648.0,30077.0,172.0,1314.0,2080.0,14916.0,1927.0,15161.0,8.0,93.0,16.0,79.0,721.0,137.0,90.0,593.0,0.13944757307589167,0.1271024338763934
1,99029,Dearborn County,29,18,2010,50047.0,48780.0,300.0,502.0,2978.0,24232.0,2842.0,24548.0,19.0,177.0,15.0,123.0,252.0,45.0,33.0,250.0,0.1228953449983493,0.11577317907772527
1,99031,Decatur County,31,18,2010,25740.0,25053.0,82.0,426.0,1555.0,12380.0,1442.0,12673.0,9.0,45.0,10.0,37.0,251.0,54.0,28.0,175.0,0.12560581583198707,0.11378521265682948
1,99033,DeKalb County,33,18,2010,42223.0,40931.0,148.0,1031.0,2655.0,20293.0,2538.0,20638.0,11.0,77.0,9.0,71.0,551.0,81.0,65.0,480.0,0.13083329226826984,0.12297703265820331
1,99035,Delaware County,35,18,2010,117671.0,104872.0,8146.0,2088.0,11387.0,50415.0,12347.0,54457.0,976.0,3928.0,981.0,4218.0,1082.0,334.0,344.0,1006.0,0.2258653178617475,0.22672934608957526
1,99037,Dubois County,37,18,2010,41889.0,39839.0,122.0,2521.0,2241.0,19528.0,2249.0,20311.0,15.0,77.0,6.0,45.0,1365.0,211.0,194.0,1156.0,0.11475829578041787,0.11072817684998276
1,99039,Elkhart County,39,18,2010,197559.0,163792.0,11307.0,27886.0,10661.0,80229.0,10491.0,83563.0,967.0,5615.0,878.0,5692.0,14704.0,2392.0,2117.0,13182.0,0.13288212491742388,0.12554599523712648
1,99041,Fayette County,41,18,2010,24277.0,23532.0,322.0,223.0,1343.0,11511.0,1371.0,12021.0,24.0,159.0,18.0,163.0,104.0,11.0,18.0,119.0,0.11667101033793763,0.11405041177938607
1,99043,Floyd County,43,18,2010,74578.0,67408.0,3873.0,1972.0,4322.0,32569.0,4280.0,34839.0,307.0,1864.0,331.0,2009.0,1116.0,201.0,122.0,856.0,0.1327028769688968,0.12285082809495106
1,99045,Fountain County,45,18,2010,17240.0,16802.0,28.0,373.0,1053.0,8319.0,907.0,8483.0,5.0,15.0,2.0,13.0,193.0,29.0,26.0,180.0,0.1265777136675081,0.10691972179653425
1,99047,Franklin County,47,18,2010,23087.0,22703.0,37.0,210.0,1366.0,11340.0,1333.0,11363.0,2.0,18.0,4.0,19.0,116.0,15.0,19.0,94.0,0.12045855379188712,0.11731056939188594
1,99049,Fulton County,49,18,2010,20836.0,19800.0,150.0,882.0,1202.0,9801.0,1097.0,9999.0,17.0,85.0,7.0,65.0,483.0,70.0,66.0,399.0,0.12264054688297113,0.10971097109710971
1,99051,Gibson County,51,18,2010,33503.0,31986.0,597.0,441.0,1970.0,15784.0,1998.0,16202.0,54.0,330.0,39.0,267.0,236.0,47.0,43.0,205.0,0.12480993411049164,0.12331810887544747
1,99053,Grant County,53,18,2010,70061.0,61811.0,4888.0,2517.0,4869.0,29453.0,5819.0,32358.0,415.0,2498.0,359.0,2390.0,1354.0,287.0,237.0,1163.0,0.16531422945031066,0.1798318808331788
1,99055,Greene County,55,18,2010,33165.0,32548.0,49.0,322.0,1997.0,16245.0,1822.0,16303.0,11.0,33.0,3.0,16.0,167.0,25.0,19.0,155.0,0.12293013234841489,0.11175857204195547
1,99057,Hamilton County,57,18,2010,274569.0,242985.0,9603.0,9426.0,12743.0,118521.0,12307.0,124464.0,620.0,4739.0,581.0,4864.0,4683.0,710.0,618.0,4743.0,0.10751681136676201,0.09887999742897545
1,99059,Hancock County,59,18,2010,70002.0,66644.0,1452.0,1216.0,3867.0,32784.0,3734.0,33860.0,91.0,710.0,96.0,742.0,567.0,81.0,106.0,649.0,0.11795387994143484,0.11027761370348493
1,99061,Harrison County,61,18,2010,39364.0,38341.0,178.0,581.0,2387.0,19133.0,2201.0,19208.0,16.0,115.0,5.0,63.0,313.0,58.0,43.0,268.0,0.1247582710500183,0.11458767180341524
1,99063,Hendricks County,63,18,2010,145448.0,131117.0,7084.0,4379.0,7628.0,64898.0,7340.0,66219.0,659.0,3987.0,417.0,3097.0,2263.0,373.0,331.0,2116.0,0.11753829085642084,0.11084431960615533
1,99065,Henry County,65,18,2010,49462.0,47351.0,1070.0,691.0,2909.0,23665.0,2671.0,23686.0,120.0,887.0,33.0,183.0,415.0,78.0,37.0,276.0,0.12292414958799916,0.1127670353795491
1,99067,Howard County,67,18,2010,82752.0,73284.0,5680.0,2203.0,4277.0,35155.0,4293.0,38129.0,438.0,2782.0,452.0,2898.0,1147.0,243.0,167.0,1056.0,0.1216612146209643,0.11259146581342286
1,99069,Huntington County,69,18,2010,37124.0,36062.0,160.0,631.0,2541.0,17689.0,2614.0,18373.0,13.0,87.0,24.0,73.0,324.0,60.0,67.0,307.0,0.14364859517214087,0.14227398900560606
1,99071,Jackson County,71,18,2010,42376.0,40044.0,282.0,2410.0,2397.0,19823.0,2337.0,20221.0,21.0,170.0,16.0,112.0,1396.0,236.0,150.0,1014.0,0.1209201432679211,0.11557291924237179
1,99073,Jasper County,73,18,2010,33478.0,32056.0,212.0,1823.0,2283.0,15929.0,2044.0,16127.0,76.0,141.0,35.0,71.0,923.0,176.0,165.0,900.0,0.14332349802247474,0.12674396974018726
1,99075,Jay County,75,18,2010,21253.0,20619.0,60.0,577.0,1357.0,10167.0,1249.0,10452.0,11.0,34.0,3.0,26.0,304.0,42.0,43.0,273.0,0.1334710337365988,0.11949866054343666
1,99077,Jefferson County,77,18,2010,32428.0,30876.0,542.0,755.0,2069.0,14891.0,2252.0,15985.0,52.0,237.0,65.0,305.0,395.0,61.0,73.0,360.0,0.138942985696058,0.14088207694713795
1,99079,Jennings County,79,18,2010,28525.0,27611.0,216.0,571.0,1883.0,13793.0,1757.0,13818.0,20.0,127.0,10.0,89.0,287.0,60.0,39.0,284.0,0.13651852388892916,0.12715298885511653
1,99081,Johnson County,81,18,2010,139654.0,131140.0,1578.0,4270.0,8279.0,64235.0,8147.0,66905.0,149.0,947.0,100.0,631.0,2331.0,402.0,328.0,1939.0,0.12888612127344906,0.12176967341753232
1,99083,Knox County,83,18,2010,38440.0,36475.0,1009.0,590.0,3423.0,18228.0,2497.0,18247.0,390.0,572.0,296.0,437.0,330.0,88.0,61.0,260.0,0.18778801843317972,0.13684441278018306
1,99085,Kosciusko County,85,18,2010,77358.0,72188.0,572.0,5634.0,4729.0,35709.0,4726.0,36479.0,67.0,345.0,38.0,227.0,3050.0,525.0,439.0,2584.0,0.13243159987678177,0.12955398996683024
1,99087,LaGrange County,87,18,2010,37128.0,35874.0,117.0,1317.0,2710.0,18072.0,2477.0,17802.0,15.0,72.0,10.0,45.0,683.0,123.0,99.0,634.0,0.14995573262505532,0.13914166947533985
1,99089,Lake County,89,18,2010,496005.0,319412.0,128263.0,82663.0,19656.0,157185.0,18526.0,162227.0,9237.0,58041.0,10017.0,70222.0,41591.0,6892.0,6625.0,41072.0,0.1250501002004008,0.11419800649706892
1,99091,LaPorte County,91,18,2010,111467.0,93787.0,12001.0,6093.0,6023.0,47521.0,5073.0,46266.0,1197.0,7169.0,709.0,4832.0,3365.0,578.0,440.0,2728.0,0.126743965825635,0.1096485540137466
1,99093,Lawrence County,93,18,2010,46134.0,44905.0,186.0,545.0,2650.0,22200.0,2439.0,22705.0,16.0,113.0,14.0,73.0,282.0,36.0,42.0,263.0,0.11936936936936937,0.10742127284739045
1,99095,Madison County,95,18,2010,131636.0,115452.0,10963.0,4189.0,7364.0,56911.0,7261.0,58541.0,1080.0,6147.0,724.0,4816.0,2330.0,396.0,270.0,1859.0,0.12939502029484634,0.12403272919833963
1,99097,Marion County,97,18,2010,903393.0,566853.0,240975.0,84466.0,37016.0,275594.0,39195.0,291259.0,18530.0,110667.0,20155.0,130308.0,45626.0,7860.0,6229.0,38840.0,0.1343135191622459,0.1345709488805496
1,99099,Marshall County,99,18,2010,47051.0,44000.0,220.0,3971.0,2813.0,21644.0,2673.0,22356.0,26.0,136.0,23.0,84.0,2110.0,363.0,282.0,1861.0,0.1299667344298651,0.11956521739130435
1,99101,Martin County,101,18,2010,10334.0,10164.0,10.0,70.0,585.0,5139.0,581.0,5025.0,3.0,9.0,0.0,1.0,29.0,4.0,11.0,41.0,0.1138353765323993,0.11562189054726368
1,99103,Miami County,103,18,2010,36903.0,33876.0,1673.0,906.0,2206.0,17560.0,1926.0,16316.0,250.0,1435.0,30.0,238.0,553.0,86.0,52.0,353.0,0.12562642369020502,0.11804363814660455
1,99105,Monroe County,105,18,2010,137974.0,121109.0,4491.0,4029.0,18867.0,60265.0,18047.0,60844.0,895.0,2308.0,972.0,2183.0,2097.0,687.0,660.0,1932.0,0.31306728615282503,0.2966110051936099
1,99107,Montgomery County,107,18,2010,38124.0,36309.0,327.0,1739.0,2874.0,18175.0,2106.0,18134.0,68.0,216.0,14.0,111.0,962.0,196.0,123.0,777.0,0.1581292984869326,0.11613543619719863
1,99109,Morgan County,109,18,2010,68894.0,67307.0,176.0,820.0,4187.0,33381.0,4042.0,33926.0,15.0,104.0,8.0,72.0,426.0,80.0,58.0,394.0,0.12543063419310385,0.11914166126274833
1,99111,Newton County,111,18,2010,14244.0,13700.0,56.0,717.0,818.0,6916.0,741.0,6784.0,3.0,30.0,5.0,26.0,369.0,65.0,70.0,348.0,0.11827646038172354,0.10922759433962265
1,99113,Noble County,113,18,2010,47536.0,43970.0,185.0,4567.0,2827.0,21918.0,2722.0,22052.0,20.0,116.0,10.0,69.0,2415.0,416.0,344.0,2152.0,0.12898074641846885,0.12343551605296572
1,99115,Ohio County,115,18,2010,6128.0,6012.0,22.0,69.0,350.0,2976.0,320.0,3036.0,1.0,12.0,0.0,10.0,42.0,7.0,2.0,27.0,0.11760752688172044,0.10540184453227931
1,99117,Orange County,117,18,2010,19840.0,19245.0,170.0,194.0,1213.0,9542.0,1119.0,9703.0,14.0,105.0,6.0,65.0,108.0,16.0,18.0,86.0,0.12712219660448543,0.11532515716788622
1,99119,Owen County,119,18,2010,21575.0,21129.0,65.0,198.0,1308.0,10613.0,1232.0,10516.0,4.0,38.0,1.0,27.0,95.0,18.0,17.0,103.0,0.12324507679261283,0.11715481171548117
1,99121,Parke County,121,18,2010,17339.0,16671.0,397.0,215.0,1025.0,7965.0,1052.0,8706.0,3.0,40.0,55.0,357.0,110.0,18.0,13.0,105.0,0.12868801004394226,0.12083620491614978
1,99123,Perry County,123,18,2010,19338.0,18557.0,471.0,192.0,1179.0,9645.0,961.0,8912.0,105.0,457.0,1.0,14.0,103.0,15.0,16.0,89.0,0.12223950233281493,0.10783213644524237
1,99125,Pike County,125,18,2010,12845.0,12610.0,39.0,120.0,748.0,6305.0,675.0,6305.0,2.0,18.0,1.0,21.0,57.0,11.0,9.0,63.0,0.11863600317208564,0.1070578905630452
1,99127,Porter County,127,18,2010,164343.0,149995.0,4894.0,13933.0,10077.0,73802.0,9822.0,76193.0,444.0,2353.0,427.0,2541.0,6867.0,1165.0,1170.0,7066.0,0.13654101514864095,0.1289094798734792
1,99129,Posey County,129,18,2010,25910.0,25185.0,233.0,248.0,1671.0,12523.0,1492.0,12662.0,25.0,134.0,16.0,99.0,128.0,22.0,18.0,120.0,0.13343448055577736,0.1178328858000316
1,99131,Pulaski County,131,18,2010,13402.0,13025.0,88.0,325.0,798.0,6585.0,716.0,6440.0,8.0,48.0,8.0,40.0,176.0,24.0,20.0,149.0,0.12118451025056948,0.11118012422360249
1,99133,Putnam County,133,18,2010,37963.0,35449.0,1505.0,587.0,3044.0,18220.0,2961.0,17229.0,339.0,1315.0,103.0,190.0,349.0,96.0,74.0,238.0,0.16706915477497256,0.17186139648267457
1,99135,Randolph County,135,18,2010,26171.0,25158.0,117.0,790.0,1522.0,12357.0,1485.0,12801.0,10.0,70.0,13.0,47.0,470.0,99.0,62.0,320.0,0.12316905397750263,0.11600656198734474
1,99137,Ripley County,137,18,2010,28818.0,28132.0,69.0,445.0,1727.0,13875.0,1698.0,14257.0,6.0,44.0,9.0,25.0,241.0,39.0,29.0,204.0,0.12446846846846847,0.11909938977344463
1,99139,Rush County,139,18,2010,17392.0,16945.0,132.0,190.0,1085.0,8349.0,1000.0,8596.0,7.0,68.0,8.0,64.0,109.0,18.0,13.0,81.0,0.1299556833153671,0.11633317822242904
1,99141,St. Joseph County,141,18,2010,266931.0,209972.0,33958.0,19395.0,15256.0,101972.0,16075.0,108000.0,2961.0,15994.0,3011.0,17964.0,9961.0,1966.0,1972.0,9434.0,0.1496096967795081,0.14884259259259258
1,99143,Scott County,143,18,2010,24181.0,23667.0,57.0,354.0,1550.0,11693.0,1484.0,11974.0,7.0,33.0,3.0,24.0,190.0,33.0,28.0,164.0,0.13255794064825108,0.12393519291798898
1,99145,Shelby County,145,18,2010,44436.0,42402.0,455.0,1647.0,2729.0,20938.0,2534.0,21464.0,42.0,263.0,23.0,192.0,884.0,148.0,121.0,763.0,0.1303371859776483,0.11805814386880358
1,99147,Spencer County,147,18,2010,20952.0,20295.0,96.0,517.0,1207.0,10206.0,1102.0,10089.0,3.0,58.0,5.0,38.0,277.0,48.0,38.0,240.0,0.11826376641191456,0.10922787193973635
1,99149,Starke County,149,18,2010,23363.0,22683.0,66.0,766.0,1423.0,11195.0,1431.0,11488.0,8.0,44.0,2.0,22.0,396.0,69.0,76.0,370.0,0.12711031710585083,0.12456476323119778
1,99151,Steuben County,151,18,2010,34185.0,33098.0,179.0,982.0,2654.0,16670.0,2214.0,16428.0,51.0,117.0,27.0,62.0,523.0,95.0,77.0,459.0,0.15920815836832633,0.1347699050401753
1,99153,Sullivan County,153,18,2010,21475.0,20132.0,961.0,294.0,1377.0,10520.0,1095.0,9612.0,221.0,943.0,6.0,18.0,208.0,49.0,16.0,86.0,0.130893536121673,0.11392009987515606
1,99155,Switzerland County,155,18,2010,10613.0,10381.0,32.0,147.0,642.0,5285.0,598.0,5096.0,0.0,20.0,2.0,12.0,92.0,15.0,8.0,55.0,0.12147587511825922,0.11734693877551021
1,99157,Tippecanoe County,157,18,2010,172780.0,145190.0,6913.0,12947.0,21384.0,73262.0,17915.0,71928.0,973.0,3407.0,1072.0,3506.0,6833.0,1575.0,1306.0,6114.0,0.29188392345281317,0.24906851295740184
1,99159,Tipton County,159,18,2010,15936.0,15551.0,29.0,346.0,923.0,7646.0,860.0,7905.0,3.0,19.0,1.0,10.0,184.0,28.0,41.0,162.0,0.12071671462202459,0.10879190385831752
1,99161,Union County,161,18,2010,7516.0,7331.0,33.0,82.0,503.0,3637.0,425.0,3694.0,2.0,12.0,5.0,21.0,41.0,9.0,7.0,41.0,0.1383007973604619,0.11505143475906876
1,99163,Vanderburgh County,163,18,2010,179703.0,154882.0,16347.0,3873.0,11132.0,74589.0,12256.0,80293.0,1377.0,7965.0,1405.0,8382.0,2055.0,428.0,357.0,1818.0,0.1492445266728338,0.1526409525114269
1,99165,Vermillion County,165,18,2010,16212.0,15932.0,24.0,130.0,957.0,7887.0,836.0,8045.0,0.0,15.0,1.0,9.0,68.0,7.0,7.0,62.0,0.12133891213389121,0.10391547545059043
1,99167,Vigo County,167,18,2010,107848.0,95207.0,7437.0,2469.0,8617.0,47265.0,7798.0,47942.0,938.0,4580.0,841.0,2857.0,1605.0,289.0,194.0,864.0,0.18231249338834232,0.16265487464019024
1,99169,Wabash County,169,18,2010,32888.0,31764.0,163.0,697.0,2283.0,15394.0,2208.0,16370.0,33.0,77.0,39.0,86.0,382.0,74.0,70.0,315.0,0.14830453423411719,0.13488087965791082
1,99171,Warren County,171,18,2010,8508.0,8363.0,11.0,70.0,504.0,4192.0,488.0,4171.0,2.0,6.0,0.0,5.0,32.0,6.0,4.0,38.0,0.12022900763358779,0.1169983217453848
